english	translation	category	sub_category	source
2 doses of Prayer restore potion.	2 doz Dua iyileştirme iksiri.	examine	item	Prayer potion(2)
1 dose of Prayer restore potion.	1 doz Dua iyileştirme iksiri.	examine	item	Prayer potion(1)
3 doses of super Attack potion.	3 doz süper Saldırı iksiri.	examine	item	Super attack(3)
2 doses of super Attack potion.	2 doz süper Saldırı iksiri.	examine	item	Super attack(2)
1 dose of super Attack potion.	1 doz süper Saldırı iksiri.	examine	item	Super attack(1)
3 doses of Fishing potion.	3 doz Balıkçılık İksiri.	examine	item	Fishing potion(3)
2 doses of Fishing potion.	2 doz Balıkçılık İksiri.	examine	item	Fishing potion(2)
1 dose of Fishing potion.	1 doz Balıkçılık İksiri.	examine	item	Fishing potion(1)
3 doses of super Strength potion.	3 doz süper Güç iksiri.	examine	item	Super strength(3)
2 doses of super Strength potion.	2 doz süper Güç iksiri.	examine	item	Super strength(2)
1 dose of super Strength potion.	1 doz süper Güç iksiri.	examine	item	Super strength(1)
3 doses of super Defence potion.	doz süper Savunma iksiri.	examine	item	Super defence(3)
2 doses of super Defence potion.	2 doz süper Savunma iksiri.	examine	item	Super defence(2)
1 dose of super Defence potion.	1 doz süper Savunma iksiri.	examine	item	Super defence(1)
3 doses of ranging potion.	3 doz menzil iksiri.	examine	item	Ranging potion(3)
2 doses of ranging potion.	2 doz menzil iksiri.	examine	item	Ranging potion(2)
1 dose of ranging potion.	1 doz menzil iksiri.	examine	item	Ranging potion(1)
3 doses of antipoison potion.	3 doz antizehir iksiri.	examine	item	Antipoison(3)
2 doses of antipoison potion.	2 doz antizehir iksiri.	examine	item	Antipoison(2)
1 dose of antipoison potion.	1 doz antizehir iksiri.	examine	item	Antipoison(1)
3 doses of super antipoison potion.	3 doz süper antizehir iksiri.	examine	item	Superantipoison(3)
2 doses of super antipoison potion.	2 doz süper antizehir iksiri.	examine	item	Superantipoison(2)
1 dose of super antipoison potion.	1 doz süper antizehir iksiri.	examine	item	Superantipoison(1)
For use on daggers and projectiles.	Hançer ve mermilerde kullanılır.	examine	item	Weapon poison
3 doses of Zamorak brew.	3 doz Zamorak içeceği.	examine	item	Zamorak brew(3)
2 doses of Zamorak brew.	2 doz Zamorak içeceği.	examine	item	Zamorak brew(2)
1 dose of Zamorak brew.	1 doz Zamorak içeceği.	examine	item	Zamorak brew(1)
This is meant to be good for spots.	Bu sivilcelere iyi geliyor.	examine	item	Potion
A cup of a strange brew...	Garip bir içeceğin fincanı...	examine	item	Poison chalice
It needs cleaning.	Temizliğe ihtiyacı var.	examine	item	Grimy guam leaf
It seems to be looking at me.	Bana bakıyormuş gibi görünüyor.	examine	item	Eye of newt
Ewww!	İyy!	examine	item	Red spiders' eggs
The root of a limpwurt plant.	Bir bitkinin kökü.	examine	item	Limpwurt root
A glass vial containing water.	İçinde su bulunan cam şişe.	examine	item	Vial of water
An empty glass vial.	Boş bir cam şişe.	examine	item	Vial
Strange spiky grass.	Garip dikenli ot.	examine	item	Snape grass
I can grind things for potions in this.	Burada iksir için bir şeyler öğütebilirim.	examine	item	Pestle and mortar
Finely ground horn of Unicorn.	Tek boynuzlu atın incecik öğütülmüş boynuzu.	examine	item	Unicorn horn dust
This horn has restorative properties.	Bu boynuzun iyileştirici özelliği vardır.	examine	item	Unicorn horn
Sour berries, used in potions.	İksir yapımında kullanılan ekşi meyveler.	examine	item	White berries
Finely ground scale of Dragon.	Ejderha pulu ince öğütülmüş.	examine	item	Dragon scale dust
A large shiny scale.	Büyük parlak bir pul.	examine	item	Blue dragon scale
An evil wine for an evil god.	Kötü bir tanrı için kötü bir şarap.	examine	item	Wine of zamorak
They don't look very ripe.	Çok olgun görünmüyorlar.	examine	item	Jangerberries
A bitter green herb.	Acı yeşil bir ot.	examine	item	Guam leaf
A herb used in poison cures.	Zehir tedavisinde kullanılan bir bitki.	examine	item	Marrentill
A useful herb.	Faydalı bir bitki.	examine	item	Tarromin
A powerful herb.	Güçlü bir bitki.	examine	item	Kwuarm
It looks like part of a machine.	Bir makinenin parçası gibi görünüyor.	examine	item	Pressure gauge
Keeps your pet fish strong and healthy.	Evcil balıklarınızın güçlü ve sağlıklı kalmasını sağlar.	examine	item	Fish food
This stuff looks nasty.	Bu şeyler iğrenç görünüyor.	examine	item	Poison
Doesn't seem very nice to the poor fishes.	Zavallı balıklara pek hoş görünmüyor.	examine	item	Poisoned fish food
A slightly smelly key (Used in the Ernest the Chicken quest).	Hafif kokulu bir anahtar (Ernest the Chicken görevinde kullanılır).	examine	item	Key
It's slightly charred.	Hafifçe kömürleşmiş.	examine	item	Rubber tube
It's pretty full.	Oldukça dolu.	examine	item	Oil can
A sharp cattleprod.	Keskin bir dürtme aleti.	examine	item	Cattleprod
Councillor Halgrive gave me this to kill some sheep.	Belediye Meclisi Üyesi Halgrive bunu bana koyun kesmem için verdi.	examine	item	Sheep feed
The suspicious-looking remains of a suspicious-looking sheep.	Şüpheli görünen bir koyunun şüpheli görünen kalıntıları.	examine	item	Sheep bones (1)
This should protect me from the plague, I hope!	Umarım bu beni vebadan korur!	examine	item	Plague jacket
These should protect me from the plague, I hope!	Bunlar beni vebadan korur umarım!	examine	item	Plague trousers
Some orange armour designed to fit goblins.	Goblinlere uyacak şekilde tasarlanmış turuncu bir zırh.	examine	item	Orange goblin mail
Some blue armour designed to fit goblins.	Goblinlere uyacak şekilde tasarlanmış mavi zırhlar.	examine	item	Blue goblin mail
Some brown armour designed to fit goblins.	Goblinlere uyacak şekilde tasarlanmış kahverengi zırhlar.	examine	item	Goblin mail
This contains some vital research.	Bu, bazı hayati araştırmaları içeriyor.	examine	item	Research package
They seem to be written in some kind of code.	Bir çeşit kodla yazılmış gibi görünüyorlar.	examine	item	Research notes
A book on elven history in northern Gielinor.	Kuzey Gielinor'daki elf tarihini anlatan bir kitap.	examine	item	Book on baxtorian
I found this in a cave beneath the Tree Gnome Village (used in the Waterfall Quest).	Bunu Ağaç Cücesi Köyü'nün altındaki bir mağarada buldum (Şelale Görevi'nde kullanıldı).	examine	item	Key
A small pebble with elven inscription.	Üzerinde elf yazısı bulunan küçük bir çakıl taşı.	examine	item	Glarial's pebble
A bright green gem set in a necklace.	Kolyede yer alan parlak yeşil renkli bir taş.	examine	item	Glarial's amulet
An urn containing Glarial's ashes.	Glarial'ın küllerini içeren bir çömlek.	examine	item	Glarial's urn
An empty urn made for Glarial's ashes.	Glarial'ın külleri için yapılmış boş bir küp.	examine	item	Glarial's urn (empty)
I found this within Baxtorian Falls (used in the Waterfall Quest).	Bunu Baxtorian Şelalesi'nde buldum (Şelale Görevi'nde kullanıldı).	examine	item	Key
Magical seeds in a mithril case.	Mithril kutusundaki sihirli tohumlar.	examine	item	Mithril seeds
A bit of rat.	Biraz fare.	examine	item	Rat's tail
Useful for catching lobsters.	Istakoz yakalamak için faydalıdır.	examine	item	Lobster pot
Useful for catching small fish.	Küçük balıkları yakalamak için kullanışlıdır.	examine	item	Small fishing net
Useful for catching lots of fish.	Çok sayıda balık yakalamaya yarar.	examine	item	Big fishing net
Useful for catching sardine or herring.	Sardalya ve ringa balığı yakalamak için faydalıdır.	examine	item	Fishing rod
Useful for catching salmon or trout.	Somon veya alabalık yakalamak için kullanışlıdır.	examine	item	Fly fishing rod
Useful for catching really big fish.	Gerçekten büyük balıkları yakalamak için kullanışlıdır.	examine	item	Harpoon
For use with a fishing rod.	Olta ile kullanılır.	examine	item	Fishing bait
Used for fly fishing.	Sinek avcılığında kullanılır.	examine	item	Feather
Some nicely cooked shrimp.	Güzelce pişirilmiş karides.	examine	item	Shrimps
I should try cooking this.	Bunu pişirmeyi denemeliyim.	examine	item	Raw shrimps
Some nicely cooked anchovies.	Güzelce pişirilmiş hamsi.	examine	item	Anchovies
Oops!	Oops!	examine	item	Burnt fish
Some nicely cooked sardines.	Güzelce pişirilmiş sardalyalar.	examine	item	Sardine
Some nicely cooked salmon.	Güzelce pişirilmiş somon.	examine	item	Salmon
Some nicely cooked trout.	Güzelce pişirilmiş alabalık.	examine	item	Trout
Some nicely cooked giant carp.	Güzelce pişirilmiş dev sazanlar.	examine	item	Giant carp
Some nicely cooked cod.	Güzelce pişirilmiş morina balığı.	examine	item	Cod
Some nicely cooked herring.	Güzelce pişirilmiş ringa balığı.	examine	item	Herring
Some nicely cooked pike.	Güzelce pişirilmiş turna balığı.	examine	item	Pike
Some nicely cooked mackerel.	Güzelce pişirilmiş uskumru.	examine	item	Mackerel
Wow, this is a big fish.	Vay canına, bu çok büyük bir balık.	examine	item	Tuna
I'd better be careful eating this!	Bunu yerken dikkatli olmalıyım!	examine	item	Swordfish
This looks tricky to eat.	Bunu yemek zor görünüyor.	examine	item	Lobster
I'd better be careful eating this.	Bunu yerken dikkatli olmalıyım.	examine	item	Shark
A rare catch.	Nadir bir av.	examine	item	Raw manta ray
Tasty!	Lezzetli!	examine	item	Sea turtle
Slightly damp seaweed.	Hafif nemli deniz yosunu.	examine	item	Seaweed
I hope there's treasure in it.	Umarım içinde hazine vardır.	examine	item	Casket
Maybe there are pearls inside?	İçinde inciler mi var acaba?	examine	item	Oyster
Aww, it's empty.	Aaa, boş.	examine	item	Empty oyster
I could work wonders with a chisel on this pearl.	Bu incinin üzerinde bir keskiyle harikalar yaratabilirim.	examine	item	Oyster pearl
I could work wonders with a chisel on these pearls.	Bu incilerin üzerinde bir keskiyle harikalar yaratabilirim.	examine	item	Oyster pearls
An expensive colourless liquid.	Pahalı, renksiz bir sıvı.	examine	item	Ethenea
This isn't worth much.	Bunun pek bir değeri yok.	examine	item	Liquid honey
It's highly poisonous.	Çok zehirlidir.	examine	item	Sulphuric broline
Probably best I don't keep this too long.	Sanırım bunu çok uzun tutmasam iyi olacak.	examine	item	Plague sample
A special kind of paper.	Özel bir kağıt türü.	examine	item	Touch paper
Apparently it distills.	Görünen o ki damıtılıyor.	examine	item	Distillator
Yup. It's an amulet.	Evet. Bu bir muska.	examine	item	Lathas' amulet
Birds love this stuff!	Kuşlar bu şeye bayılıyor!	examine	item	Bird feed
Opens things (Used in the Biohazard quest).	Eşyaları açar (Biohazard görevinde kullanılır).	examine	item	Key
It's full of pigeons.	Güvercinlerle dolu.	examine	item	Pigeon cage
It's empty...	Boş...	examine	item	Pigeon cage
Top half of a priest suit.	Bir rahip kıyafetinin üst yarısı.	examine	item	Priest gown
Bottom half of a priest suit.	Bir rahip kıyafetinin alt yarısı.	examine	item	Priest gown
Medical looking.	Tıbbi görünümlü.	examine	item	Medical gown
A very strong spirit brewed on Karamja.	Karamja'da çok güçlü bir ruh oluştu.	examine	item	Karamjan rum
A key to One-Eyed Hector's chest (Used in the Pirate's Treasure quest).	Tek Gözlü Hector'un sandığının anahtarı (Korsan Hazinesi görevinde kullanılır).	examine	item	Chest key
Pirates don't have the best handwriting...	Korsanların el yazısı pek de güzel değildir...	examine	item	Pirate message
Some hard dry clay.	Biraz sert, kuru kil.	examine	item	Clay
This needs refining.	Bunun biraz daha geliştirilmesi gerekiyor.	examine	item	Copper ore
Hmm a non-renewable energy source!	Hmm yenilenemeyen bir enerji kaynağı!	examine	item	Coal
The official Alfred Grimhand bar crawl card.	Alfred Grimhand'in resmi bar turu kartı.	examine	item	Barcrawl card
It's empty!	Boş!	examine	item	Scorpion cage
There is 1 scorpion inside.	İçerisinde 1 adet akrep bulunmaktadır.	examine	item	Scorpion cage
There are 2 scorpions inside.	İçerisinde 2 adet akrep bulunmaktadır.	examine	item	Scorpion cage
There are 3 scorpions inside.	İçerisinde 3 adet akrep bulunmaktadır.	examine	item	Scorpion cage
I wonder what this tastes like?	Acaba bunun tadı nasıldır?	examine	item	Strange fruit
Useless without the head.	Başı olmadan işe yaramaz.	examine	item	Pickaxe handle
Nurmof can fix this for me.	Nurmof bunu benim için düzeltebilir.	examine	item	Broken pickaxe
It's missing a handle.	Bir sapı eksik.	examine	item	Bronze pick head
Bob can fix this for me.	Bob bunu benim için düzeltebilir.	examine	item	Broken axe
I don't fancy eating this now.	Bunu şimdi yemek istemiyorum.	examine	item	Enchanted beef
Bones are for burying!	Kemikler gömülmek içindir!	examine	item	Bones
Ew it's a pile of bones.	İyy, bir yığın kemik.	examine	item	Bat bones
These would feed a dog for months!	Bunlar bir köpeği aylarca doyurabilir!	examine	item	Dragon bones
Keeps a druid's knees nice and warm.	Bir druid'in dizlerini güzel ve sıcak tutar.	examine	item	Druid's robe
I feel closer to the gods when I am wearing this.	Bunu taktığımda kendimi tanrılara daha yakın hissediyorum.	examine	item	Druid's robe top
Keeps a monk's knees nice and warm.	Bir rahibin dizlerini güzel ve sıcak tutar.	examine	item	Monk's robe
If a shade had knees, this would keep them nice and warm.	Eğer bir gölgeliğin dizleri olsaydı, onları güzel ve sıcak tutardı.	examine	item	Shade robe
Issued to all new citizens of Gielinor.	Gielinor'un tüm yeni vatandaşlarına verilir.	examine	item	Newcomer map
It lets me talk to ghosts.	Hayaletlerle konuşmamı sağlıyor.	examine	item	Ghostspeak amulet
Ooooh spooky!	Ooooh ürkütücü!	examine	item	Ghost's skull
One of the 4 basic elemental Runes.	4 temel elemental Rünlerden biri.	examine	item	Fire rune
Used for basic level missile spells.	Temel seviye füze büyülerinde kullanılır.	examine	item	Mind rune
Used for curse spells.	Lanet büyülerinde kullanılır.	examine	item	Body rune
Used for medium level missile spells.	Orta seviye füze büyülerinde kullanılır.	examine	item	Death rune
Used for alchemy spells.	Simya büyülerinde kullanılır.	examine	item	Nature rune
Used for low level missile spells.	Düşük seviyeli füze büyülerinde kullanılır.	examine	item	Chaos rune
Used for teleport spells.	Işınlanma büyüsü için kullanılır.	examine	item	Law rune
Used for enchant spells.	Büyü yapmak için kullanılır.	examine	item	Cosmic rune
Used for high level missile spells.	Yüksek seviyeli füze büyülerinde kullanılır.	examine	item	Blood rune
Used for high level curse spells.	Yüksek seviyeli lanet büyüleri için kullanılır.	examine	item	Soul rune
I'd prefer it if it was powered.	Elektrikli olmasını tercih ederdim.	examine	item	Unpowered orb
A magic glowing orb.	Sihirli parlayan bir küre.	examine	item	Fire orb
I can do magic better in this.	Bunda daha iyi sihir yapabiliyorum.	examine	item	Blue wizard robe
A silly pointed hat.	Aptalca sivri bir şapka.	examine	item	Blue wizard hat
It's a bailing bucket.	Bu bir kepçe.	examine	item	Bailing bucket
It's a bailing bucket full of salty water.	Tuzlu suyla dolu bir kova.	examine	item	Bailing bucket
A strange glowing green orb.	Garip parlayan yeşil bir küre.	examine	item	Orb of protection
Two strange glowing green orbs.	İki garip parlayan yeşil küre.	examine	item	Orbs of protection
It's an amulet of protection given to me by the gnomes.	Bu bana cücelerin verdiği bir koruma muskası.	examine	item	Gnome amulet
Useful for lighting a fire.	Ateş yakmaya yarar.	examine	item	Tinderbox
A heap of ashes.	Bir kül yığını.	examine	item	Ashes
A lit home-made torch.	Yakılmış ev yapımı bir meşale.	examine	item	Lit torch
An unlit home-made torch.	Yanmayan ev yapımı meşale.	examine	item	Unlit torch
Arrows with bronze heads wrapped in oily cloth.	Yağlı bezle sarılmış bronz başlı oklar.	examine	item	Bronze fire arrow
A book on the history of astronomy.	Astronomi tarihi üzerine bir kitap.	examine	item	Astronomy book
A small key for a large door (Allows access to the goblin kitchen in the Observatory Dungeon).	Büyük bir kapı için küçük bir anahtar (Gözlemevi Zindan'daki goblin mutfağına erişim sağlar).	examine	item	Goblin kitchen key
An unusual mould in the shape of a disc.	Disk şeklinde sıra dışı bir kalıp.	examine	item	Lens mould
A perfectly circular disc of glass.	Mükemmel dairesel bir cam disk.	examine	item	Observatory lens
A slender bone shard given to you by Zadimus.	Zadimus'un sana verdiği incecik bir kemik parçası.	examine	item	Bone shard
A bone key fashioned from a shard of bone (Provides access to Rashiliyia's Tomb).	Bir kemik parçasından yapılmış kemik anahtar (Rashiliyia'nın Mezarına erişim sağlar).	examine	item	Bone key
A stone plaque with carved letters in it.	Üzerinde oyma harfler bulunan taş levha.	examine	item	Stone-plaque
An ancient tattered scroll.	Eski, yırtık bir tomar.	examine	item	Tattered scroll
An ancient crumpled scroll.	Eski buruşuk bir tomar.	examine	item	Crumpled scroll
The remains of the Zombie Queen.	Zombi Kraliçesi'nin kalıntıları.	examine	item	Rashiliyia corpse
The remains of Zadimus.	Zadimus'un kalıntıları.	examine	item	Zadimus corpse
A magical crystal sphere.	Sihirli bir kristal küre.	examine	item	Locating crystal
A curious looking neck ornament.	İlginç görünümlü bir boyun süsü.	examine	item	Beads of the dead
Lovely money!	Ne güzel para!	examine	item	Coins
Beads carved out of a bone.	Kemikten oyulmuş boncuklar.	examine	item	Bone beads
Allows you to rest in the luxurious Paramayer Inn.	Lüks Paramayer Inn'de dinlenmenize olanak tanır.	examine	item	Paramaya ticket
Allows you passage on the 'Lady of the waves' ship.	'Dalgaların Hanımı' gemisine binmenizi sağlar.	examine	item	Ship ticket
An ivory sword pommel.	Fildişi kılıç kabzası.	examine	item	Sword pommel
Notes taken from the tomb of Bervirius.	Bervirius'un mezarından alınan notlar.	examine	item	Bervirius notes
A decorated belt used to trade information between distant villages.	Uzak köyler arasında bilgi alışverişinde kullanılan süslü kemer.	examine	item	Wampum belt
They're soft, silky and pink.	Yumuşak, ipeksi ve pembe renktedirler.	examine	item	Pink boots
They're soft, silky and green.	Yumuşak, ipeksi ve yeşildirler.	examine	item	Green boots
They're soft, silky and blue.	Yumuşak, ipeksi ve mavidirler.	examine	item	Blue boots
They're soft, silky and cream.	Yumuşak, ipeksi ve krem rengindedirler.	examine	item	Cream boots
They're soft, silky and turquoise.	Yumuşak, ipeksi ve turkuaz renktedirler.	examine	item	Turquoise boots
The ultimate in gnome design, now in pink!	Cüce tasarımının en üst noktası artık pembe!	examine	item	Pink robe top
The ultimate in gnome design, now in green!	Cüce tasarımının en üst noktası artık yeşil!	examine	item	Green robe top
The ultimate in gnome design, now in blue!	Cüce tasarımının en üst seviyesi artık mavi!	examine	item	Blue robe top
The ultimate in gnome design, now in cream!	Cüce tasarımının en üst seviyesi artık krem renginde!	examine	item	Cream robe top
The ultimate in gnome design, now in turquoise!	Cüce tasarımının en üst noktası artık turkuaz renkte!	examine	item	Turquoise robe top
Made by Tree Gnomes with a thing for pink.	Pembeye düşkün Ağaç Cüceleri tarafından yapılmıştır.	examine	item	Pink robe bottoms
Made by Tree Gnomes with a thing for green.	Yeşile düşkün Ağaç Cüceleri tarafından yapılmıştır.	examine	item	Green robe bottoms
Made by Tree Gnomes with a thing for blue.	Maviye düşkün Ağaç Cüceleri tarafından yapılmıştır.	examine	item	Blue robe bottoms
Made by Tree Gnomes with a thing for cream.	Kremaya meraklı Ağaç Cüceleri tarafından yapılmıştır.	examine	item	Cream robe bottoms
Made by Tree Gnomes with a thing for turquoise.	Turkuaz tutkunu Ağaç Cüceleri tarafından yapılmıştır.	examine	item	Turquoise robe bottoms
A silly pink pointed hat.	Aptalca pembe sivri bir şapka.	examine	item	Pink hat
A silly green pointed hat.	Aptalca yeşil sivri bir şapka.	examine	item	Green hat
A silly blue pointed hat.	Aptalca mavi sivri uçlu bir şapka.	examine	item	Blue hat
A silly cream pointed hat.	Aptalca bir krem rengi sivri şapka.	examine	item	Cream hat
A silly turquoise pointed hat.	Aptalca bir turkuaz sivri şapka.	examine	item	Turquoise hat
