english	translation	category	sub_category	source
You think this is cold? Up by Acheron it gets so cold that when you talk you see the words freeze in the air in front of you!	Du findest das kalt? Oben bei Acheron wird es so kalt, dass du, wenn du sprichst, die Worte direkt vor dir in der Luft gefrieren siehst!	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
REALLY?	WIRKLICH?	dialogue	'Betty' B.Boppin	Player
Nah, not really. I was exaggerating for humourous effect. It is very very cold though!	Nee, nicht wirklich. Ich habe das nur aus Spaß übertrieben. Aber es ist trotzdem sehr, sehr kalt!	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Sorry, can't stop, the Captain will have my guts for garters if he catches me slacking off talking to the stowaway.	Tut mir leid, ich kann nicht aufhören, der Käpt'n zieht mir bei lebendigem Leib das Fell über die Ohren, wenn er mich beim Faulenzen mit dem blinden Passagier erwischt.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I'm not a stowaway! I was invited aboard!	Ich bin kein blinder Passagier! Ich wurde an Bord eingeladen!	dialogue	'Betty' B.Boppin	Player
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!	Ja, von mir aus [Kerl/Dame], es ist eigentlich egal, wer du bist, ich kriege so oder so Ärger!	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Hello.	Hallo.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
So... You're a pirate, huh?	Also... du bist ein Pirat, was?	dialogue	'Betty' B.Boppin	Player
It's what it says on my pay-packet at the end of the month.	So steht es jedenfalls am Monatsende auf meiner Lohntüte.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
How's that working out for you?	Und, wie läuft das für dich?	dialogue	'Betty' B.Boppin	Player
Pretty good so far. All the grog and loot that we can plunder, plus full medical including dental.	Bisher ziemlich gut. So viel Grog und Beute, wie wir plündern können, plus volle medizinische Versorgung inklusive Zahnbehandlung.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
You mean you have insurance?	Du meinst, ihr habt eine Versicherung?	dialogue	'Betty' B.Boppin	Player
Not as such. If any of us get sick we kidnap a doctor and don't let him go until we're better.	Nicht direkt. Wenn einer von uns krank wird, entführen wir einen Arzt und lassen ihn nicht gehen, bis wir wieder gesund sind.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
You'd be surprised what an incentive for expert health care that is.	Du wärst überrascht, was für ein Anreiz das für fachkundige Heilkunst ist.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I can imagine.	Das kann ich mir vorstellen.	dialogue	'Betty' B.Boppin	Player
Hello there. So what brings you aboard the Lady Zay?	Hallo. Also, was führt dich an Bord der Lady Zay?	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Well, I was planning on visiting the Moon Clan, but I have to say your ship is very impressive.	Nun, ich hatte vor, den Mondclan zu besuchen, aber ich muss sagen, euer Schiff ist sehr beeindruckend.	dialogue	'Betty' B.Boppin	Player
Aye, she's a beauty alright! The Lady Zay has been my home for many hard months, through storm and sun, and she always gets us to here we were headed!	Ja, sie ist wirklich eine Schönheit! Die Lady Zay ist seit vielen harten Monaten mein Zuhause, durch Sturm und Sonne, und sie bringt uns immer dorthin, wo wir hinwollten!	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Yes, she's certainly one of the finest boats I've seen on my travels!	Ja, sie ist mit Sicherheit eines der schönsten Boote, die ich auf meinen Reisen gesehen habe!	dialogue	'Betty' B.Boppin	Player
That she is [lad/lass], that she is.	Das ist sie, [Bursche/Maid], das ist sie.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
So how's life as a pirate?	Und wie ist so das Leben als Pirat?	dialogue	'Betty' B.Boppin	Player
What kind of question is that? How's life as a... I dunno. Whatever it is that you do for a living.	Was ist das denn für eine Frage? Wie ist das Leben als... keine Ahnung. Was auch immer du beruflich machst.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
I'm a freelance troubleshooter.	Ich bin ein freiberuflicher Problemlöser.	dialogue	'Betty' B.Boppin	Player
What does that entail then?	Und was bedeutet das genau?	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Mostly killing things for money and delivering items around the planet for people.	Hauptsächlich Dinge für Geld töten und für Leute Gegenstände über den ganzen Planeten ausliefern.	dialogue	'Betty' B.Boppin	Player
So how's that life?	Und wie ist so dieses Leben?	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Can't complain, can't complain...	Kann mich nicht beklagen, kann mich nicht beklagen...	dialogue	'Betty' B.Boppin	Player
Well, there you go.	Na, da hast du's.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Aren't you a little short for a pirate?	Bist du nicht ein bisschen klein für einen Piraten?	dialogue	'Betty' B.Boppin	Player
My mother was a gnome. Apparently it was a very painful birth.	Meine Mutter war ein Gnom. Anscheinend war es eine sehr schmerzhafte Geburt.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
More info than I wanted, thanks!	Mehr Infos, als ich wollte, danke!	dialogue	'Betty' B.Boppin	Player
ARGH! SOUND THE ALARM! STOWAWAY ON BOARD! STOWAWAY ON BOARD!	ARGH! ALARM SCHLAGEN! BLINDER PASSAGIER AN BORD! BLINDER PASSAGIER AN BORD!	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
No! I'm not a stowaway! Honest! I was invited here!	Nein! Ich bin kein blinder Passagier! Ehrlich! Ich wurde hierher eingeladen!	dialogue	'Betty' B.Boppin	Player
Oh, sorry, my mistake then.	Oh, tut mir leid, dann war das mein Fehler.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Why, what do they usually look like?	Wieso, wie sehen die denn normalerweise aus?	dialogue	'Betty' B.Boppin	Player
Erm... I've never actually met one...	Ähm... ich habe eigentlich noch nie einen getroffen...	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Okay then...	Na gut dann...	dialogue	'Betty' B.Boppin	Player
Hello to you too.	Auch dir hallo.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Yar! We be pirates, yar! Avast, ye scurvy land-lubbing lychee!	Yar! Wir sind Piraten, yar! Halt ein, du skorbütige Landratte von einer Litschi!	dialogue	'Betty' B.Boppin	Player
Please don't talk like that, it is extremely irritating.	Bitte rede nicht so, das ist extrem nervig.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Also, please don't call me a lychee, whatever that may be.	Und bitte nenn mich nicht Litschi, was auch immer das sein mag.	dialogue	'Betty' B.Boppin	'Betty' B.Boppin
Oh. Okay. Sorry.	Oh. Okay. Tut mir leid.	dialogue	'Betty' B.Boppin	Player
I feel a little sea-sick from this travelling.	Ich fühle mich von der ganzen Reiserei ein bisschen seekrank.	dialogue	'Birds-Eye' Jack	Player
Well there's a good remedy for that.	Nun, dagegen gibt es ein gutes Mittel.	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
There is?	Ach ja?	dialogue	'Birds-Eye' Jack	Player
Yes.	Ja.	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
What?	Was denn?	dialogue	'Birds-Eye' Jack	Player
Swim.	Schwimmen.	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
Oh HA HA. Thanks for the help!	Oh, HA HA. Danke für die Hilfe!	dialogue	'Birds-Eye' Jack	Player
My pleasure.	Gern geschehen.	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I was being sarcastic.	Das war sarkastisch gemeint.	dialogue	'Birds-Eye' Jack	Player
I know. So was I.	Ich weiß. Ich auch.	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to access my bank account, please.	Ich möchte bitte auf mein Bankkonto zugreifen.	dialogue	'Birds-Eye' Jack	Player
I'd like to collect items.	Ich möchte Gegenstände abholen.	dialogue	'Birds-Eye' Jack	Player
I'd like to check my PIN settings.	Ich möchte meine PIN-Einstellungen überprüfen.	dialogue	'Birds-Eye' Jack	Player
What is this place?	Was ist das hier für ein Ort?	dialogue	'Birds-Eye' Jack	Player
This is a branch of the Bank of Gielinor. We have branches in many towns.	Dies ist eine Filiale der Bank von Gielinor. Wir haben Filialen in vielen Städten.	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
And what do you do?	Und was macht ihr so?	dialogue	'Birds-Eye' Jack	Player
We will look after your items and money for you. Leave your valuables with us if you want to keep them safe.	Wir verwahren deine Gegenstände und dein Geld für dich. Lass deine Wertsachen bei uns, wenn du sie sicher aufbewahren willst.	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Hi.	Hi.	dialogue	'Birds-Eye' Jack	Player
How's Cyrisus? Where is he?	Wie geht es Cyrisus? Wo ist er?	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
He's fine now. Back to full health.	Ihm geht es jetzt gut. Wieder bei voller Gesundheit.	dialogue	'Birds-Eye' Jack	Player
Good, I'm pleased.	Gut, das freut mich.	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
No problem.	Kein Problem.	dialogue	'Birds-Eye' Jack	Player
Don't think that this means I like you now!	Glaub aber nicht, dass das heißt, dass ich dich jetzt mag!	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Look at my face.	Schau mir ins Gesicht.	dialogue	'Birds-Eye' Jack	Player
Yes? What about it.	Ja? Was ist damit.	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Does it look like I care?	Sieht es so aus, als ob mich das kümmert?	dialogue	'Birds-Eye' Jack	Player
Not really.	Nicht wirklich.	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Well, there you go.	Na, da hast du's.	dialogue	'Birds-Eye' Jack	Player
Using the bank	Die Bank benutzen	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to access my bank account, please.	Ich möchte bitte auf mein Bankkonto zugreifen.	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to collect items.	Ich möchte Gegenstände abholen.	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to check my PIN settings.	Ich möchte meine PIN-Einstellungen überprüfen.	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
What is this place?	Was ist das hier für ein Ort?	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
Cyrisus in the mine	Cyrisus in der Mine	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
What's going on?	Was ist hier los?	dialogue	'Black-eye'	Player
Ah, we be building this 'ere tower. Lookin' good ain't it?	Ah, wir bauen hier diesen Turm. Sieht gut aus, was?	dialogue	'Black-eye'	'Black-eye'
It does look pretty impressive, but what are you doing hanging around?	Er sieht wirklich beeindruckend aus, aber was lungerst du hier so rum?	dialogue	'Black-eye'	Player
Tea break, naturally.	Teepause, natürlich.	dialogue	'Black-eye'	'Black-eye'
Naturally. Not sure why I asked.	Natürlich. Weiß auch nicht, warum ich gefragt habe.	dialogue	'Black-eye'	Player
Fancy some?	Lust auf etwas?	dialogue	'Black-eye'	'Black-eye'
Tea? Sure.	Tee? Klar.	dialogue	'Black-eye'	Player
You'll find a kettle in the box to the-	In der Kiste da drüben findest du einen Kessel-	dialogue	'Black-eye'	'Black-eye'
Erm...yeah...no...sorry...gotta go.	Ähm...ja...nein...sorry...muss los.	dialogue	'Black-eye'	Player
Say, that's a nice helmet.	Sag mal, das ist ein schöner Helm.	dialogue	'Black-eye'	Player
Why, thanks.	Na, danke.	dialogue	'Black-eye'	'Black-eye'
I was just wondering if you might be able to help me out with one?	Ich habe mich nur gefragt, ob du mir vielleicht zu so einem verhelfen könntest?	dialogue	'Black-eye'	Player
Always glad to help a budding builder. But first, prove your Construction knowledge by answering some questions.	Helfe einem angehenden Baumeister immer gern. Aber zuerst beweise dein Wissen über Konstruktion, indem du ein paar Fragen beantwortest.	dialogue	'Black-eye'	'Black-eye'
How many nails does it take to make a rocking chair?	Wie viele Nägel braucht man, um einen Schaukelstuhl zu bauen?	dialogue	'Black-eye'	'Black-eye'
One?	Einen?	dialogue	'Black-eye'	Player
One? How do you suppose you'd use a single nail?	Einen? Wie stellst du dir vor, mit einem einzigen Nagel zu arbeiten?	dialogue	'Black-eye'	'Black-eye'
Five?	Fünf?	dialogue	'Black-eye'	Player
Nope. Keep guessing!	Nö. Rate weiter!	dialogue	'Black-eye'	'Black-eye'
Three?	Drei?	dialogue	'Black-eye'	Player
Bingo! Okay, now what takes 3 planks, 3 cloths and 3 nails to make, and helps remove light from a room?	Bingo! Okay, wofür braucht man 3 Bretter, 3 Stoffe und 3 Nägel, und was hilft, das Licht aus einem Raum auszusperren?	dialogue	'Black-eye'	'Black-eye'
Torn curtains?	Zerrissene Vorhänge?	dialogue	'Black-eye'	Player
Nice one. Last question: I like fish and I want to put some in my garden, but I need a special water feature. What materials would I require?	Gut gemacht. Letzte Frage: Ich mag Fische und möchte welche in meinem Garten halten, aber ich brauche ein besonderes Wasserspiel. Welche Materialien brauche ich dafür?	dialogue	'Black-eye'	'Black-eye'
8 clay pieces and 3 limestone bricks?	8 Lehmstücke und 3 Kalksteinziegel?	dialogue	'Black-eye'	Player
Oh, and you were so close!	Oh, und du warst so nah dran!	dialogue	'Black-eye'	'Black-eye'
10 clay pieces?	10 Lehmstücke?	dialogue	'Black-eye'	Player
That's it! You seem to know your stuff. I got a spare helmet from a builder that died on... I mean, err, had to leave the job for greener pastures.	Genau! Du scheinst dich auszukennen. Ich habe einen Ersatzhelm von einem Bauarbeiter, der bei... ich meine, äh, der den Job verlassen musste, um sich anderswo niederzulassen.	dialogue	'Black-eye'	'Black-eye'
Greener pastures?	Sich anderswo niederlassen?	dialogue	'Black-eye'	Player
Fair enough.	Na gut.	dialogue	'Black-eye'	Player
Wait a minute! Is there blood on this helmet?	Moment mal! Ist das Blut auf diesem Helm?	dialogue	'Black-eye'	Player
Erm, no, that's just, erm, paint. Yes, paint! That's what it is!	Ähm, nein, das ist nur, ähm, Farbe. Ja, Farbe! Das ist es!	dialogue	'Black-eye'	'Black-eye'
Oh, okay. Thanks. Bye.	Oh, okay. Danke. Tschüss.	dialogue	'Black-eye'	Player
Ha, gullible fool.	Ha, leichtgläubiger Narr.	dialogue	'Black-eye'	'Black-eye'
What?	Was?	dialogue	'Black-eye'	Player
Nothing.	Nichts.	dialogue	'Black-eye'	'Black-eye'
10 limestone bricks?	10 Kalksteinziegel?	dialogue	'Black-eye'	Player
Guess again.	Rate nochmal.	dialogue	'Black-eye'	'Black-eye'
A brown rug?	Ein brauner Teppich?	dialogue	'Black-eye'	Player
Of course, because that's what everyone needs - a rug up at their window.	Natürlich, denn das braucht ja jeder - einen Teppich vor seinem Fenster.	dialogue	'Black-eye'	'Black-eye'
Opulent curtains?	Opulente Vorhänge?	dialogue	'Black-eye'	Player
Those curtains are not going to be in any way opulent, matey.	Diese Vorhänge werden in keiner Weise opulent sein, Kumpel.	dialogue	'Black-eye'	'Black-eye'
Thank you - just as nice as the one in your bank!	Danke - genauso schön wie der in deiner Bank!	dialogue	'Black-eye'	'Black-eye'
Yes - just as nice as the one you're carrying I'd say.	Ja - genauso schön wie der, den du bei dir trägst, würde ich sagen.	dialogue	'Black-eye'	'Black-eye'
One	Einen	dialogue	'Black-eye'	'Black-eye'
Five	Fünf	dialogue	'Black-eye'	'Black-eye'
Three	Drei	dialogue	'Black-eye'	'Black-eye'
Torn curtains	Zerrissene Vorhänge	dialogue	'Black-eye'	'Black-eye'
8 clay pieces and 3 limestone bricks	8 Lehmstücke und 3 Kalksteinziegel	dialogue	'Black-eye'	'Black-eye'
10 clay pieces	10 Lehmstücke	dialogue	'Black-eye'	'Black-eye'
10 limestone bricks	10 Kalksteinziegel	dialogue	'Black-eye'	'Black-eye'
A brown rug	Ein brauner Teppich	dialogue	'Black-eye'	'Black-eye'
