english	translation	category	sub_category	source
2 doses of restore potion.	2 Dosen Wiederherstellungstrank.	examine	item	Restore potion(2)
1 dose of restore potion.	1 Dosis Wiederherstellungstrank.	examine	item	Restore potion(1)
3 doses of Defence potion.	3 Dosen Verteidigungstrank.	examine	item	Defence potion(3)
2 doses of Defence potion.	2 Dosen Verteidigungstrank.	examine	item	Defence potion(2)
1 dose of Defence potion.	1 Dosis Verteidigungstrank.	examine	item	Defence potion(1)
3 doses of Prayer restore potion.	3 Dosen Gebets-Wiederherstellungstrank.	examine	item	Prayer potion(3)
2 doses of Prayer restore potion.	2 Dosen Gebets-Wiederherstellungstrank.	examine	item	Prayer potion(2)
1 dose of Prayer restore potion.	1 Dosis Gebets-Wiederherstellungstrank.	examine	item	Prayer potion(1)
3 doses of super Attack potion.	3 Dosen Superangriffstrank.	examine	item	Super attack(3)
2 doses of super Attack potion.	2 Dosen Superangriffstrank.	examine	item	Super attack(2)
1 dose of super Attack potion.	1 Dosis Superangriffstrank.	examine	item	Super attack(1)
3 doses of Fishing potion.	3 Dosen Angeltrank.	examine	item	Fishing potion(3)
2 doses of Fishing potion.	2 Dosen Angeltrank.	examine	item	Fishing potion(2)
1 dose of Fishing potion.	1 Dosis Angeltrank.	examine	item	Fishing potion(1)
3 doses of super Strength potion.	3 Dosen Superstärketrank.	examine	item	Super strength(3)
2 doses of super Strength potion.	2 Dosen Superstärketrank.	examine	item	Super strength(2)
1 dose of super Strength potion.	1 Dosis Superstärketrank.	examine	item	Super strength(1)
3 doses of super Defence potion.	3 Dosen Superverteidigungstrank.	examine	item	Super defence(3)
2 doses of super Defence potion.	2 Dosen Superverteidigungstrank.	examine	item	Super defence(2)
1 dose of super Defence potion.	1 Dosis Superverteidigungstrank.	examine	item	Super defence(1)
3 doses of ranging potion.	3 Dosen Fernkampftrank.	examine	item	Ranging potion(3)
2 doses of ranging potion.	2 Dosen Fernkampftrank.	examine	item	Ranging potion(2)
1 dose of ranging potion.	1 Dosis Fernkampftrank.	examine	item	Ranging potion(1)
3 doses of antipoison potion.	3 Dosen Gegengifttrank.	examine	item	Antipoison(3)
2 doses of antipoison potion.	2 Dosen Gegengifttrank.	examine	item	Antipoison(2)
1 dose of antipoison potion.	1 Dosis Gegengifttrank.	examine	item	Antipoison(1)
3 doses of super antipoison potion.	3 Dosen Supergegengifttrank.	examine	item	Superantipoison(3)
2 doses of super antipoison potion.	2 Dosen Supergegengifttrank.	examine	item	Superantipoison(2)
1 dose of super antipoison potion.	1 Dosis Supergegengifttrank.	examine	item	Superantipoison(1)
For use on daggers and projectiles.	Zur Verwendung auf Dolchen und Geschossen.	examine	item	Weapon poison
3 doses of Zamorak brew.	3 Dosen Zamorak-Gebräu.	examine	item	Zamorak brew(3)
2 doses of Zamorak brew.	2 Dosen Zamorak-Gebräu.	examine	item	Zamorak brew(2)
1 dose of Zamorak brew.	1 Dosis Zamorak-Gebräu.	examine	item	Zamorak brew(1)
This is meant to be good for spots.	Das soll angeblich gut gegen Pickel sein.	examine	item	Potion
A cup of a strange brew...	Ein Becher mit einem seltsamen Gebräu ...	examine	item	Poison chalice
It needs cleaning.	Es muss gereinigt werden.	examine	item	Grimy guam leaf
It seems to be looking at me.	Es scheint mich anzusehen.	examine	item	Eye of newt
Ewww!	Igitt!	examine	item	Red spiders' eggs
The root of a limpwurt plant.	Die Wurzel einer Schlaffwurz-Pflanze.	examine	item	Limpwurt root
A glass vial containing water.	Ein Glasfläschchen mit Wasser.	examine	item	Vial of water
An empty glass vial.	Ein leeres Glasfläschchen.	examine	item	Vial
Strange spiky grass.	Seltsames, stacheliges Gras.	examine	item	Snape grass
I can grind things for potions in this.	Damit kann ich Dinge für Tränke zermahlen.	examine	item	Pestle and mortar
Finely ground horn of Unicorn.	Fein gemahlenes Einhornhorn.	examine	item	Unicorn horn dust
This horn has restorative properties.	Dieses Horn hat heilende Eigenschaften.	examine	item	Unicorn horn
Sour berries, used in potions.	Saure Beeren, die in Tränken verwendet werden.	examine	item	White berries
Finely ground scale of Dragon.	Fein gemahlene Drachenschuppe.	examine	item	Dragon scale dust
A large shiny scale.	Eine große, glänzende Schuppe.	examine	item	Blue dragon scale
An evil wine for an evil god.	Ein böser Wein für einen bösen Gott.	examine	item	Wine of zamorak
They don't look very ripe.	Sie sehen nicht sehr reif aus.	examine	item	Jangerberries
A bitter green herb.	Ein bitteres grünes Kraut.	examine	item	Guam leaf
A herb used in poison cures.	Ein Kraut, das für Gegengifte verwendet wird.	examine	item	Marrentill
A useful herb.	Ein nützliches Kraut.	examine	item	Tarromin
A powerful herb.	Ein wirkungsvolles Kraut.	examine	item	Kwuarm
It looks like part of a machine.	Es sieht aus wie ein Teil einer Maschine.	examine	item	Pressure gauge
Keeps your pet fish strong and healthy.	Hält deinen Zierfisch kräftig und gesund.	examine	item	Fish food
This stuff looks nasty.	Dieses Zeug sieht widerlich aus.	examine	item	Poison
Doesn't seem very nice to the poor fishes.	Scheint nicht sehr nett zu den armen Fischen zu sein.	examine	item	Poisoned fish food
A slightly smelly key (Used in the Ernest the Chicken quest).	Ein leicht stinkender Schlüssel (Wird in der Quest Ernest the Chicken verwendet).	examine	item	Key
It's slightly charred.	Es ist leicht angekohlt.	examine	item	Rubber tube
It's pretty full.	Sie ist ziemlich voll.	examine	item	Oil can
A sharp cattleprod.	Ein spitzer Viehtreiber.	examine	item	Cattleprod
Councillor Halgrive gave me this to kill some sheep.	Ratsherr Halgrive hat mir das gegeben, um ein paar Schafe zu töten.	examine	item	Sheep feed
The suspicious-looking remains of a suspicious-looking sheep.	Die verdächtig aussehenden Überreste eines verdächtig aussehenden Schafs.	examine	item	Sheep bones (1)
This should protect me from the plague, I hope!	Das sollte mich hoffentlich vor der Pest schützen!	examine	item	Plague jacket
These should protect me from the plague, I hope!	Die sollten mich hoffentlich vor der Pest schützen!	examine	item	Plague trousers
Some orange armour designed to fit goblins.	Eine orangefarbene Rüstung, die für Goblins gemacht ist.	examine	item	Orange goblin mail
Some blue armour designed to fit goblins.	Eine blaue Rüstung, die für Goblins gemacht ist.	examine	item	Blue goblin mail
Some brown armour designed to fit goblins.	Eine braune Rüstung, die für Goblins gemacht ist.	examine	item	Goblin mail
This contains some vital research.	Dies enthält einige wichtige Forschungsergebnisse.	examine	item	Research package
They seem to be written in some kind of code.	Sie scheinen in einer Art Geheimcode geschrieben zu sein.	examine	item	Research notes
A book on elven history in northern Gielinor.	Ein Buch über die Geschichte der Elfen im Norden Gielinors.	examine	item	Book on baxtorian
I found this in a cave beneath the Tree Gnome Village (used in the Waterfall Quest).	Ich habe das in einer Höhle unter dem Tree Gnome Village gefunden (wird in der Waterfall Quest verwendet).	examine	item	Key
A small pebble with elven inscription.	Ein kleiner Kieselstein mit einer elfischen Inschrift.	examine	item	Glarial's pebble
A bright green gem set in a necklace.	Ein leuchtend grüner Edelstein, eingefasst in einer Halskette.	examine	item	Glarial's amulet
An urn containing Glarial's ashes.	Eine Urne mit Glarials Asche.	examine	item	Glarial's urn
An empty urn made for Glarial's ashes.	Eine leere Urne, die für Glarials Asche gemacht wurde.	examine	item	Glarial's urn (empty)
I found this within Baxtorian Falls (used in the Waterfall Quest).	Ich habe das in den Baxtorian Falls gefunden (wird in der Waterfall Quest verwendet).	examine	item	Key
Magical seeds in a mithril case.	Magische Samen in einer Mithril-Schatulle.	examine	item	Mithril seeds
A bit of rat.	Ein Stück Ratte.	examine	item	Rat's tail
Useful for catching lobsters.	Nützlich, um Hummer zu fangen.	examine	item	Lobster pot
Useful for catching small fish.	Nützlich, um kleine Fische zu fangen.	examine	item	Small fishing net
Useful for catching lots of fish.	Nützlich, um viele Fische zu fangen.	examine	item	Big fishing net
Useful for catching sardine or herring.	Nützlich, um Sardinen oder Heringe zu fangen.	examine	item	Fishing rod
Useful for catching salmon or trout.	Nützlich, um Lachse oder Forellen zu fangen.	examine	item	Fly fishing rod
Useful for catching really big fish.	Nützlich, um wirklich große Fische zu fangen.	examine	item	Harpoon
For use with a fishing rod.	Zur Verwendung mit einer Angelrute.	examine	item	Fishing bait
Used for fly fishing.	Wird zum Fliegenfischen verwendet.	examine	item	Feather
Some nicely cooked shrimp.	Ein paar schön gekochte Garnelen.	examine	item	Shrimps
I should try cooking this.	Ich sollte versuchen, das zu kochen.	examine	item	Raw shrimps
Some nicely cooked anchovies.	Ein paar schön gekochte Sardellen.	examine	item	Anchovies
Oops!	Hoppla!	examine	item	Burnt fish
Some nicely cooked sardines.	Ein paar schön gekochte Sardinen.	examine	item	Sardine
Some nicely cooked salmon.	Ein schön gekochter Lachs.	examine	item	Salmon
Some nicely cooked trout.	Eine schön gekochte Forelle.	examine	item	Trout
Some nicely cooked giant carp.	Ein schön gekochter Riesenkarpfen.	examine	item	Giant carp
Some nicely cooked cod.	Ein schön gekochter Kabeljau.	examine	item	Cod
Some nicely cooked herring.	Ein schön gekochter Hering.	examine	item	Herring
Some nicely cooked pike.	Ein schön gekochter Hecht.	examine	item	Pike
Some nicely cooked mackerel.	Eine schön gekochte Makrele.	examine	item	Mackerel
Wow, this is a big fish.	Wow, das ist ein großer Fisch.	examine	item	Tuna
I'd better be careful eating this!	Damit sollte ich beim Essen besser vorsichtig sein!	examine	item	Swordfish
This looks tricky to eat.	Der sieht knifflig zu essen aus.	examine	item	Lobster
I'd better be careful eating this.	Damit sollte ich beim Essen besser vorsichtig sein.	examine	item	Shark
A rare catch.	Ein seltener Fang.	examine	item	Raw manta ray
Tasty!	Lecker!	examine	item	Sea turtle
Slightly damp seaweed.	Leicht feuchter Seetang.	examine	item	Seaweed
I hope there's treasure in it.	Ich hoffe, es ist ein Schatz darin.	examine	item	Casket
Maybe there are pearls inside?	Vielleicht sind Perlen darin?	examine	item	Oyster
Aww, it's empty.	Ach, sie ist leer.	examine	item	Empty oyster
I could work wonders with a chisel on this pearl.	Mit einem Meißel könnte ich an dieser Perle Wunder wirken.	examine	item	Oyster pearl
I could work wonders with a chisel on these pearls.	Mit einem Meißel könnte ich an diesen Perlen Wunder wirken.	examine	item	Oyster pearls
An expensive colourless liquid.	Eine teure farblose Flüssigkeit.	examine	item	Ethenea
This isn't worth much.	Das ist nicht viel wert.	examine	item	Liquid honey
It's highly poisonous.	Es ist hochgiftig.	examine	item	Sulphuric broline
Probably best I don't keep this too long.	Wahrscheinlich behalte ich das besser nicht zu lange.	examine	item	Plague sample
A special kind of paper.	Eine besondere Art von Papier.	examine	item	Touch paper
Apparently it distills.	Offenbar destilliert es.	examine	item	Distillator
Yup. It's an amulet.	Jep. Es ist ein Amulett.	examine	item	Lathas' amulet
Birds love this stuff!	Vögel lieben dieses Zeug!	examine	item	Bird feed
Opens things (Used in the Biohazard quest).	Öffnet Dinge (Wird in der Quest Biohazard verwendet).	examine	item	Key
It's full of pigeons.	Er ist voller Tauben.	examine	item	Pigeon cage
It's empty...	Er ist leer ...	examine	item	Pigeon cage
Top half of a priest suit.	Obere Hälfte eines Priestergewands.	examine	item	Priest gown
Bottom half of a priest suit.	Untere Hälfte eines Priestergewands.	examine	item	Priest gown
Medical looking.	Sieht medizinisch aus.	examine	item	Medical gown
A very strong spirit brewed on Karamja.	Ein sehr starker Schnaps, gebrannt auf Karamja.	examine	item	Karamjan rum
A key to One-Eyed Hector's chest (Used in the Pirate's Treasure quest).	Ein Schlüssel zu One-Eyed Hectors Truhe (Wird in der Quest Pirate's Treasure verwendet).	examine	item	Chest key
Pirates don't have the best handwriting...	Piraten haben nicht gerade die beste Handschrift ...	examine	item	Pirate message
Some hard dry clay.	Etwas harter, trockener Ton.	examine	item	Clay
This needs refining.	Das muss verhüttet werden.	examine	item	Copper ore
Hmm a non-renewable energy source!	Hmm, eine nicht erneuerbare Energiequelle!	examine	item	Coal
The official Alfred Grimhand bar crawl card.	Die offizielle Kneipentour-Karte von Alfred Grimhand.	examine	item	Barcrawl card
It's empty!	Er ist leer!	examine	item	Scorpion cage
There is 1 scorpion inside.	Darin ist 1 Skorpion.	examine	item	Scorpion cage
There are 2 scorpions inside.	Darin sind 2 Skorpione.	examine	item	Scorpion cage
There are 3 scorpions inside.	Darin sind 3 Skorpione.	examine	item	Scorpion cage
I wonder what this tastes like?	Ich frage mich, wie das wohl schmeckt?	examine	item	Strange fruit
Useless without the head.	Ohne den Kopf nutzlos.	examine	item	Pickaxe handle
Nurmof can fix this for me.	Nurmof kann mir das reparieren.	examine	item	Broken pickaxe
It's missing a handle.	Ihm fehlt ein Stiel.	examine	item	Bronze pick head
Bob can fix this for me.	Bob kann mir das reparieren.	examine	item	Broken axe
I don't fancy eating this now.	Ich habe jetzt keine Lust, das zu essen.	examine	item	Enchanted beef
Bones are for burying!	Knochen sind zum Vergraben da!	examine	item	Bones
Ew it's a pile of bones.	Igitt, es ist ein Haufen Knochen.	examine	item	Bat bones
These would feed a dog for months!	Damit könnte man einen Hund monatelang füttern!	examine	item	Dragon bones
Keeps a druid's knees nice and warm.	Hält die Knie eines Druiden schön warm.	examine	item	Druid's robe
I feel closer to the gods when I am wearing this.	Wenn ich das trage, fühle ich mich den Göttern näher.	examine	item	Druid's robe top
Keeps a monk's knees nice and warm.	Hält die Knie eines Mönchs schön warm.	examine	item	Monk's robe
If a shade had knees, this would keep them nice and warm.	Hätte ein Schemen Knie, würde dies sie schön warm halten.	examine	item	Shade robe
Issued to all new citizens of Gielinor.	Wird an alle neuen Bürger Gielinors ausgegeben.	examine	item	Newcomer map
It lets me talk to ghosts.	Es lässt mich mit Geistern sprechen.	examine	item	Ghostspeak amulet
Ooooh spooky!	Ohhh, gruselig!	examine	item	Ghost's skull
One of the 4 basic elemental Runes.	Eine der 4 grundlegenden Elementarrunen.	examine	item	Fire rune
Used for basic level missile spells.	Wird für Geschosszauber der Grundstufe verwendet.	examine	item	Mind rune
Used for curse spells.	Wird für Fluchzauber verwendet.	examine	item	Body rune
Used for medium level missile spells.	Wird für Geschosszauber der mittleren Stufe verwendet.	examine	item	Death rune
Used for alchemy spells.	Wird für Alchemiezauber verwendet.	examine	item	Nature rune
Used for low level missile spells.	Wird für Geschosszauber der niedrigen Stufe verwendet.	examine	item	Chaos rune
Used for teleport spells.	Wird für Teleportzauber verwendet.	examine	item	Law rune
Used for enchant spells.	Wird für Verzauberungszauber verwendet.	examine	item	Cosmic rune
Used for high level missile spells.	Wird für Geschosszauber der hohen Stufe verwendet.	examine	item	Blood rune
Used for high level curse spells.	Wird für Fluchzauber der hohen Stufe verwendet.	examine	item	Soul rune
I'd prefer it if it was powered.	Mir wäre es lieber, wenn er aufgeladen wäre.	examine	item	Unpowered orb
A magic glowing orb.	Eine magisch leuchtende Kugel.	examine	item	Fire orb
I can do magic better in this.	Darin kann ich besser zaubern.	examine	item	Blue wizard robe
A silly pointed hat.	Ein alberner spitzer Hut.	examine	item	Blue wizard hat
It's a bailing bucket.	Es ist ein Schöpfeimer.	examine	item	Bailing bucket
It's a bailing bucket full of salty water.	Es ist ein Schöpfeimer voller Salzwasser.	examine	item	Bailing bucket
A strange glowing green orb.	Eine seltsame leuchtend grüne Kugel.	examine	item	Orb of protection
Two strange glowing green orbs.	Zwei seltsame leuchtend grüne Kugeln.	examine	item	Orbs of protection
It's an amulet of protection given to me by the gnomes.	Es ist ein Schutzamulett, das mir die Gnome gegeben haben.	examine	item	Gnome amulet
Useful for lighting a fire.	Nützlich, um ein Feuer zu entzünden.	examine	item	Tinderbox
A heap of ashes.	Ein Haufen Asche.	examine	item	Ashes
A lit home-made torch.	Eine angezündete selbstgemachte Fackel.	examine	item	Lit torch
An unlit home-made torch.	Eine unangezündete selbstgemachte Fackel.	examine	item	Unlit torch
Arrows with bronze heads wrapped in oily cloth.	Pfeile mit Bronzespitzen, umwickelt mit öligem Tuch.	examine	item	Bronze fire arrow
A book on the history of astronomy.	Ein Buch über die Geschichte der Astronomie.	examine	item	Astronomy book
A small key for a large door (Allows access to the goblin kitchen in the Observatory Dungeon).	Ein kleiner Schlüssel für eine große Tür (Ermöglicht den Zugang zur Goblinküche im Observatory Dungeon).	examine	item	Goblin kitchen key
An unusual mould in the shape of a disc.	Eine ungewöhnliche Gussform in der Form einer Scheibe.	examine	item	Lens mould
A perfectly circular disc of glass.	Eine perfekt runde Glasscheibe.	examine	item	Observatory lens
A slender bone shard given to you by Zadimus.	Ein schmaler Knochensplitter, den dir Zadimus gegeben hat.	examine	item	Bone shard
A bone key fashioned from a shard of bone (Provides access to Rashiliyia's Tomb).	Ein Knochenschlüssel, gefertigt aus einem Knochensplitter (Ermöglicht den Zugang zu Rashiliyia's Tomb).	examine	item	Bone key
A stone plaque with carved letters in it.	Eine Steintafel mit eingeritzten Buchstaben.	examine	item	Stone-plaque
An ancient tattered scroll.	Eine uralte zerfledderte Schriftrolle.	examine	item	Tattered scroll
An ancient crumpled scroll.	Eine uralte zerknitterte Schriftrolle.	examine	item	Crumpled scroll
The remains of the Zombie Queen.	Die Überreste der Zombiekönigin.	examine	item	Rashiliyia corpse
The remains of Zadimus.	Die Überreste von Zadimus.	examine	item	Zadimus corpse
A magical crystal sphere.	Eine magische Kristallkugel.	examine	item	Locating crystal
A curious looking neck ornament.	Ein seltsam aussehender Halsschmuck.	examine	item	Beads of the dead
Lovely money!	Herrliches Geld!	examine	item	Coins
Beads carved out of a bone.	Perlen, geschnitzt aus einem Knochen.	examine	item	Bone beads
Allows you to rest in the luxurious Paramayer Inn.	Ermöglicht dir, im luxuriösen Paramayer Inn zu rasten.	examine	item	Paramaya ticket
Allows you passage on the 'Lady of the waves' ship.	Ermöglicht dir die Überfahrt auf dem Schiff 'Lady of the waves'.	examine	item	Ship ticket
An ivory sword pommel.	Ein Schwertknauf aus Elfenbein.	examine	item	Sword pommel
Notes taken from the tomb of Bervirius.	Aufzeichnungen aus dem Grab von Bervirius.	examine	item	Bervirius notes
A decorated belt used to trade information between distant villages.	Ein verzierter Gürtel, der zum Austausch von Informationen zwischen weit entfernten Dörfern dient.	examine	item	Wampum belt
They're soft, silky and pink.	Sie sind weich, seidig und rosa.	examine	item	Pink boots
They're soft, silky and green.	Sie sind weich, seidig und grün.	examine	item	Green boots
They're soft, silky and blue.	Sie sind weich, seidig und blau.	examine	item	Blue boots
They're soft, silky and cream.	Sie sind weich, seidig und cremefarben.	examine	item	Cream boots
They're soft, silky and turquoise.	Sie sind weich, seidig und türkis.	examine	item	Turquoise boots
The ultimate in gnome design, now in pink!	Das Nonplusultra des Gnomendesigns, jetzt in Rosa!	examine	item	Pink robe top
The ultimate in gnome design, now in green!	Das Nonplusultra des Gnomendesigns, jetzt in Grün!	examine	item	Green robe top
The ultimate in gnome design, now in blue!	Das Nonplusultra des Gnomendesigns, jetzt in Blau!	examine	item	Blue robe top
The ultimate in gnome design, now in cream!	Das Nonplusultra des Gnomendesigns, jetzt in Cremefarben!	examine	item	Cream robe top
The ultimate in gnome design, now in turquoise!	Das Nonplusultra des Gnomendesigns, jetzt in Türkis!	examine	item	Turquoise robe top
Made by Tree Gnomes with a thing for pink.	Hergestellt von Baumgnomen mit einer Vorliebe für Rosa.	examine	item	Pink robe bottoms
Made by Tree Gnomes with a thing for green.	Hergestellt von Baumgnomen mit einer Vorliebe für Grün.	examine	item	Green robe bottoms
Made by Tree Gnomes with a thing for blue.	Hergestellt von Baumgnomen mit einer Vorliebe für Blau.	examine	item	Blue robe bottoms
Made by Tree Gnomes with a thing for cream.	Hergestellt von Baumgnomen mit einer Vorliebe für Cremefarben.	examine	item	Cream robe bottoms
