english	translation	category	sub_category	source
Crazy dance	Verrückter Tanz	manual	emote	
Premier Shield	Premier-Schild	manual	emote	
Explore	Erkunden	manual	emote	
Relic unlock	Relikt-Freischaltung	manual	emote	
Party	Party	manual	emote	
Trick	Trick	manual	emote	
Fortis Salute	Fortis-Gruß	manual	emote	
Crab dance	Krabbentanz	manual	emote	
Sit down	Hinsetzen	manual	emote	
Bald	Glatze	manual	hair_beard	
Dreadlocks	Dreadlocks	manual	hair_beard	
Long	Lang	manual	hair_beard	
Medium	Mittel	manual	hair_beard	
Tonsure	Tonsur	manual	hair_beard	
Short	Kurz	manual	hair_beard	
Cropped	Gestutzt	manual	hair_beard	
Wild spikes	Wilde Spikes	manual	hair_beard	
Spikes	Spikes	manual	hair_beard	
Mohawk	Irokese	manual	hair_beard	
Wind braids	Windzöpfe	manual	hair_beard	
Quiff	Tolle	manual	hair_beard	
Samurai	Samurai	manual	hair_beard	
Princely	Prinzenschnitt	manual	hair_beard	
Curtains	Mittelscheitel	manual	hair_beard	
Long curtains	Langer Mittelscheitel	manual	hair_beard	
Front split	Vorderscheitel	manual	hair_beard	
Tousled	Zerzaust	manual	hair_beard	
Side wedge	Seitlicher Keil	manual	hair_beard	
Front wedge	Vorderer Keil	manual	hair_beard	
Front spikes	Vordere Spikes	manual	hair_beard	
Frohawk	Frohawk	manual	hair_beard	
Rear skirt	Nackenfall	manual	hair_beard	
Queue	Zopf	manual	hair_beard	
Bun	Dutt	manual	hair_beard	
Pigtails	Zöpfchen	manual	hair_beard	
Earmuffs	Ohrenklappen	manual	hair_beard	
Side pony	Seitlicher Pferdeschwanz	manual	hair_beard	
Curls	Locken	manual	hair_beard	
Ponytail	Pferdeschwanz	manual	hair_beard	
Braids	Zöpfe	manual	hair_beard	
Bunches	Doppeldutt	manual	hair_beard	
Bob	Bob	manual	hair_beard	
Layered	Stufenschnitt	manual	hair_beard	
Straight	Glatt	manual	hair_beard	
Straight Braids	Glatte Zöpfe	manual	hair_beard	
Two-back	Zweigeteilt nach hinten	manual	hair_beard	
Mullet	Vokuhila	manual	hair_beard	
Undercut	Undercut	manual	hair_beard	
Low Bun	Tiefer Dutt	manual	hair_beard	
Messy Bun	Zerzauster Dutt	manual	hair_beard	
Pompadour	Pompadour	manual	hair_beard	
Afro	Afro	manual	hair_beard	
Short locs	Kurze Locs	manual	hair_beard	
Spiky Mohawk	Stachliger Irokese	manual	hair_beard	
Slicked Mohawk	Glatter Irokese	manual	hair_beard	
Long Quiff	Lange Tolle	manual	hair_beard	
Short Choppy	Kurz und stufig	manual	hair_beard	
Side Afro	Seitlicher Afro	manual	hair_beard	
Punk	Punk	manual	hair_beard	
Half-shaved	Halb rasiert	manual	hair_beard	
Fremennik	Fremennik	manual	hair_beard	
Elven	Elfisch	manual	hair_beard	
Medium Coils	Mittlere Korkenzieherlocken	manual	hair_beard	
High ponytail	Hoher Pferdeschwanz	manual	hair_beard	
Plaits	Zöpfe	manual	hair_beard	
High Bunches	Hoher Doppeldutt	manual	hair_beard	
Goatee	Spitzbart	manual	hair_beard	
Handlebar	Schnauzbart	manual	hair_beard	
Moustache	Schnurrbart	manual	hair_beard	
Pointy	Spitzbart	manual	hair_beard	
Split	Geteilter Bart	manual	hair_beard	
Mutton	Backenbart	manual	hair_beard	
Full Mutton	Voller Backenbart	manual	hair_beard	
Big Moustache	Großer Schnurrbart	manual	hair_beard	
Waxed Moustache	Gewachster Schnurrbart	manual	hair_beard	
Dali	Dali-Bart	manual	hair_beard	
Vizier	Wesir-Bart	manual	hair_beard	
Rimmington	Rimmington	manual	location	
Taverley	Taverley	manual	location	
Pollnivneach	Pollnivneach	manual	location	
Rellekka	Rellekka	manual	location	
Brimhaven	Brimhaven	manual	location	
Yanille	Yanille	manual	location	
Hosidius	Hosidius	manual	location	
Prifddinas	Prifddinas	manual	location	
Ardougne	Ardougne	manual	location	
Desert	Wüste	manual	location	
Falador	Falador	manual	location	
Fremennik	Fremennik	manual	location	
Kandarin	Kandarin	manual	location	
Karamja	Karamja	manual	location	
Lumbridge & Draynor	Lumbridge & Draynor	manual	location	
Morytania	Morytania	manual	location	
Varrock	Varrock	manual	location	
Western Provinces	Westliche Provinzen	manual	location	
Wilderness	Wildnis	manual	location	
Kourend & Kebos	Kourend & Kebos	manual	location	
Shayzien	Shayzien	manual	location	
Arceuus	Arceuus	manual	location	
Lovakengj	Lovakengj	manual	location	
Piscarilius	Piscarilius	manual	location	
Al Kharid	Al Kharid	manual	location	
Burgh de Rott	Burgh de Rott	manual	location	
Burthorpe	Burthorpe	manual	location	
Canifis	Canifis	manual	location	
Kharidian Desert	Kharidische Wüste	manual	location	
Dorgesh-Kaan	Dorgesh-Kaan	manual	location	
Draynor Village	Draynor Village	manual	location	
Entrana	Entrana	manual	location	
Feldip Hills	Feldip Hills	manual	location	
Gnome Stronghold	Gnomenfeste	manual	location	
Goblin Village	Goblin-Dorf	manual	location	
Isafdar	Isafdar	manual	location	
Kebos Lowlands	Kebos-Tiefland	manual	location	
Keldagrim	Keldagrim	manual	location	
Kingstown	Kingstown	manual	location	
Lletya	Lletya	manual	location	
Lumbridge	Lumbridge	manual	location	
Lunar Isle	Lunar Isle	manual	location	
Meiyerditch	Meiyerditch	manual	location	
Miscellania	Miscellania	manual	location	
Mort'ton	Mort'ton	manual	location	
Mos Le'Harmless	Mos Le'Harmless	manual	location	
Nardah	Nardah	manual	location	
Port Phasmatys	Port Phasmatys	manual	location	
Port Piscarilius	Port Piscarilius	manual	location	
Piscatoris	Piscatoris	manual	location	
Port Sarim	Port Sarim	manual	location	
Seers' Village	Dorf der Seher	manual	location	
Shilo Village	Shilo-Dorf	manual	location	
Silvarea	Silvarea	manual	location	
Slepe	Slepe	manual	location	
Sophanem	Sophanem	manual	location	
Tai Bwo Wannai	Tai Bwo Wannai	manual	location	
Tree Gnome Village	Baumgnomendorf	manual	location	
Troll Stronghold	Troll-Festung	manual	location	
Witchaven	Witchaven	manual	location	
Civitas illa Fortis	Civitas illa Fortis	manual	location	
Avium Savannah	Avium-Savanne	manual	location	
Slayer Tower	Schlächterturm	manual	location	
Catacombs of Kourend	Katakomben von Kourend	manual	location	
Stronghold Slayer Dungeon	Schlächterverlies der Feste	manual	location	
Karuulm Slayer Dungeon	Karuulm-Schlächterverlies	manual	location	
Chasm of Fire	Feuerschlund	manual	location	
Brimhaven Dungeon	Brimhaven-Verlies	manual	location	
Taverley Dungeon	Taverley-Verlies	manual	location	
Witchaven Dungeon	Witchaven-Verlies	manual	location	
Waterfall Dungeon	Wasserfall-Verlies	manual	location	
God Wars Dungeon	God-Wars-Verlies	manual	location	
Kalphite Lair	Kalphiten-Bau	manual	location	
task-only Kalphite Cave	Kalphiten-Höhle (nur für Aufträge)	manual	location	
Kraken Cove	Krakenbucht	manual	location	
Waterbirth Island	Waterbirth Island	manual	location	
Lizardman Canyon	Echsenmenschen-Schlucht	manual	location	
Lizardman Settlement	Echsenmenschen-Siedlung	manual	location	
Smoke Devil Dungeon	Rauchteufel-Verlies	manual	location	
Death Plateau	Das Plateau des Todes	manual	location	
South of Mount Quidamortem	Südlich des Quidamortem-Bergs	manual	location	
Fremennik Slayer Dungeon	Fremennik-Schlächterverlies	manual	location	
Myths' Guild Dungeon	Verlies der Mythengilde	manual	location	
Mourner Tunnels	Trauerwächter-Tunnel	manual	location	
Lithkren Vault	Lithkren-Gewölbe	manual	location	
Ancient Cavern	Uralte Höhle	manual	location	
Stronghold of Security	Feste der Sicherheit	manual	location	
Fossil Island	Fossil Island	manual	location	
Asgarnian Ice Dungeon	Asgarnisches Eisverlies	manual	location	
Ogre Enclave	Oger-Enklave	manual	location	
Brine Rat Cavern	Salzwasserratten-Höhle	manual	location	
Zanaris	Zanaris	manual	location	
In the Lighthouse	Im Leuchtturm	manual	location	
Smoke Dungeon	Rauchverlies	manual	location	
Evil Chicken's Lair	Bau des bösen Huhns	manual	location	
The Abyss	Der Abgrund	manual	location	
Molch	Molch	manual	location	
Kebos Swamp	Kebos-Sumpf	manual	location	
The Battlefront	Die Frontlinie	manual	location	
Forthos Dungeon	Forthos-Verlies	manual	location	
Iorwerth Dungeon	Iorwerth-Verlies	manual	location	
Jormungand's Prison	Jormungands Gefängnis	manual	location	
Darkmeyer	Darkmeyer	manual	location	
Meiyerditch Laboratories	Meiyerditch-Laboratorien	manual	location	
Isle of Souls	Insel der Seelen	manual	location	
Giants' Den	Riesenhöhle	manual	location	
Fremennik Isles	Fremennik-Inseln	manual	location	
Poison Waste Dungeon	Giftödnis-Verlies	manual	location	
Neypotzli	Neypotzli	manual	location	
The Teomat	Der Teomat	manual	location	
Sunset Coast	Sonnenuntergangsküste	manual	location	
Hunter Guild	Jagdgilde	manual	location	
Cam Torum Entrance	Eingang zu Cam Torum	manual	location	
Colossal Wyrm Remains	Überreste des kolossalen Wyrms	manual	location	
Outer Fortis	Äußeres Fortis	manual	location	
Fortis Colosseum	Fortis-Kolosseum	manual	location	
Ice Mountain	Eisberg	manual	location	
Corsair Cove	Korsarenbucht	manual	location	
Shayzien Graveyard of Heroes	Shayzien-Heldenfriedhof	manual	location	
Southern coast of Hosidius	Südküste von Hosidius	manual	location	
Draynor Manor cellar	Keller des Draynor-Herrenhauses	manual	location	
Wizards' Tower	Zaubererturm	manual	location	
Ardougne Rat Pits	Ardougne-Rattengruben	manual	location	
The Kendal's cave	Höhle des Kendal	manual	location	
Ruins of Uzer	Ruinen von Uzer	manual	location	
Crabclaw Caves or Waterbirth Island Dungeon	Krabbenscheren-Höhlen oder Waterbirth-Island-Verlies	manual	location	
Chaos Altar	Chaos-Altar	manual	location	
Wyvern Cave on Fossil Island	Wyvern-Höhle auf Fossil Island	manual	location	
Trollweiss Mountain	Trollweiss-Berg	manual	location	
Death Altar	Todes-Altar	manual	location	
Mos Le'Harmless Cave	Mos-Le'Harmless-Höhle	manual	location	
Coronation ceremony during A Kingdom Divided.	Krönungszeremonie während A Kingdom Divided.	manual	location	
Fight with the Giant Roc during My Arm's Big Adventure.	Kampf gegen den Riesenrochen während Mein Arm's Big Adventure.	manual	location	
Scorpia's cave beneath the Scorpion Pit.	Scorpias Höhle unter der Skorpiongrube.	manual	location	
Beneath Cursed Sands	Unter verfluchtem Sand	manual	location	
Perilous Moons	Gefährliche Monde	manual	location	
PvP Arena	PvP-Arena	manual	location	
Castle Wars	Schlosskriege	manual	location	
Ferox Enclave	Ferox-Enklave	manual	location	
Warrior's Guild	Kriegergilde	manual	location	
Champion's Guild 	Heldengilde 	manual	location	
Monestery	Kloster	manual	location	
Ranging Guild	Fernkampfgilde	manual	location	
Grand Exchange	Grand Exchange	manual	location	
Falador Park	Falador-Park	manual	location	
Dondakan's Rock	Dondakans Felsen	manual	location	
Barbarian Outpost	Barbaren-Außenposten	manual	location	
Corporeal Beast	Corporeal Beast	manual	location	
Tears of Guthix	Tränen von Guthix	manual	location	
Wintertodt Camp	Wintertodt-Lager	manual	location	
Fishing Guild	Angelgilde	manual	location	
Mining Guild	Bergbaugilde	manual	location	
Crafting Guild	Handwerksgilde	manual	location	
Cooking Guild	Kochgilde	manual	location	
Woodcutting Guild	Holzfällergilde	manual	location	
Farming Guild	Landwirtschaftsgilde	manual	location	
Edgeville	Edgeville	manual	location	
Vision	Vision	manual	music	
at the Wizards' Tower.	im Zaubererturm.	manual	music	
Volcanic Vikings	Vulkanische Wikinger	manual	music	
on Neitiznot.	auf Neitiznot.	manual	music	
Voodoo Cult	Voodoo-Kult	manual	music	
during the Legends' Quest.	während der Legends' Quest.	manual	music	
Voyage	Reise	manual	music	
at Baxtorian Falls.	an den Baxtorian-Fällen.	manual	music	
Waiting Game, The	Wartespiel, Das	manual	music	
The Waiting Game	Das Wartespiel	manual	music	
in the Soul Wars lobby.	in der Soul-Wars-Lobby.	manual	music	
Waking Dream	Wachtraum	manual	music	
during the Lunar Diplomacy quest.	während der Quest Lunar Diplomacy.	manual	music	
Wally the Hero	Wally der Held	manual	music	
during the Demon Slayer quest.	während der Quest Demon Slayer.	manual	music	
Wander	Umherziehen	manual	music	
in Draynor Village.	in Draynor Village.	manual	music	
Warpath	Kriegspfad	manual	music	
during the Clan Wars minigame.	während des Minispiels Clankriege.	manual	music	
Song of the Elves	Lied der Elfen	manual	music	
during the Song of the Elves quest.	während der Quest Song of the Elves.	manual	music	
What Happens Below...	Was unten geschieht...	manual	music	
in the Warrens.	in den Warrens.	manual	music	
Warrior	Krieger	manual	music	
during The Fremennik Trials quest.	während der Quest The Fremennik Trials.	manual	music	
Warriors' Guild	Kriegergilde	manual	music	
at the Warriors' Guild.	in der Kriegergilde.	manual	music	
Doors of Dinh, The	Tore von Dinh, Die	manual	music	
The Doors of Dinh	Die Tore von Dinh	manual	music	
in the Northern Tundras.	in der Nördlichen Tundra.	manual	music	
Waterfall	Wasserfall	manual	music	
at the Baxtorian Falls.	an den Baxtorian-Fällen.	manual	music	
Waterlogged	Wassergetränkt	manual	music	
in Mort Myre Swamp.	im Mort-Myre-Sumpf.	manual	music	
Way of the Enchanter	Der Weg des Verzauberers	manual	music	
in the Lunar Isle mine.	in der Mine von Lunar Isle.	manual	music	
Way of the Wyrm	Der Weg des Wyrms	manual	music	
in the Karuulm Slayer Dungeon.	im Karuulm-Schlächterverlies.	manual	music	
Wayward	Eigensinnig	manual	music	
in the Jiggig dungeon.	im Verlies von Jiggig.	manual	music	
We are the Fairies	Wir sind die Feen	manual	music	
during the Fairytale II - Cure a Queen quest.	während der Quest Fairytale II - Cure a Queen.	manual	music	
Lumbering	Holzfällen	manual	music	
in Weiss.	in Weiss.	manual	music	
Well of Voyage	Brunnen der Reise	manual	music	
during the Regicide quest.	während der Quest Regicide.	manual	music	
Morytanian Mystery	Morytanisches Mysterium	manual	music	
during the Darkness of Hallowvale quest.	während der Quest Darkness of Hallowvale.	manual	music	
Where Eagles Lair	Wo Adler horsten	manual	music	
during the Eagles' Peak quest.	während der Quest Eagles' Peak.	manual	music	
Wild Isle	Wilde Insel	manual	music	
in the Wilderness.	in der Wildnis.	manual	music	
Wild Side	Wilde Seite	manual	music	
Wilderness	Wildnis	manual	music	
Revenants	Revenants	manual	music	
in the Revenant Caves.	in den Revenant-Höhlen.	manual	music	
Wilderness 	Wildnis 	manual	music	
Wildwood	Wildwald	manual	music	
Winter Funfair	Winter-Jahrmarkt	manual	music	
during a Christmas event.	während eines Weihnachts-Events.	manual	music	
Ice and Fire	Eis und Feuer	manual	music	
while fighting the Wintertodt.	im Kampf gegen den Wintertodt.	manual	music	
Witching	Hexerei	manual	music	
Woe of the Wyvern	Leid des Wyverns	manual	music	
in the Asgarnian Ice Dungeon.	im Asgarnischen Eisverlies.	manual	music	
Wonder	Wunder	manual	music	
Wonderous	Wundersam	manual	music	
near the Legends' Guild.	nahe der Legends' Guild.	manual	music	
Woodland	Waldland	manual	music	
at the Iorwerth Camp in Tirannwn.	im Iorwerth-Lager in Tirannwn.	manual	music	
Walk in the Woods, A	Spaziergang im Wald, Ein	manual	music	
A Walk in the Woods	Ein Spaziergang im Wald	manual	music	
in the Kourend Woodland.	im Waldland von Kourend.	manual	music	
Work, Work, Work	Arbeit, Arbeit, Arbeit	manual	music	
Work\t Work\t Work	Arbeit\t Arbeit\t Arbeit	manual	music	
during the Tower of Life quest.	während der Quest Tower of Life.	manual	music	
Workshop	Werkstatt	manual	music	
in Falador.	in Falador.	manual	music	
Wrath and Ruin	Zorn und Verderben	manual	music	
in Tolna's Rift.	in Tolnas Riss.	manual	music	
Part Where You Die, The	Teil, in dem du stirbst, Der	manual	music	
The Part Where You Die	Der Teil, in dem du stirbst	manual	music	
during the A Kingdom Divided quest.	während der Quest A Kingdom Divided.	manual	music	
Predator Xarpus	Räuber Xarpus	manual	music	
in the Theatre of Blood.	im Theater des Blutes.	manual	music	
Last King of the Yarasa	Der letzte König der Yarasa	manual	music	
Xenophobe	Fremdenfeind	manual	music	
in the Waterbirth Island Dungeon.	im Verlies von Waterbirth Island.	manual	music	
Festive Party, A	Festliche Feier, Eine	manual	music	
A Festive Party	Eine festliche Feier	manual	music	
Yesteryear	Einstige Zeiten	manual	music	
in Lumbridge.	in Lumbridge.	manual	music	
Spurned Demon, The	Verschmähte Dämon, Der	manual	music	
The Spurned Demon	Der verschmähte Dämon	manual	music	
while fighting Zalcano.	im Kampf gegen Zalcano.	manual	music	
Zamorak Zoo	Zamorak-Zoo	manual	music	
in the God Wars Dungeon.	im God-Wars-Verlies.	manual	music	
Zanik's Theme	Zaniks Thema	manual	music	
during the Land of the Goblins quest.	während der Quest Land of the Goblins.	manual	music	
Zaros Zeitgeist	Zaros' Zeitgeist	manual	music	
Zealot	Eiferer	manual	music	
at the Water Altar.	am Wasseraltar.	manual	music	
Zogre Dance	Zogre-Tanz	manual	music	
south of Castle Wars.	südlich von Schlosskriege.	manual	music	
On Thin Ice	Auf dünnem Eis	manual	music	
during the Dragon Slayer II quest.	während der Quest Dragon Slayer II.	manual	music	
Zombiism	Zombiismus	manual	music	
on Harmony Island.	auf Harmony Island.	manual	music	
Old Ones, The	Alten, Die	manual	music	
The Old Ones	Die Alten	manual	music	
during The Garden of Death quest.	während der Quest The Garden of Death.	manual	music	
Secrets of the North	Geheimnisse des Nordens	manual	music	
during the Secrets of the North quest.	während der Quest Secrets of the North.	manual	music	
In the Shadows	Im Schatten	manual	music	
More Than Meets the Eye	Mehr als man sieht	manual	music	
Vault, The	Gewölbe, Das	manual	music	
The Vault	Das Gewölbe	manual	music	
during the Desert Treasure II - The Fallen Empire quest.	während der Quest Desert Treasure II - The Fallen Empire.	manual	music	
Fallen Empire, The	Gefallene Reich, Das	manual	music	
The Fallen Empire	Das gefallene Reich	manual	music	
Prison Break	Gefängnisausbruch	manual	music	
Scar Tissue	Narbengewebe	manual	music	
Worthy Foe, A	Würdiger Gegner, Ein	manual	music	
A Worthy Foe	Ein würdiger Gegner	manual	music	
Colossus of the Deep	Koloss der Tiefe	manual	music	
Eye See You	Eye See You	manual	music	
Blood Rush	Blutrausch	manual	music	
Song of the Silent Choir	Lied des stillen Chores	manual	music	
Unturned Stones	Unumgedrehte Steine	manual	music	
Master of Puppets	Meister der Marionetten	manual	music	
His Faithful Servants	Seine treuen Diener	manual	music	
Tick Tock	Tick Tack	manual	music	
Strangled	Erwürgt	manual	music	
Bolrie's Diary	Bolries Tagebuch	manual	music	
during The Path of Glouphrie quest.	während der Quest The Path of Glouphrie.	manual	music	
Healin' Feelin'	Heilsames Gefühl	manual	music	
Longramble Scramble, The	Longramble-Gerangel, Das	manual	music	
The Longramble Scramble	Das Longramble-Gerangel	manual	music	
Storeroom Shuffle	Lagerraum-Schlurfen	manual	music	
Terrorbird Tussle	Schreckensvogel-Gerangel	manual	music	
Waste Defaced	Geschändete Einöde	manual	music	
Dot's Yuletide	Dots Weihnachtszeit	manual	music	
Children of the Sun	Kinder der Sonne	manual	music	
during the Children of the Sun quest.	während der Quest Children of the Sun.	manual	music	
Plots and Plans	Ränke und Pläne	manual	music	
Burning Sun, The	Brennende Sonne, Die	manual	music	
The Burning Sun	Die brennende Sonne	manual	music	
Undead Army	Untoten-Armee	manual	music	
during the Defender of Varrock quest.	während der Quest Defender of Varrock.	manual	music	
Dream Theatre, The	Traumtheater, Das	manual	music	
The Dream Theatre	Das Traumtheater	manual	music	
Zombie Invasion	Zombie-Invasion	manual	music	
City of Sun, The	Stadt der Sonne, Die	manual	music	
The City of Sun	Die Stadt der Sonne	manual	music	
in Civitas illa Fortis.	in Civitas illa Fortis.	manual	music	
Undying Light, The	Unsterbliche Licht, Das	manual	music	
The Undying Light	Das unsterbliche Licht	manual	music	
in the Avium Savannah.	in der Avium-Savanne.	manual	music	
Guidance of Ralos, The	Führung des Ralos, Die	manual	music	
The Guidance of Ralos	Die Führung des Ralos	manual	music	
on Ralos' Rise.	auf Ralos' Anhöhe.	manual	music	
Under the Mountain	Unter dem Berg	manual	music	
in Cam Torum.	in Cam Torum.	manual	music	
Ready for the Hunt	Bereit für die Jagd	manual	music	
in the Hunter Guild.	in der Jagdgilde.	manual	music	
Are You Not Entertained?	Seid ihr nicht unterhalten?	manual	music	
in the Fortis Colosseum.	im Fortis-Kolosseum.	manual	music	
Moons of Ruin, The	Monde des Verderbens, Die	manual	music	
The Moons of Ruin	Die Monde des Verderbens	manual	music	
during the Perilous Moons quest.	während der Quest Perilous Moons.	manual	music	
Lost to Time	Von der Zeit verschlungen	manual	music	
Sunny Side Up	Spiegelei	manual	music	
during the Easter  Holiday Event.	während des Oster-Feiertags-Events.	manual	music	
Animal Magnetism	Tierischer Magnetismus	manual	quest	
Learn how to equip Ava's ranged devices.	Lerne, wie du Avas Fernkampfgeräte anlegst.	manual	quest	
Another Slice of H.A.M.	Noch ein Stück H.A.M.	manual	quest	
Learn how to use the Goblin Village teleport spheres.	Lerne, wie du die Teleportkugeln des Goblin-Dorfs benutzt.	manual	quest	
Ascent of Arceuus, The	Aufstieg von Arceuus, Der	manual	quest	
The Ascent of Arceuus	Der Aufstieg von Arceuus	manual	quest	
Gain the Arceuus Memoirs teleport.	Erhalte den Teleport der Arceuus-Memoiren.	manual	quest	
Alfred Grimhand's Barcrawl	Alfred Grimhands Kneipentour	manual	quest	
MQ: Alfred Grimhand's Barcrawl	MQ: Alfred Grimhands Kneipentour	manual	quest	
Embark on a Barbarian rite of passage.	Begib dich auf eine barbarische Initiationsprüfung.	manual	quest	
Bear Your Soul	Offenbare deine Seele	manual	quest	
MQ: Bear Your Soul	MQ: Offenbare deine Seele	manual	quest	
Gain the Soul Bearer.	Erhalte den Seelenträger.	manual	quest	
Below Ice Mountain	Unter dem Eisberg	manual	quest	
Gain access to the Ruins of Camdozaal.	Erhalte Zugang zu den Ruinen von Camdozaal.	manual	quest	
Between a Rock...	Hart auf hart...	manual	quest	
Gain access to the Arzinian Gold Mine.	Erhalte Zugang zur arzinischen Goldmine.	manual	quest	
Big Chompy Bird Hunting	Große Chompy-Vogeljagd	manual	quest	
Learn how to hunt Chompy Birds.	Lerne, wie du Chompy-Vögel jagst.	manual	quest	
Biohazard	Biogefahr	manual	quest	
Unlock the West Ardougne teleport spell.	Schalte den Teleportzauber nach West-Ardougne frei.	manual	quest	
Black Knights' Fortress	Festung der Schwarzen Ritter	manual	quest	
Assist the White Knights with their investigation.	Unterstütze die Weißen Ritter bei ihren Ermittlungen.	manual	quest	
Bone Voyage	Bone Voyage	manual	quest	
Gain access to Fossil Island.	Erhalte Zugang zur Fossilieninsel.	manual	quest	
Cabin Fever	Lagerkoller	manual	quest	
Gain access to Mos'LeHarmless.	Erhalte Zugang zu Mos'LeHarmless.	manual	quest	
Client of Kourend	Kunde von Kourend	manual	quest	
Gain Kharedst's Memoirs.	Erhalte Kharedsts Memoiren.	manual	quest	
Clock Tower	Uhrturm	manual	quest	
Help Brother Kojo repair the Clock Tower.	Hilf Bruder Kojo, den Uhrturm zu reparieren.	manual	quest	
Cold War	Kalter Krieg	manual	quest	
Gain access to the Penguin Agility Course.	Erhalte Zugang zum Pinguin-Beweglichkeitsparcours.	manual	quest	
Contact!	Kontakt!	manual	quest	
Gain the Keris dagger.	Erhalte den Keris-Dolch.	manual	quest	
Cook's Assistant	Der Gehilfe des Kochs	manual	quest	
Help the Lumbridge Castle Cook out of his baking bind.	Hilf dem Koch von Schloss Lumbridge aus seiner Backklemme.	manual	quest	
Corsair Curse, The	Fluch der Korsaren, Der	manual	quest	
The Corsair Curse	Der Fluch der Korsaren	manual	quest	
Gain access to the Corsair Cove Bank.	Erhalte Zugang zur Bank von Corsair Cove.	manual	quest	
Creature of Fenkenstrain	Die Kreatur von Fenkenstrain	manual	quest	
Gain a Ring of Charos.	Erhalte einen Ring of Charos.	manual	quest	
Curse of the Empty Lord	Fluch des Leeren Lords	manual	quest	
MQ: Curse of the Empty Lord	MQ: Fluch des Leeren Lords	manual	quest	
Gain a set of Ghostly Robes.	Erhalte ein Set Geisterhafter Roben.	manual	quest	
Daddy's Home	Papa ist zu Hause	manual	quest	
MQ: Daddy's Home	MQ: Papa ist zu Hause	manual	quest	
Learn about the Construction skill.	Lerne den Skill Konstruktion kennen.	manual	quest	
Darkness of Hallowvale	Die Dunkelheit von Hallowvale	manual	quest	
Learn the reverse Temple Trekking routes.	Lerne die umgekehrten Temple-Trekking-Routen.	manual	quest	
Death Plateau	Das Plateau des Todes	manual	quest	
Gain a set of Climbing Boots.	Erhalte ein Paar Kletterstiefel.	manual	quest	
Death to the Dorgeshuun	Tod den Dorgeshuun	manual	quest	
