english	translation	category	sub_category	source
Hespori Adept	Adepto de Hespori	interface	combAchvmt	
Hesporisn't	Hespori No Es	interface	combAchvmt	
Weed Whacker	Cortador de Maleza	interface	combAchvmt	
Kalphite Queen Adept	Adepto de la Reina Kalphite	interface	combAchvmt	
Chitin Penetrator	Penetrador de Quitina	interface	combAchvmt	
Who Is the King Now?	¿Quién es el Rey Ahora?	interface	combAchvmt	
Kraken Adept	Adepto del Kraken	interface	combAchvmt	
Unnecessary Optimisation	Optimización Innecesaria	interface	combAchvmt	
Krakan't Hurt Me	Kraken No Puede Lastimarme	interface	combAchvmt	
Why Are You Running?	¿Por Qué Estás Corriendo?	interface	combAchvmt	
Whack-a-Mole	Golpea al Topo	interface	combAchvmt	
Nightmare Adept	Adepto de la Pesadilla	interface	combAchvmt	
Dagannoth Prime Adept	Adepto de Dagannoth Prime	interface	combAchvmt	
Dagannoth Rex Adept	Adepto de Dagannoth Rex	interface	combAchvmt	
Ready to Pounce	Listo para Saltar	interface	combAchvmt	
Inspect Repellent	Repelente de Inspección	interface	combAchvmt	
Commander Zilyana Adept	Adepto de la Comandante Zilyana	interface	combAchvmt	
Commander Showdown	Enfrentamiento de Comandante	interface	combAchvmt	
Scorpia Adept	Adepto de Scorpia	interface	combAchvmt	
I Can't Reach That	No Puedo Alcanzar Eso	interface	combAchvmt	
Guardians No More	Ya No Hay Guardianes	interface	combAchvmt	
Zulrah Adept	Adepto de Zulrah	interface	combAchvmt	
Dagannoth Supreme Adept	Adepto de Dagannoth Supreme	interface	combAchvmt	
Theatre of Blood: SM Adept	Teatro de Sangre: Adepto SM	interface	combAchvmt	
Venenatis Adept	Adepto de Venenatis	interface	combAchvmt	
Vet'ion Adept	Adepto de Vet'ion	interface	combAchvmt	
Why Fletch?	¿Por Qué Flechar?	interface	combAchvmt	
K'ril Tsutsaroth Adept	Adepto de K'ril Tsutsaroth	interface	combAchvmt	
Yarr No More	Ya No Más Yarr	interface	combAchvmt	
Demonic Showdown	Enfrentamiento Demoníaco	interface	combAchvmt	
Demonbane Weaponry II	Armamento Demonbane II	interface	combAchvmt	
Dress Like You Mean It	Vístete Como Si Lo Sintieras	interface	combAchvmt	
Why Cook?	¿Por Qué Cocinar?	interface	combAchvmt	
Novice Tomb Explorer	Explorador de Tumbas Novato	interface	combAchvmt	
Novice Tomb Looter	Saqueador de Tumbas Novato	interface	combAchvmt	
Movin' on up	Subiendo	interface	combAchvmt	
Confident Raider	Asaltante Confiado	interface	combAchvmt	
Phantom Muspah Adept	Adepto del Fantasma Muspah	interface	combAchvmt	
Perilous Dancer	Bailarín Peligroso	interface	combAchvmt	
Fortified	Fortificado	interface	combAchvmt	
Betrayal	Traición	interface	combAchvmt	
Moons of Peril Speed-Chaser	Perseguidor de Velocidad de las Lunas del Peligro	interface	combAchvmt	
Fat of the Land	Grasa de la Tierra	interface	combAchvmt	
The Clone Zone	La Zona de Clones	interface	combAchvmt	
Perilous Champion	Campeón Peligroso	interface	combAchvmt	
Hueycoatl Adept	Adepto de Hueycoatl	interface	combAchvmt	
Pillar Lover	Amante de Pilares	interface	combAchvmt	
I'm your son	Soy tu hijo	interface	combAchvmt	
Amoxliatl Adept	Adepto de Amoxliatl	interface	combAchvmt	
Amoxliatl Speed-Trialist	Velocista de Amoxliatl	interface	combAchvmt	
Nagua Negation	Negación Nagua	interface	combAchvmt	
Kemo Makti	Kemo Makti	interface	combAchvmt	
Totally Shattered	Totalmente Destrozado	interface	combAchvmt	
Perfect Royal Titans	Titanes Reales Perfectos	interface	combAchvmt	
Royal Titan Speed-Runner	Corredor de Velocidad de Titán Real	interface	combAchvmt	
Titan Killer	Asesino de Titanes	interface	combAchvmt	
I need room	Necesito espacio	interface	combAchvmt	
Abyssal Veteran	Veterano Abisal	interface	combAchvmt	
Respiratory Runner	Corredor Respiratorio	interface	combAchvmt	
Demonic Rebound	Rebote Demoníaco	interface	combAchvmt	
Perfect Sire	Señor Perfecto	interface	combAchvmt	
Kree'arra Veteran	Veterano de Kree'arra	interface	combAchvmt	
General Graardor Veteran	Veterano del General Graardor	interface	combAchvmt	
Ourg Freezer II	Congelador Oourg II	interface	combAchvmt	
Reflecting on This Encounter	Reflexionando Sobre Este Encuentro	interface	combAchvmt	
Callisto Veteran	Veterano de Callisto	interface	combAchvmt	
Demon Evasion	Evasión Demoníaca	interface	combAchvmt	
Up for the Challenge	Listo para el Desafío	interface	combAchvmt	
Cerberus Veteran	Veterano de Cerberus	interface	combAchvmt	
Ghost Buster	Cazafantasmas	interface	combAchvmt	
Unrequired Antifire	Antifuego No Requerido	interface	combAchvmt	
Anti-Bite Mechanics	Mecánicas Anti-Mordida	interface	combAchvmt	
Chaos Elemental Veteran	Veterano del Elemental del Caos	interface	combAchvmt	
Corporeal Beast Veteran	Veterano de la Bestia Corpórea	interface	combAchvmt	
Hot on Your Feet	Caliente en Tus Pies	interface	combAchvmt	
Finding the Weak Spot	Encontrando el Punto Débil	interface	combAchvmt	
Chicken Killer	Asesino de Pollos	interface	combAchvmt	
If Gorillas Could Fly	Si los Gorilas Pudieran Volar	interface	combAchvmt	
Hitting Them Where It Hurts	Golpeándolos Donde Duele	interface	combAchvmt	
Galvek Speed-Trialist	Velocista de Galvek	interface	combAchvmt	
Grotesque Guardians Veteran	Veterano de los Guardianes Grotescos	interface	combAchvmt	
Done before Dusk	Hecho Antes del Anochecer	interface	combAchvmt	
Perfect Grotesque Guardians	Guardianes Grotescos Perfectos	interface	combAchvmt	
Grotesque Guardians Speed-Trialist	Velocista de los Guardianes Grotescos	interface	combAchvmt	
From Dusk...	Desde el Anochecer...	interface	combAchvmt	
Corrupted Gauntlet Veteran	Veterano del Guantelete Corrompido	interface	combAchvmt	
<Num0>, <Num1>, <Num2> - Mage	<Num0> <Num1> <Num2> - Mago	interface	combAchvmt	
Gauntlet Veteran	Veterano del Guantelete	interface	combAchvmt	
<Num0>, <Num1>, <Num2> - Range	<Num0> <Num1> <Num2> - Arquería	interface	combAchvmt	
Egniol Diet	Dieta Egniol	interface	combAchvmt	
Crystalline Warrior	Guerrero Cristalino	interface	combAchvmt	
Wolf Puncher	Golpeador de Lobos	interface	combAchvmt	
Glough Speed-Trialist	Velocista de Glough	interface	combAchvmt	
Plant-Based Diet	Dieta Basada en Plantas	interface	combAchvmt	
Hespori Speed-Trialist	Velocista de Hespori	interface	combAchvmt	
Alchemical Veteran	Veterano Alquímico	interface	combAchvmt	
Fight Caves Veteran	Veterano de las Cuevas de Lucha	interface	combAchvmt	
Facing Jad Head-on	Enfrentando a Jad de Frente	interface	combAchvmt	
Kalphite Queen Veteran	Veterano de la Reina Kalphite	interface	combAchvmt	
Insect Deflection	Deflexión de Insectos	interface	combAchvmt	
Prayer Smasher	Destructor de Oraciones	interface	combAchvmt	
Ten-tacles	Diez-táculos	interface	combAchvmt	
Mimic Veteran	Veterano del Imitador	interface	combAchvmt	
Hard Hitter	Golpeador Duro	interface	combAchvmt	
Nightmare Veteran	Veterano de la Pesadilla	interface	combAchvmt	
Explosion!	¡Explosión!	interface	combAchvmt	
Sleep Tight	Duerme Bien	interface	combAchvmt	
Nightmare (Solo) Speed-Trialist	Velocista de Pesadilla (Solo)	interface	combAchvmt	
Nightmare (<Num0>-Scale) Speed-Trialist	Velocista de Pesadilla (Escala <Num0>)	interface	combAchvmt	
Death to the Seer King	Muerte al Rey Vidente	interface	combAchvmt	
From One King to Another	De Un Rey a Otro	interface	combAchvmt	
Death to the Warrior King	Muerte al Rey Guerrero	interface	combAchvmt	
Toppling the Diarchy	Derrocando la Diarquía	interface	combAchvmt	
Commander Zilyana Veteran	Veterano de la Comandante Zilyana	interface	combAchvmt	
Reminisce	Recordar	interface	combAchvmt	
Scorpia Veteran	Veterano de Scorpia	interface	combAchvmt	
Fragment of Seren Speed-Trialist	Velocista del Fragmento de Seren	interface	combAchvmt	
Zulrah Veteran	Veterano de Zulrah	interface	combAchvmt	
Snake Rebound	Rebote de Serpiente	interface	combAchvmt	
Snake. Snake!? Snaaaaaake!	¡Serpiente. ¿Serpiente!? ¡Serpienteeeee!	interface	combAchvmt	
Zulrah Speed-Trialist	Velocista de Zulrah	interface	combAchvmt	
Death to the Archer King	Muerte al Rey Arquero	interface	combAchvmt	
Rapid Succession	Sucesión Rápida	interface	combAchvmt	
Anticoagulants	Anticoagulantes	interface	combAchvmt	
Appropriate Tools	Herramientas Apropiadas	interface	combAchvmt	
They Won't Expect This	No Esperarán Esto	interface	combAchvmt	
Chally Time	Hora de Chally	interface	combAchvmt	
Nylocas, On the Rocks	Nylocas en las Rocas	interface	combAchvmt	
Just To Be Safe	Solo Para Estar Seguro	interface	combAchvmt	
Don't Look at Me!	¡No Me Mires!	interface	combAchvmt	
No-Pillar	Sin Pilar	interface	combAchvmt	
Attack, Step, Wait	Atacar Paso Esperar	interface	combAchvmt	
Pass It On	Pásalo	interface	combAchvmt	
Theatre of Blood Veteran	Veterano del Teatro de Sangre	interface	combAchvmt	
Thermonuclear Veteran	Veterano Termonuclear	interface	combAchvmt	
Hazard Prevention	Prevención de Peligros	interface	combAchvmt	
Spec'd Out	Especificado	interface	combAchvmt	
Venenatis Veteran	Veterano de Venenatis	interface	combAchvmt	
Vet'eran	Vet'erano	interface	combAchvmt	
Vorkath Veteran	Veterano de Vorkath	interface	combAchvmt	
Stick 'em With the Pointy End	Clávales con la Punta	interface	combAchvmt	
Zombie Destroyer	Destructor de Zombis	interface	combAchvmt	
Dust Seeker	Buscador de Polvo	interface	combAchvmt	
Chambers of Xeric Veteran	Veterano de las Cámaras de Xeric	interface	combAchvmt	
Perfectly Balanced	Perfectamente Equilibrado	interface	combAchvmt	
Together We'll Fall	Juntos Caeremos	interface	combAchvmt	
Redemption Enthusiast	Entusiasta de la Redención	interface	combAchvmt	
Mutta-diet	Dieta Mutta	interface	combAchvmt	
Dancing with Statues	Bailando con Estatuas	interface	combAchvmt	
Undying Raid Team	Equipo de Incursión Inmortal	interface	combAchvmt	
Shayzien Specialist	Especialista de Shayzien	interface	combAchvmt	
Cryo No More	Ya No Más Cryo	interface	combAchvmt	
Blizzard Dodger	Esquivador de Ventisca	interface	combAchvmt	
Kill It with Fire	Mátalo con Fuego	interface	combAchvmt	
Zalcano Veteran	Veterano de Zalcano	interface	combAchvmt	
Perfect Zalcano	Zalcano Perfecto	interface	combAchvmt	
Team Player	Jugador de Equipo	interface	combAchvmt	
The Spurned Hero	El Héroe Despreciado	interface	combAchvmt	
K'ril Tsutsaroth Veteran	Veterano de K'ril Tsutsaroth	interface	combAchvmt	
Demonic Defence	Defensa Demoníaca	interface	combAchvmt	
The Bane of Demons	La Perdición de los Demonios	interface	combAchvmt	
Half-Way There	A Medio Camino	interface	combAchvmt	
A Near Miss!	¡Casi!	interface	combAchvmt	
The II Jad Challenge	El Desafío II de Jad	interface	combAchvmt	
TzHaar-Ket-Rak's Speed-Trialist	Velocista de TzHaar-Ket-Rak	interface	combAchvmt	
Facing Jad Head-on III	Enfrentando a Jad de Frente III	interface	combAchvmt	
Phosani's Veteran	Veterano de Phosani	interface	combAchvmt	
Nex Veteran	Veterano de Nex	interface	combAchvmt	
Nex Survivors	Supervivientes de Nex	interface	combAchvmt	
Novice Tomb Raider	Saqueador de Tumbas Novato	interface	combAchvmt	
Tomb Explorer	Explorador de Tumbas	interface	combAchvmt	
Expert Tomb Explorer	Explorador de Tumbas Experto	interface	combAchvmt	
Hardcore Raiders	Asaltantes Hardcore	interface	combAchvmt	
Hardcore Tombs	Tumbas Hardcore	interface	combAchvmt	
Helpful spirit who?	¿Espíritu útil quién?	interface	combAchvmt	
Dropped the ball	Se le cayó la pelota	interface	combAchvmt	
No skipping allowed	No se permite saltar	interface	combAchvmt	
Down Do Specs	Abajo Hacer Especiales	interface	combAchvmt	
Perfect Het	Het Perfecto	interface	combAchvmt	
Perfect Apmeken	Apmeken Perfecto	interface	combAchvmt	
Perfect Crondis	Crondis Perfecto	interface	combAchvmt	
I'm in a rush	Tengo prisa	interface	combAchvmt	
Phantom Muspah Speed-Trialist	Velocista del Fantasma Muspah	interface	combAchvmt	
Phantom Muspah Veteran	Veterano del Fantasma Muspah	interface	combAchvmt	
Can't Escape	No Puede Escapar	interface	combAchvmt	
Versatile Drainer	Drenador Versátil	interface	combAchvmt	
Duke Sucellus Adept	Adepto del Duque Sucellus	interface	combAchvmt	
Vardorvis Adept	Adepto de Vardorvis	interface	combAchvmt	
Whisperer Adept	Adepto del Susurrador	interface	combAchvmt	
Leviathan Adept	Adepto del Leviatán	interface	combAchvmt	
Duke Sucellus Speed-Trialist	Velocista del Duque Sucellus	interface	combAchvmt	
Vardorvis Speed-Trialist	Velocista de Vardorvis	interface	combAchvmt	
Whisperer Speed-Trialist	Velocista del Susurrador	interface	combAchvmt	
Leviathan Speed-Trialist	Velocista del Leviatán	interface	combAchvmt	
Tentacular	Tentacular	interface	combAchvmt	
High Hitter	Golpeador Alto	interface	combAchvmt	
Furball	Bola de Pelo	interface	combAchvmt	
Denied	Denegado	interface	combAchvmt	
I was here first!	¡Yo estuve aquí primero!	interface	combAchvmt	
Unending Torment	Tormento Interminable	interface	combAchvmt	
Through Fire and Flames	A Través del Fuego y las Llamas	interface	combAchvmt	
Two Times the Torment	Dos Veces el Tormento	interface	combAchvmt	
Rapid Reload	Recarga Rápida	interface	combAchvmt	
Araxxor Veteran	Veterano de Araxxor	interface	combAchvmt	
Relaxxor	Relaxxor	interface	combAchvmt	
Araxxor Speed-Trialist	Velocista de Araxxor	interface	combAchvmt	
Hueycoatl Speed-Trialist	Velocista de Hueycoatl	interface	combAchvmt	
Hueycoatl Veteran	Veterano de Hueycoatl	interface	combAchvmt	
Perfect Hueycoatl	Hueycoatl Perfecto	interface	combAchvmt	
Amoxliatl Speed-Chaser	Perseguidor de Velocidad de Amoxliatl	interface	combAchvmt	
Without Ralos' Light	Sin la Luz de Ralos	interface	combAchvmt	
No time to pray	No hay tiempo para rezar	interface	combAchvmt	
Collateral Damage	Daño Colateral	interface	combAchvmt	
Swoop No More	Ya No Más Picada	interface	combAchvmt	
Precise Positioning	Posicionamiento Preciso	interface	combAchvmt	
Cerberus Master	Maestro de Cerberus	interface	combAchvmt	
Arooo No More	Ya No Más Arooo	interface	combAchvmt	
Corporeal Beast Master	Maestro de la Bestia Corpórea	interface	combAchvmt	
Perfect Grotesque Guardians II	Guardianes Grotescos Perfectos II	interface	combAchvmt	
Grotesque Guardians Speed-Chaser	Perseguidor de Velocidad de los Guardianes Grotescos	interface	combAchvmt	
... 'til Dawn	... hasta el Amanecer	interface	combAchvmt	
Corrupted Gauntlet Master	Maestro del Guantelete Corrompido	interface	combAchvmt	
Perfect Corrupted Hunllef	Hunllef Corrompido Perfecto	interface	combAchvmt	
Defence Doesn't Matter II	La Defensa No Importa II	interface	combAchvmt	
Corrupted Warrior	Guerrero Corrompido	interface	combAchvmt	
Corrupted Gauntlet Speed-Chaser	Perseguidor de Velocidad del Guantelete Corrompido	interface	combAchvmt	
Gauntlet Master	Maestro del Guantelete	interface	combAchvmt	
Perfect Crystalline Hunllef	Hunllef Cristalino Perfecto	interface	combAchvmt	
Defence Doesn't Matter	La Defensa No Importa	interface	combAchvmt	
Gauntlet Speed-Chaser	Perseguidor de Velocidad del Guantelete	interface	combAchvmt	
Hespori Speed-Chaser	Perseguidor de Velocidad de Hespori	interface	combAchvmt	
Alchemical Master	Maestro Alquímico	interface	combAchvmt	
Unrequired Antipoisons	Antivenenos No Requeridos	interface	combAchvmt	
Lightning Lure	Señuelo de Rayo	interface	combAchvmt	
Don't Flame Me	No Me Flamees	interface	combAchvmt	
Mixing Correctly	Mezclando Correctamente	interface	combAchvmt	
The Flame Skipper	El Saltador de Llamas	interface	combAchvmt	
Alcleanical Hydra	Hidra Alcleanical	interface	combAchvmt	
Alchemical Speed-Chaser	Perseguidor de Velocidad Alquímico	interface	combAchvmt	
Working Overtime	Trabajando Horas Extra	interface	combAchvmt	
Fight Caves Master	Maestro de las Cuevas de Lucha	interface	combAchvmt	
Denying the Healers	Negando a los Sanadores	interface	combAchvmt	
You Didn't Say Anything About a Bat	No Dijiste Nada Sobre un Murciélago	interface	combAchvmt	
Fight Caves Speed-Chaser	Perseguidor de Velocidad de las Cuevas de Lucha	interface	combAchvmt	
One Hundred Tentacles	Cien Tentáculos	interface	combAchvmt	
Nightmare Master	Maestro de la Pesadilla	interface	combAchvmt	
Perfect Nightmare	Pesadilla Perfecta	interface	combAchvmt	
Nightmare (Solo) Speed-Chaser	Perseguidor de Velocidad de Pesadilla (Solo)	interface	combAchvmt	
Nightmare (<Num0>-Scale) Speed-Chaser	Perseguidor de Velocidad de Pesadilla (Escala <Num0>)	interface	combAchvmt	
Moving Collateral	Colateral en Movimiento	interface	combAchvmt	
Zulrah Master	Maestro de Zulrah	interface	combAchvmt	
Perfect Zulrah	Zulrah Perfecto	interface	combAchvmt	
Zulrah Speed-Chaser	Perseguidor de Velocidad de Zulrah	interface	combAchvmt	
Can't Drain This	No Puede Drenar Esto	interface	combAchvmt	
Perfect Maiden	Doncella Perfecta	interface	combAchvmt	
Two-Down	Dos Abajo	interface	combAchvmt	
Perfect Bloat	Hinchazón Perfecta	interface	combAchvmt	
Perfect Nylocas	Nylocas Perfecto	interface	combAchvmt	
A Timely Snack	Un Bocadillo Oportuno	interface	combAchvmt	
Perfect Sotetseg	Sotetseg Perfecto	interface	combAchvmt	
Can You Dance?	¿Puedes Bailar?	interface	combAchvmt	
Perfect Xarpus	Xarpus Perfecto	interface	combAchvmt	
Pop It	Reviéntalo	interface	combAchvmt	
