english	translation	category	sub_category	source
Achievement Diaries	Diarios de logros	actions	menu	
Inventory	Inventario	actions	menu	
Worn Equipment	Equipo usado	actions	menu	
Enable prayer reordering	Activar reordenamiento de oraciones	actions	menu	
Disable prayer filtering	Desactivar filtrado de oraciones	actions	menu	
Prayer	Oración	actions	menu	
Enable spell reordering	Activar reordenamiento de hechizos	actions	menu	
Disable spell filtering	Desactivar filtrado de hechizos	actions	menu	
Magic	Magia	actions	menu	
Friends List	Lista de amigos	actions	menu	
Account Management	Gestión de cuenta	actions	menu	
Ironman Group	Grupo Ironman	actions	menu	
Settings	Configuración	actions	menu	
Emotes	Gestos	actions	menu	
Music Player	Reproductor de música	actions	menu	
Logout	Cerrar sesión	actions	menu	
Look West	Mirar oeste	actions	menu	
Look South	Mirar sur	actions	menu	
Look East	Mirar este	actions	menu	
Look North	Mirar norte	actions	menu	
Setup	Configurar	actions	menu	
Hide	Ocultar	actions	menu	
Show	Mostrar	actions	menu	
Activate	Activar	actions	menu	
Toggle Run	Alternar correr	actions	menu	
Use	Usar	actions	menu	
Bond Pouch	Bolsa de bonos	actions	menu	
Open Store	Abrir tienda	actions	menu	
Clear	Limpiar	actions	menu	
Import	Importar	actions	menu	
Export	Exportar	actions	menu	
Fullscreen <colNum0>World Map</col>	Pantalla completa <colNum0>Mapa del mundo</col>	actions	menu	
Floating <colNum0>World Map</col>	Flotante <colNum0>Mapa del mundo</col>	actions	menu	
DPS	DPS	actions	menu	
Search	Buscar	actions	menu	
Lookup	Buscar	actions	menu	
Auto retaliate	Contraataque automático	actions	menu	combatOptionsTab
Use <colNum0>Special Attack</col>	Usar <colNum0>Ataque especial</col>	actions	menu	combatOptionsTab
Choose spell	Elegir hechizo	actions	menu	combatOptionsTab
Focus	Enfocar	actions	menu	combatOptionsTab
Wiki	Wiki	actions	menu	
Add to canvas	Añadir al lienzo	actions	menu	
View <colNum0>Attack</col> guide	Ver guía de <colNum0>Ataque</col>	actions	menu	skillsTab
View <colNum0>Hitpoints</col> guide	Ver guía de <colNum0>Puntos de vida</col>	actions	menu	skillsTab
View <colNum0>Mining</col> guide	Ver guía de <colNum0>Minería</col>	actions	menu	skillsTab
View <colNum0>Strength</col> guide	Ver guía de <colNum0>Fuerza</col>	actions	menu	skillsTab
View <colNum0>Agility</col> guide	Ver guía de <colNum0>Agilidad</col>	actions	menu	skillsTab
View <colNum0>Smithing</col> guide	Ver guía de <colNum0>Herrería</col>	actions	menu	skillsTab
View <colNum0>Defence</col> guide	Ver guía de <colNum0>Defensa</col>	actions	menu	skillsTab
View <colNum0>Herblore</col> guide	Ver guía de <colNum0>Herboristería</col>	actions	menu	skillsTab
View <colNum0>Fishing</col> guide	Ver guía de <colNum0>Pesca</col>	actions	menu	skillsTab
View <colNum0>Ranged</col> guide	Ver guía de <colNum0>Arquería</col>	actions	menu	skillsTab
View <colNum0>Thieving</col> guide	Ver guía de <colNum0>Robo</col>	actions	menu	skillsTab
View <colNum0>Cooking</col> guide	Ver guía de <colNum0>Cocina</col>	actions	menu	skillsTab
View <colNum0>Prayer</col> guide	Ver guía de <colNum0>Oración</col>	actions	menu	skillsTab
View <colNum0>Crafting</col> guide	Ver guía de <colNum0>Artesanía</col>	actions	menu	skillsTab
View <colNum0>Firemaking</col> guide	Ver guía de <colNum0>Hacer fuego</col>	actions	menu	skillsTab
View <colNum0>Magic</col> guide	Ver guía de <colNum0>Magia</col>	actions	menu	skillsTab
View <colNum0>Fletching</col> guide	Ver guía de <colNum0>Flechería</col>	actions	menu	skillsTab
View <colNum0>Woodcutting</col> guide	Ver guía de <colNum0>Tala</col>	actions	menu	skillsTab
View <colNum0>Runecraft</col> guide	Ver guía de <colNum0>Runecrafting</col>	actions	menu	skillsTab
View <colNum0>Slayer</col> guide	Ver guía de <colNum0>Asesino</col>	actions	menu	skillsTab
View <colNum0>Farming</col> guide	Ver guía de <colNum0>Agricultura</col>	actions	menu	skillsTab
View <colNum0>Construction</col> guide	Ver guía de <colNum0>Construcción</col>	actions	menu	skillsTab
View <colNum0>Hunter</col> guide	Ver guía de <colNum0>Cazador</col>	actions	menu	skillsTab
Character Summary	Resumen del personaje	actions	menu	characterSummaryTab
Achievement Diaries	Diarios de logros	actions	menu	characterSummaryTab
Quest List	Lista de misiones	actions	menu	characterSummaryTab
Character Summary	Resumen del personaje	actions	menu	achievementDiaryTab
Achievement Diaries	Diarios de logros	actions	menu	achievementDiaryTab
Quest List	Lista de misiones	actions	menu	achievementDiaryTab
Character Summary	Resumen del personaje	actions	menu	questListTab
Achievement Diaries	Diarios de logros	actions	menu	questListTab
Quest List	Lista de misiones	actions	menu	questListTab
Character Summary	Resumen del personaje	actions	menu	
Quest List	Lista de misiones	actions	menu	
Rewards	Recompensas	actions	menu	characterSummaryTab
Tasks	Tareas	actions	menu	characterSummaryTab
Bosses	Jefes	actions	menu	characterSummaryTab
Overview	Resumen	actions	menu	characterSummaryTab
Collection Log	Registro de colección	actions	menu	characterSummaryTab
Collection Overview	Resumen de colección	actions	menu	characterSummaryTab
Reveal	Revelar	actions	menu	characterSummaryTab
Hide	Ocultar	actions	menu	characterSummaryTab
Open	Abrir	actions	menu	questListTab
Close	Cerrar	actions	menu	questListTab
Start Quest Helper	Iniciar ayudante de misiones	actions	menu	questListTab
Open wiki quick guide:	Abrir guía rápida wiki:	actions	menu	questListTab
Open wiki guide:	Abrir guía wiki:	actions	menu	questListTab
Show on map:	Mostrar en mapa:	actions	menu	questListTab
Read journal:	Leer diario:	actions	menu	questListTab
Start Helper	Iniciar ayudante	actions	menu	achievementDiaryTab
Wiki <colNum0>Ardougne Journal</col>	Wiki <colNum0>Diario de Ardougne</col>	actions	menu	achievementDiaryTab
Open <colNum0>Ardougne Journal</col>	Abrir <colNum0>Diario de Ardougne</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Desert Journal</col>	Wiki <colNum0>Diario del Desierto</col>	actions	menu	achievementDiaryTab
Open <colNum0>Desert Journal</col>	Abrir <colNum0>Diario del Desierto</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Falador Journal</col>	Wiki <colNum0>Diario de Falador</col>	actions	menu	achievementDiaryTab
Open <colNum0>Falador Journal</col>	Abrir <colNum0>Diario de Falador</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Fremennik Journal</col>	Wiki <colNum0>Diario Fremennik</col>	actions	menu	achievementDiaryTab
Open <colNum0>Fremennik Journal</col>	Abrir <colNum0>Diario Fremennik</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Kandarin Journal</col>	Wiki <colNum0>Diario de Kandarin</col>	actions	menu	achievementDiaryTab
Open <colNum0>Kandarin Journal</col>	Abrir <colNum0>Diario de Kandarin</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Karamja Journal</col>	Wiki <colNum0>Diario de Karamja</col>	actions	menu	achievementDiaryTab
Open <colNum0>Karamja Journal</col>	Abrir <colNum0>Diario de Karamja</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Kourend & Kebos Journal</col>	Wiki <colNum0>Diario de Kourend y Kebos</col>	actions	menu	achievementDiaryTab
Open <colNum0>Kourend & Kebos Journal</col>	Abrir <colNum0>Diario de Kourend y Kebos</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Lumbridge & Draynor Journal</col>	Wiki <colNum0>Diario de Lumbridge y Draynor</col>	actions	menu	achievementDiaryTab
Open <colNum0>Lumbridge & Draynor Journal</col>	Abrir <colNum0>Diario de Lumbridge y Draynor</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Morytania Journal</col>	Wiki <colNum0>Diario de Morytania</col>	actions	menu	achievementDiaryTab
Open <colNum0>Morytania Journal</col>	Abrir <colNum0>Diario de Morytania</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Varrock Journal</col>	Wiki <colNum0>Diario de Varrock</col>	actions	menu	achievementDiaryTab
Open <colNum0>Varrock Journal</col>	Abrir <colNum0>Diario de Varrock</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Western Provinces Journal</col>	Wiki <colNum0>Diario de Provincias Occidentales</col>	actions	menu	achievementDiaryTab
Open <colNum0>Western Provinces Journal</col>	Abrir <colNum0>Diario de Provincias Occidentales</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Wilderness Journal</col>	Wiki <colNum0>Diario de Tierras Salvajes</col>	actions	menu	achievementDiaryTab
Open <colNum0>Wilderness Journal</col>	Abrir <colNum0>Diario de Tierras Salvajes</col>	actions	menu	achievementDiaryTab
View equipment stats	Ver estadísticas de equipo	actions	menu	wornEquipmentTab
View guide prices	Ver precios de guía	actions	menu	wornEquipmentTab
View items kept on death	Ver objetos conservados al morir	actions	menu	wornEquipmentTab
Call follower	Llamar seguidor	actions	menu	wornEquipmentTab
Disable prayer reordering	Desactivar reordenamiento de oraciones	actions	menu	
Enable prayer filtering	Activar filtrado de oraciones	actions	menu	
Disable spell reordering	Desactivar reordenamiento de hechizos	actions	menu	
Enable spell filtering	Activar filtrado de hechizos	actions	menu	
Show notifications	Mostrar notificaciones	actions	menu	
Add Note	Añadir nota	actions	menu	
Hide notifications	Ocultar notificaciones	actions	menu	
Delete	Eliminar	actions	menu	friendsTab
Message	Mensaje	actions	menu	friendsTab
View Ignore List	Ver lista de ignorados	actions	menu	friendsTab
Add Friend	Añadir amigo	actions	menu	friendsTab
Delete Friend	Eliminar amigo	actions	menu	friendsTab
Hop-to	Saltar a	actions	menu	friendsTab
View Friends List	Ver lista de amigos	actions	menu	ignoreTab
Delete	Eliminar	actions	menu	ignoreTab
Add Name	Añadir nombre	actions	menu	ignoreTab
Delete Name	Eliminar nombre	actions	menu	ignoreTab
Account	Cuenta	actions	menu	accountManagementTab
Community	Comunidad	actions	menu	accountManagementTab
Useful Links	Enlaces útiles	actions	menu	accountManagementTab
Open Store	Abrir tienda	actions	menu	accountManagementTab
Bond Pouch	Bolsa de bonos	actions	menu	accountManagementTab
View Inbox	Ver bandeja de entrada	actions	menu	accountManagementTab
Name Changer	Cambiador de nombre	actions	menu	accountManagementTab
View History	Ver historial	actions	menu	accountManagementTab
View Newspost	Ver noticia	actions	menu	accountManagementTab
View Archive	Ver archivo	actions	menu	accountManagementTab
Open	Abrir	actions	menu	accountManagementTab
Settings	Configuración	actions	menu	groupTab
Refresh	Actualizar	actions	menu	groupTab
Join	Unirse	actions	menu	groupTab
Setup	Configurar	actions	menu	groupTab
Find	Encontrar	actions	menu	groupTab
Open	Abrir	actions	menu	groupTab
Add friend	Añadir amigo	actions	menu	groupTab
Add ignore	Añadir a ignorados	actions	menu	groupTab
Teleport	Teletransportar	actions	menu	groupTab
Select	Seleccionar	actions	menu	groupTab
Join <colNum0><!ANY_TRANSLATED0></col> channel	Unirse al canal <colNum0><!ANY_TRANSLATED0></col>	actions	menu	groupTab
Leave <colNum0><!ANY_TRANSLATED0></col> channel	Salir del canal <colNum0><!ANY_TRANSLATED0></col>	actions	menu	groupTab
Teleport to <colNum0><!ANY_TRANSLATED0></col>	Teletransportar a <colNum0><!ANY_TRANSLATED0></col>	actions	menu	groupTab
Add friend <!PLAYER_NAME0>	Añadir amigo <!PLAYER_NAME0>	actions	menu	groupTab
Add ignore <!PLAYER_NAME0>	Añadir a ignorados <!PLAYER_NAME0>	actions	menu	groupTab
Remove friend <!PLAYER_NAME0>	Quitar amigo <!PLAYER_NAME0>	actions	menu	groupTab
Remove ignore <!PLAYER_NAME0>	Quitar de ignorados <!PLAYER_NAME0>	actions	menu	groupTab
View Channel	Ver canal	actions	menu	groupTab
Toggle skull prevention	Alternar prevención de calavera	actions	menu	settingsTab
Toggle Accept Aid	Alternar aceptar ayuda	actions	menu	settingsTab
Toggle Run	Alternar correr	actions	menu	settingsTab
View House Options	Ver opciones de casa	actions	menu	settingsTab
Open Bond Pouch	Abrir bolsa de bonos	actions	menu	settingsTab
All Settings	Todas las configuraciones	actions	menu	settingsTab
Controls	Controles	actions	menu	settingsTab
Display	Pantalla	actions	menu	settingsTab
Audio	Audio	actions	menu	settingsTab
Unmute	Activar sonido	actions	menu	settingsTab
Adjust Brightness	Ajustar brillo	actions	menu	settingsTab
Restore Default Zoom	Restaurar zoom predeterminado	actions	menu	settingsTab
Disable	Desactivar	actions	menu	settingsTab
Select	Seleccionar	actions	menu	settingsTab
Perform	Realizar	actions	menu	emotesTab
Perform <colNum0>Relic unlock</col>	Realizar <colNum0>Desbloqueo de reliquia</col>	actions	menu	emotesTab
Loop	Bucle	actions	menu	emotesTab
Area	Área	actions	menu	musicTab
Manual	Manual	actions	menu	musicTab
Random	Aleatorio	actions	menu	musicTab
Unlock hint	Desbloquear pista	actions	menu	musicTab
Play	Reproducir	actions	menu	musicTab
Toggle	Alternar	actions	menu	musicTab
Open	Abrir	actions	menu	musicTab
Thumbs Up	Pulgar arriba	actions	menu	logoutTab
Thumbs Down	Pulgar abajo	actions	menu	logoutTab
World Switcher	Cambiador de mundo	actions	menu	logoutTab
Logout	Cerrar sesión	actions	menu	logoutTab
Favourite	Favorito	actions	menu	worldSwitcherTab
Switch	Cambiar	actions	menu	worldSwitcherTab
Logout	Cerrar sesión	actions	menu	worldSwitcherTab
Clear	Limpiar	actions	menu	worldSwitcherTab
Close	Cerrar	actions	menu	worldSwitcherTab
Configure	Configurar	actions	menu	worldSwitcherTab
Grouping	Agrupación	actions	menu	groupTab
Ironman Group	Grupo Ironman	actions	menu	groupTab
Chat-channel	Canal de chat	actions	menu	groupTab
Your Clan	Tu clan	actions	menu	groupTab
View another clan	Ver otro clan	actions	menu	groupTab
Message	Mensaje	actions	menu	groupTab
Remove friend	Quitar amigo	actions	menu	groupTab
Switch world	Cambiar mundo	actions	menu	groupTab
View Poll	Ver encuesta	actions	menu	accountManagementTab
Viewer	Visor	actions	menu	
On	Activado	actions	menu	
Off	Desactivado	actions	menu	
Expel Guests	Expulsar invitados	actions	menu	
Call Servant	Llamar sirviente	actions	menu	
Leave House	Salir de casa	actions	menu	
Open subsection	Abrir subsección	actions	menu	
Move	Mover	actions	menu	
Learn More	Aprender más	actions	menu	
Talk-to	Hablar con	actions	npc	Tool Leprechaun
Exchange	Intercambiar	actions	npc	Tool Leprechaun
Attack	Atacar	actions	npc	Molanisk
Trade	Comerciar	actions	npc	Hudo
Travel	Viajar	actions	npc	Rug Merchant
Pet	Mascota	actions	npc	Dog
Dyes	Tintes	actions	npc	Aggie
Challenge	Desafío	actions	npc	Yama
Guess-letter	Adivinar letra	actions	npc	Hangman game
Banish	Desterrar	actions	npc	Hangman game
Reset	Reiniciar	actions	npc	Hangman game
Hit	Golpear	actions	npc	Combat stone
Dismiss	Despedir	actions	npc	Dr Jekyll
Rewards	Recompensas	actions	npc	Emblem Trader
Skull	Calavera	actions	npc	Emblem Trader
Pay	Pagar	actions	npc	Ayesha
Armour	Armadura	actions	npc	Ironman tutor
Setup	Configurar	actions	npc	Ironman tutor
Check-pets	Verificar mascotas	actions	npc	Leagues Tutor
Collect-items	Recoger objetos	actions	npc	Leagues Tutor
Claim-trophies	Reclamar trofeos	actions	npc	Leagues Tutor
Pick-up	Recoger	actions	npc	Dark core
Metamorphosis	Metamorfosis	actions	npc	Dark core
Pick	Elegir	actions	npc	Strange plant
Grab	Agarrar	actions	npc	Suspect
Pop	Explotar	actions	npc	Balloon Animal
Kill	Matar	actions	npc	Pheasant
Disturb	Molestar	actions	npc	Phosani's Nightmare
Gauntlets	Guanteletes	actions	npc	Avan
Lure	Atraer	actions	npc	Rod Fishing spot
Bait	Cebo	actions	npc	Rod Fishing spot
Pickpocket	Robar	actions	npc	Guard
Assignment	Asignación	actions	npc	Vannaka
Search	Buscar	actions	npc	Entomologist
Confront	Confrontar	actions	npc	Mi-Gor
Transport	Transportar	actions	npc	Brother Tranquility
Intimidate	Intimidar	actions	npc	Zombie swab
Fish	Pescar	actions	npc	Fishing spot
Smash-ice	Romper hielo	actions	npc	Ice block
Shear	Esquilar	actions	npc	Sheep
Knock-Out	Noquear	actions	npc	Bandit
Bank	Banco	actions	npc	Banker
Collect	Recoger	actions	npc	Banker
Check-Approval	Verificar aprobación	actions	npc	Arnor
Tuxedo-time	Hora del esmoquin	actions	npc	Larry
Mines	Minas	actions	npc	Dartog
Cellar	Sótano	actions	npc	Dartog
Dream	Sueño	actions	npc	Dominic Onion
Take-boat	Tomar bote	actions	npc	Monk of Entrana
Inspect	Inspeccionar	actions	npc	Lumbridge Guide
Trade-General-Store	Comerciar tienda general	actions	npc	Razmire Keelgan
Trade-Builders-Store	Comerciar tienda de constructores	actions	npc	Razmire Keelgan
Haircut	Corte de pelo	actions	npc	Hairdresser
Shave	Afeitar	actions	npc	Hairdresser
Makeover	Cambio de imagen	actions	npc	Makeover Mage
Talk-To	Hablar con	actions	npc	Tarquin
Quick-falcon	Halcón rápido	actions	npc	Matthias
Retrieve	Recuperar	actions	npc	Gyr Falcon
Give-Sword	Dar espada	actions	npc	Tindel Marchant
Mine	Minar	actions	npc	Elemental rock
Push	Empujar	actions	npc	Trolley
Pull	Tirar	actions	npc	Trolley
Big-push	Gran empujón	actions	npc	Trolley
Place	Colocar	actions	npc	Trolley
Claim-arrows	Reclamar flechas	actions	npc	Rantz
Inflate	Inflar	actions	npc	Swamp toad
Pluck	Arrancar	actions	npc	Chompy bird
Shout-to	Gritar a	actions	npc	Nickolaus
Quick-travel	Viaje rápido	actions	npc	Desert eagle
Walk-past	Caminar pasando	actions	npc	Eagle
Threaten	Amenazar	actions	npc	Kebbit
Small Net	Red pequeña	actions	npc	Fishing spot
Net	Red	actions	npc	Fishing spot
Ammo	Munición	actions	npc	Leon
Cage	Jaula	actions	npc	Fishing spot
Harpoon	Arpón	actions	npc	Fishing spot
Big Net	Red grande	actions	npc	Fishing spot
Use-rod	Usar caña	actions	npc	Fishing spot
Escort	Escoltar	actions	npc	Smiddi Ryak (hard)
Supply	Suministrar	actions	npc	Smiddi Ryak (hard)
Claim-runes	Reclamar runas	actions	npc	Lundail
Chase	Perseguir	actions	npc	Cat
Interact	Interactuar	actions	npc	Cat
Catch	Atrapar	actions	npc	Baby impling
Get-rewards	Obtener recompensas	actions	npc	Commander Connad
Tutorial	Tutorial	actions	npc	Captain Cain
Start-minigame	Iniciar minijuego	actions	npc	Guardian mummy
Teleport	Teletransportar	actions	npc	Apprentice
Join-Crew	Unirse a tripulación	actions	npc	San Fan
Join-Team	Unirse a equipo	actions	npc	Honest Jimmy
Pick-pocket	Robar	actions	npc	Fairy Godfather
Craft-goods	Crear bienes	actions	npc	Thakkrad Sigmundson
Rellekka	Rellekka	actions	npc	Maria Gunnars
Neitiznot	Neitiznot	actions	npc	Maria Gunnars
Jatizso	Jatizso	actions	npc	Mord Gunnars
Watch-shouting	Ver gritos	actions	npc	Guard
Kick	Patear	actions	npc	Bed
Claim-Tokens	Reclamar fichas	actions	npc	Lorelai
History	Historial	actions	npc	Grand Exchange Clerk
Sets	Conjuntos	actions	npc	Grand Exchange Clerk
Prices	Precios	actions	npc	Brugsen Bursen
Exchange fire cape	Intercambiar capa de fuego	actions	npc	TzHaar-Mej-Jal
Destroy	Destruir	actions	npc	Door-support
Tickets	Boletos	actions	npc	Cart conductor
Listen-to	Escuchar	actions	npc	Red Axe Director
Claim-Shield	Reclamar escudo	actions	npc	Gamfred
talk	hablar	actions	npc	Gate of War
Get job (easy)	Obtener trabajo (fácil)	actions	npc	Gianne jnr.
Get job (hard)	Obtener trabajo (difícil)	actions	npc	Gianne jnr.
Repairs	Reparaciones	actions	npc	Dark Mage
Sober-Up	Sobriedad	actions	npc	Skippy
Walk here	Caminar aquí	actions	npc	Purepker895
Follow	Seguir	actions	npc	Purepker895
Pay (north-west)	Pagar (noroeste)	actions	npc	Elstan
Pay (south-east)	Pagar (sureste)	actions	npc	Elstan
Pay (north)	Pagar (norte)	actions	npc	Dantaera
Pay (south)	Pagar (sur)	actions	npc	Dantaera
Detach	Separar	actions	npc	Combat dummy
Upgrade	Mejorar	actions	npc	Combat dummy
Remove	Quitar	actions	npc	Combat dummy
Shoo	Ahuyentar	actions	npc	Clockwork cat
Fur Clothing	Ropa de piel	actions	npc	Asyff
Shoo-away	Ahuyentar	actions	npc	Stray dog
Tease	Molestar	actions	npc	Sabre-toothed kyatt
Leave	Salir	actions	npc	Squire
Claim-slime	Reclamar limo	actions	npc	Robin
Use	Usar	actions	npc	Portal
Exit	Salir	actions	npc	Portal
Relocate	Reubicar	actions	npc	Estate agent
Redecorate	Redecorar	actions	npc	Estate agent
Buy-plank	Comprar tabla	actions	npc	Sawmill operator
Age	Edad	actions	npc	Hans
Tackle	Abordar	actions	npc	Gnome baller
