english	translation	category	sub_category	source
Kwuarm potion (unf)	Kwuarm iksiri (unf)	name	item	Kwuarm potion (unf)
Cadantine potion (unf)	Cadantine iksiri (unf)	name	item	Cadantine potion (unf)
Dwarf weed potion (unf)	Cüce ot iksiri (unf)	name	item	Dwarf weed potion (unf)
Torstol potion (unf)	Torstol iksiri (unf)	name	item	Torstol potion (unf)
Strength potion(4)	Güç iksiri(4)	name	item	Strength potion(4)
Strength potion(3)	Güç iksiri(3)	name	item	Strength potion(3)
Strength potion(2)	Güç iksiri(2)	name	item	Strength potion(2)
Strength potion(1)	Güç iksiri(1)	name	item	Strength potion(1)
Attack potion(3)	Saldırı iksiri(3)	name	item	Attack potion(3)
Attack potion(2)	Saldırı iksiri(2)	name	item	Attack potion(2)
Attack potion(1)	Saldırı iksiri(1)	name	item	Attack potion(1)
Restore potion(3)	İksiri geri yükle(3)	name	item	Restore potion(3)
Restore potion(2)	İksiri geri yükle(2)	name	item	Restore potion(2)
Restore potion(1)	İksiri geri yükle(1)	name	item	Restore potion(1)
Defence potion(3)	Savunma iksiri(3)	name	item	Defence potion(3)
Defence potion(2)	Savunma iksiri(2)	name	item	Defence potion(2)
Defence potion(1)	Savunma iksiri(1)	name	item	Defence potion(1)
Prayer potion(3)	Dua iksiri(3)	name	item	Prayer potion(3)
Prayer potion(2)	Dua iksiri(2)	name	item	Prayer potion(2)
Prayer potion(1)	Dua iksiri(1)	name	item	Prayer potion(1)
Super attack(3)	Süper saldırı(3)	name	item	Super attack(3)
Super attack(2)	Süper saldırı(2)	name	item	Super attack(2)
Super attack(1)	Süper saldırı(1)	name	item	Super attack(1)
Fishing potion(3)	Balık tutma iksiri(3)	name	item	Fishing potion(3)
Fishing potion(2)	Balık tutma iksiri(2)	name	item	Fishing potion(2)
Fishing potion(1)	Balıkçılık iksiri(1)	name	item	Fishing potion(1)
Super strength(3)	Süper güç(3)	name	item	Super strength(3)
Super strength(2)	Süper güç(2)	name	item	Super strength(2)
Super strength(1)	Süper güç(1)	name	item	Super strength(1)
Super defence(3)	Süper savunma(3)	name	item	Super defence(3)
Super defence(2)	Süper savunma(2)	name	item	Super defence(2)
Super defence(1)	Süper savunma(1)	name	item	Super defence(1)
Ranging potion(3)	Menzilli iksir(3)	name	item	Ranging potion(3)
Ranging potion(2)	Menzilli iksir(2)	name	item	Ranging potion(2)
Ranging potion(1)	Menzilli iksir(1)	name	item	Ranging potion(1)
Antipoison(3)	Antizehir(3)	name	item	Antipoison(3)
Antipoison(2)	Antizehir(2)	name	item	Antipoison(2)
Antipoison(1)	Antizehir(1)	name	item	Antipoison(1)
Superantipoison(3)	Süperantizehir(3)	name	item	Superantipoison(3)
Superantipoison(2)	Süperantizehir(2)	name	item	Superantipoison(2)
Superantipoison(1)	Süperantizehir(1)	name	item	Superantipoison(1)
Weapon poison	Silah zehiri	name	item	Weapon poison
Zamorak brew(3)	Zamorak demlemesi(3)	name	item	Zamorak brew(3)
Zamorak brew(2)	Zamorak demlemesi(2)	name	item	Zamorak brew(2)
Zamorak brew(1)	Zamorak birası(1)	name	item	Zamorak brew(1)
Potion	İksir	name	item	Potion
Poison chalice	Zehir kadehi	name	item	Poison chalice
Grimy guam leaf	Kirli guam yaprağı	name	item	Grimy guam leaf
Grimy marrentill	Kirli marrentill	name	item	Grimy marrentill
Grimy tarromin	Kirli tarromin	name	item	Grimy tarromin
Grimy harralander	Kirli tacizci	name	item	Grimy harralander
Grimy ranarr weed	Kirli ranarr otu	name	item	Grimy ranarr weed
Grimy irit leaf	Kirli irit yaprağı	name	item	Grimy irit leaf
Grimy avantoe	Kirli avantoe	name	item	Grimy avantoe
Grimy kwuarm	Kirli kwuarm	name	item	Grimy kwuarm
Grimy cadantine	Kirli Cadantine	name	item	Grimy cadantine
Grimy dwarf weed	Kirli cüce otu	name	item	Grimy dwarf weed
Grimy torstol	Kirli gövde	name	item	Grimy torstol
Eye of newt	Semender gözü	name	item	Eye of newt
Red spiders' eggs	Kırmızı örümcek yumurtaları	name	item	Red spiders' eggs
Limpwurt root	Limpwurt kökü	name	item	Limpwurt root
Vial of water	Su şişesi	name	item	Vial of water
Vial	Şişe	name	item	Vial
Snape grass	Snape otu	name	item	Snape grass
Pestle and mortar	Havan ve tokmak	name	item	Pestle and mortar
Unicorn horn dust	Tek boynuzlu at boynuzu tozu	name	item	Unicorn horn dust
Unicorn horn	Tek boynuzlu at boynuzu	name	item	Unicorn horn
White berries	Beyaz meyveler	name	item	White berries
Dragon scale dust	Ejderha pulu tozu	name	item	Dragon scale dust
Blue dragon scale	Mavi ejderha pulu	name	item	Blue dragon scale
Wine of zamorak	Zamorak şarabı	name	item	Wine of zamorak
Jangerberries	Janger meyveleri	name	item	Jangerberries
Guam leaf	Guam yaprağı	name	item	Guam leaf
Marrentill	Marrentill	name	item	Marrentill
Tarromin	Tarromin	name	item	Tarromin
Harralander	Harralander	name	item	Harralander
Ranarr weed	Ranarr otu	name	item	Ranarr weed
Irit leaf	İrit yaprağı	name	item	Irit leaf
Avantoe	Avantoe	name	item	Avantoe
Kwuarm	Kwuarm	name	item	Kwuarm
Cadantine	Cadantine	name	item	Cadantine
Dwarf weed	Cüce ot	name	item	Dwarf weed
Torstol	Torstol	name	item	Torstol
Pressure gauge	Basınç göstergesi	name	item	Pressure gauge
Fish food	Balık yemi	name	item	Fish food
Poison	Zehir	name	item	Poison
Poisoned fish food	Zehirli balık yemi	name	item	Poisoned fish food
Key	Anahtar	name	item	Key
Rubber tube	Kauçuk tüp	name	item	Rubber tube
Oil can	Yağ bidonu	name	item	Oil can
Cattleprod	Sığır yetiştiricisi	name	item	Cattleprod
Sheep feed	Koyun yemi	name	item	Sheep feed
Sheep bones (1)	Koyun kemikleri (1)	name	item	Sheep bones (1)
Sheep bones (2)	Koyun kemikleri (2)	name	item	Sheep bones (2)
Sheep bones (3)	Koyun kemikleri (3)	name	item	Sheep bones (3)
Sheep bones (4)	Koyun kemikleri (4)	name	item	Sheep bones (4)
Plague jacket	Veba ceketi	name	item	Plague jacket
Plague trousers	Veba pantolonu	name	item	Plague trousers
Orange goblin mail	Turuncu goblin postası	name	item	Orange goblin mail
Blue goblin mail	Mavi goblin postası	name	item	Blue goblin mail
Goblin mail	Goblin postası	name	item	Goblin mail
Research package	Araştırma paketi	name	item	Research package
Research notes	Araştırma notları	name	item	Research notes
Book on baxtorian	Baxtorian hakkında kitap	name	item	Book on baxtorian
Glarial's pebble	Glarial'ın çakıl taşı	name	item	Glarial's pebble
Glarial's amulet	Glarial'ın muskası	name	item	Glarial's amulet
Glarial's urn	Glarial'ın külleri	name	item	Glarial's urn
Glarial's urn (empty)	Glarial'ın küpü (boş)	name	item	Glarial's urn (empty)
Mithril seeds	Mithril tohumları	name	item	Mithril seeds
Rat's tail	Sıçan kuyruğu	name	item	Rat's tail
Lobster pot	Istakoz tenceresi	name	item	Lobster pot
Small fishing net	Küçük balık ağı	name	item	Small fishing net
Big fishing net	Büyük balık ağı	name	item	Big fishing net
Fishing rod	Olta	name	item	Fishing rod
Fly fishing rod	Sinek olta kamışı	name	item	Fly fishing rod
Harpoon	Zıpkın	name	item	Harpoon
Fishing bait	Balık yemi	name	item	Fishing bait
Feather	Tüy	name	item	Feather
Shrimps	Karidesler	name	item	Shrimps
Raw shrimps	Çiğ karides	name	item	Raw shrimps
Anchovies	Hamsi	name	item	Anchovies
Raw anchovies	Çiğ hamsi	name	item	Raw anchovies
Burnt fish	Yanmış balık	name	item	Burnt fish
Sardine	Sardalya	name	item	Sardine
Raw sardine	Çiğ sardalya	name	item	Raw sardine
Salmon	Somon	name	item	Salmon
Raw salmon	Çiğ somon	name	item	Raw salmon
Trout	Alabalık	name	item	Trout
Raw trout	Çiğ alabalık	name	item	Raw trout
Giant carp	Dev sazan	name	item	Giant carp
Raw giant carp	Çiğ dev sazan	name	item	Raw giant carp
Cod	Morina	name	item	Cod
Raw cod	Çiğ morina balığı	name	item	Raw cod
Raw herring	Çiğ ringa balığı	name	item	Raw herring
Herring	ringa	name	item	Herring
Raw pike	Çiğ turna balığı	name	item	Raw pike
Pike	Turna balığı	name	item	Pike
Raw mackerel	Çiğ uskumru	name	item	Raw mackerel
Mackerel	Orkinos	name	item	Mackerel
Raw tuna	Çiğ ton balığı	name	item	Raw tuna
Tuna	Ton balığı	name	item	Tuna
Raw bass	Ham bas	name	item	Raw bass
Bass	Bas	name	item	Bass
Raw swordfish	Çiğ kılıç balığı	name	item	Raw swordfish
Swordfish	Kılıçbalığı	name	item	Swordfish
Burnt swordfish	Yanmış kılıç balığı	name	item	Burnt swordfish
Raw lobster	Çiğ ıstakoz	name	item	Raw lobster
Lobster	Istakoz	name	item	Lobster
Burnt lobster	Yanmış ıstakoz	name	item	Burnt lobster
Raw shark	Çiğ köpekbalığı	name	item	Raw shark
Shark	Köpek balığı	name	item	Shark
Burnt shark	Yanmış köpekbalığı	name	item	Burnt shark
Raw manta ray	Ham manta vatozu	name	item	Raw manta ray
Manta ray	Manta vatozu	name	item	Manta ray
Burnt manta ray	Yanmış manta vatozu	name	item	Burnt manta ray
Raw sea turtle	Çiğ deniz kaplumbağası	name	item	Raw sea turtle
Sea turtle	Deniz kaplumbağası	name	item	Sea turtle
Burnt sea turtle	Yanmış deniz kaplumbağası	name	item	Burnt sea turtle
Seaweed	Yosun	name	item	Seaweed
Edible seaweed	Yenilebilir deniz yosunu	name	item	Edible seaweed
Casket	Tabut	name	item	Casket
Oyster	istiridye	name	item	Oyster
Empty oyster	Boş istiridye	name	item	Empty oyster
Oyster pearl	İstiridye incisi	name	item	Oyster pearl
Oyster pearls	İstiridye incileri	name	item	Oyster pearls
Ethenea	Ethenea	name	item	Ethenea
Liquid honey	Sıvı bal	name	item	Liquid honey
Sulphuric broline	Sülfürik brolin	name	item	Sulphuric broline
Plague sample	Veba örneği	name	item	Plague sample
Touch paper	Dokunmatik kağıt	name	item	Touch paper
Distillator	Damıtıcı	name	item	Distillator
Lathas' amulet	Lathas'ın muskası	name	item	Lathas' amulet
Bird feed	Kuş yemi	name	item	Bird feed
Pigeon cage	Güvercin kafesi	name	item	Pigeon cage
Priest gown	Rahip cübbesi	name	item	Priest gown
Medical gown	Tıbbi önlük	name	item	Medical gown
Karamjan rum	Karamjan romu	name	item	Karamjan rum
Chest key	Sandık anahtarı	name	item	Chest key
Pirate message	Korsan mesajı	name	item	Pirate message
Clay	Kil	name	item	Clay
Copper ore	Bakır cevheri	name	item	Copper ore
Tin ore	Kalay cevheri	name	item	Tin ore
Iron ore	Demir cevheri	name	item	Iron ore
Silver ore	Gümüş cevheri	name	item	Silver ore
Gold ore	Altın cevheri	name	item	Gold ore
'perfect' gold ore	'mükemmel' altın cevheri	name	item	'perfect' gold ore
Mithril ore	Mithril cevheri	name	item	Mithril ore
Adamantite ore	Adamantit cevheri	name	item	Adamantite ore
Runite ore	Runit cevheri	name	item	Runite ore
Coal	Kömür	name	item	Coal
Barcrawl card	Barcrawl kartı	name	item	Barcrawl card
Scorpion cage	Akrep kafesi	name	item	Scorpion cage
Strange fruit	Garip meyve	name	item	Strange fruit
Pickaxe handle	Kazma sapı	name	item	Pickaxe handle
Broken pickaxe	Kırık kazma	name	item	Broken pickaxe
Bronze pick head	Bronz pena başlığı	name	item	Bronze pick head
Iron pick head	Demir kazma başı	name	item	Iron pick head
Steel pick head	Çelik pena başlığı	name	item	Steel pick head
Mithril pick head	Mithril kazma başı	name	item	Mithril pick head
Adamant pick head	Adamant kazma başı	name	item	Adamant pick head
Rune pick head	Rün başlığı	name	item	Rune pick head
Axe handle	Balta sapı	name	item	Axe handle
Broken axe	Kırık balta	name	item	Broken axe
Bronze axe head	Bronz balta başı	name	item	Bronze axe head
Iron axe head	Demir balta başı	name	item	Iron axe head
Steel axe head	Çelik balta başı	name	item	Steel axe head
Black axe head	Siyah balta başı	name	item	Black axe head
Mithril axe head	Mithril balta başı	name	item	Mithril axe head
Adamant axe head	Adamant balta başı	name	item	Adamant axe head
Rune axe head	Rün balta başı	name	item	Rune axe head
Enchanted beef	Büyülü sığır eti	name	item	Enchanted beef
Enchanted rat	Büyülü fare	name	item	Enchanted rat
Enchanted bear	Büyülü ayı	name	item	Enchanted bear
Enchanted chicken	Büyülü tavuk	name	item	Enchanted chicken
Bones	Kemikler	name	item	Bones
Burnt bones	Yanmış kemikler	name	item	Burnt bones
Bat bones	Yarasa kemikleri	name	item	Bat bones
Big bones	Büyük kemikler	name	item	Big bones
Babydragon bones	Bebek ejderha kemikleri	name	item	Babydragon bones
Dragon bones	Ejderha kemikleri	name	item	Dragon bones
Druid's robe	Druid cübbesi	name	item	Druid's robe
Druid's robe top	Druid cübbesi üstü	name	item	Druid's robe top
Monk's robe	Keşiş cübbesi	name	item	Monk's robe
Monk's robe top	Keşiş cübbesi üstü	name	item	Monk's robe top
Shade robe top	Gölge bornoz üstü	name	item	Shade robe top
Shade robe	Gölge cübbesi	name	item	Shade robe
Newcomer map	Yeni gelenler haritası	name	item	Newcomer map
Ghostspeak amulet	Hayalet Konuşması muskası	name	item	Ghostspeak amulet
Ghost's skull	Hayaletin kafatası	name	item	Ghost's skull
Fire rune	Ateş rünü	name	item	Fire rune
Water rune	Su rünü	name	item	Water rune
Air rune	Hava rünü	name	item	Air rune
Earth rune	Toprak rünü	name	item	Earth rune
Mind rune	Zihin rünü	name	item	Mind rune
Body rune	Vücut rünü	name	item	Body rune
Death rune	Ölüm rünü	name	item	Death rune
Nature rune	Doğa rünü	name	item	Nature rune
Chaos rune	Kaos rünü	name	item	Chaos rune
Law rune	Hukuk rünü	name	item	Law rune
Cosmic rune	Kozmik rün	name	item	Cosmic rune
Blood rune	Kan rünü	name	item	Blood rune
Soul rune	Ruh rünü	name	item	Soul rune
Unpowered orb	Güçsüz küre	name	item	Unpowered orb
Fire orb	Ateş küresi	name	item	Fire orb
Water orb	Su küresi	name	item	Water orb
Air orb	Hava küresi	name	item	Air orb
Earth orb	Dünya küresi	name	item	Earth orb
Blue wizard robe	Mavi büyücü cübbesi	name	item	Blue wizard robe
Blue wizard hat	Mavi büyücü şapkası	name	item	Blue wizard hat
Black robe	Siyah cübbe	name	item	Black robe
Bailing bucket	Tahliye kovası	name	item	Bailing bucket
Orb of protection	Koruma küresi	name	item	Orb of protection
Orbs of protection	Koruma küreleri	name	item	Orbs of protection
Gnome amulet	Cüce muskası	name	item	Gnome amulet
Tinderbox	Çakmak taşı	name	item	Tinderbox
Ashes	Küller	name	item	Ashes
Lit torch	Meşale yakıldı	name	item	Lit torch
Torch	Meşale	name	item	Torch
Unlit torch	Yanmayan meşale	name	item	Unlit torch
Bronze fire arrow	Bronz ateş oku	name	item	Bronze fire arrow
Astronomy book	Astronomi kitabı	name	item	Astronomy book
Goblin kitchen key	Goblin mutfak anahtarı	name	item	Goblin kitchen key
Lens mould	Lens kalıbı	name	item	Lens mould
Observatory lens	Gözlemevi merceği	name	item	Observatory lens
Bone shard	Kemik parçası	name	item	Bone shard
Bone key	Kemik anahtarı	name	item	Bone key
Stone-plaque	Taş plak	name	item	Stone-plaque
Tattered scroll	Yırtık pırtık parşömen	name	item	Tattered scroll
Crumpled scroll	Buruşuk parşömen	name	item	Crumpled scroll
Rashiliyia corpse	Rashiliyia cesedi	name	item	Rashiliyia corpse
Zadimus corpse	Zadimus'un cesedi	name	item	Zadimus corpse
Locating crystal	Kristalin yerini tespit etmek	name	item	Locating crystal
Beads of the dead	Ölülerin boncukları	name	item	Beads of the dead
Coins	Madeni paralar	name	item	Coins
Bone beads	Kemik boncuklar	name	item	Bone beads
Paramaya ticket	Paramaya bileti	name	item	Paramaya ticket
Ship ticket	Gemi bileti	name	item	Ship ticket
Sword pommel	Kılıç kabzası	name	item	Sword pommel
Bervirius notes	Bervirius notları	name	item	Bervirius notes
Wampum belt	Wampum kemeri	name	item	Wampum belt
Pink boots	Pembe çizmeler	name	item	Pink boots
Green boots	Yeşil çizmeler	name	item	Green boots
Blue boots	Mavi çizmeler	name	item	Blue boots
Cream boots	Krem çizmeler	name	item	Cream boots
Turquoise boots	Turkuaz çizmeler	name	item	Turquoise boots
Pink robe top	Pembe sabahlık üstü	name	item	Pink robe top
Green robe top	Yeşil cübbe üstü	name	item	Green robe top
Blue robe top	Mavi sabahlık üstü	name	item	Blue robe top
Cream robe top	Krem sabahlık üstü	name	item	Cream robe top
Turquoise robe top	Turkuaz bornoz üstü	name	item	Turquoise robe top
Pink robe bottoms	Pembe sabahlık altları	name	item	Pink robe bottoms
Green robe bottoms	Yeşil sabahlık altları	name	item	Green robe bottoms
Blue robe bottoms	Mavi sabahlık altları	name	item	Blue robe bottoms
Cream robe bottoms	Krem sabahlık altları	name	item	Cream robe bottoms
Turquoise robe bottoms	Turkuaz sabahlık altları	name	item	Turquoise robe bottoms
Pink hat	Pembe şapka	name	item	Pink hat
Green hat	Yeşil şapka	name	item	Green hat
Blue hat	Mavi şapka	name	item	Blue hat
Cream hat	Krem şapka	name	item	Cream hat
Turquoise hat	Turkuaz şapka	name	item	Turquoise hat
Portrait	Portre	name	item	Portrait
Blurite sword	Blurit kılıcı	name	item	Blurite sword
Blurite ore	Blurit cevheri	name	item	Blurite ore
Specimen jar	Numune kavanozu	name	item	Specimen jar
Specimen brush	Numune fırçası	name	item	Specimen brush
Animal skull	Hayvan kafatası	name	item	Animal skull
Special cup	Özel kupa	name	item	Special cup
Teddy	Teddy	name	item	Teddy
Cracked sample	Çatlak numune	name	item	Cracked sample
Rock pick	Kaya penası	name	item	Rock pick
Trowel	Mala	name	item	Trowel
Panning tray	Tava tepsisi	name	item	Panning tray
Nuggets	Altın külçeleri	name	item	Nuggets
Ancient talisman	Antik tılsım	name	item	Ancient talisman
Unstamped letter	Pulsuz mektup	name	item	Unstamped letter
Sealed letter	Mühürlü mektup	name	item	Sealed letter
Belt buckle	Kemer tokası	name	item	Belt buckle
Old boot	Eski bot	name	item	Old boot
Rusty sword	Paslı kılıç	name	item	Rusty sword
Broken arrow	Kırık ok	name	item	Broken arrow
Buttons	Düğmeler	name	item	Buttons
Broken staff	Kırık personel	name	item	Broken staff
Broken glass	Kırık cam	name	item	Broken glass
Level 1 certificate	Seviye 1 sertifikası	name	item	Level 1 certificate
Level 2 certificate	Seviye 2 sertifikası	name	item	Level 2 certificate
Level 3 certificate	Seviye 3 sertifikası	name	item	Level 3 certificate
Ceramic remains	Seramik kalıntıları	name	item	Ceramic remains
Old tooth	Eski diş	name	item	Old tooth
Invitation letter	Davet mektubu	name	item	Invitation letter
Damaged armour	Hasarlı zırh	name	item	Damaged armour
Broken armour	Kırık zırh	name	item	Broken armour
Stone tablet	Taş tablet	name	item	Stone tablet
Chemical powder	Kimyasal toz	name	item	Chemical powder
Ammonium nitrate	Amonyum nitrat	name	item	Ammonium nitrate
Unidentified liquid	Tanımlanamayan sıvı	name	item	Unidentified liquid
Nitroglycerin	Nitrogliserin	name	item	Nitroglycerin
Ground charcoal	Öğütülmüş kömür	name	item	Ground charcoal
Mixed chemicals	Karışık kimyasallar	name	item	Mixed chemicals
Chemical compound	Kimyasal bileşik	name	item	Chemical compound
Arcenia root	Arcenia kökü	name	item	Arcenia root
Vase	Vazo	name	item	Vase
Book on chemicals	Kimyasallar üzerine kitap	name	item	Book on chemicals
Cup of tea	Bir fincan çay	name	item	Cup of tea
Clue scroll	İpucu kaydırma	name	item	Clue scroll
Radimus notes	Radimus notları	name	item	Radimus notes
Bullroarer	Boğa kükreyen	name	item	Bullroarer
Scrawled note	Karalanmış not	name	item	Scrawled note
A scribbled note	Karalanmış bir not	name	item	A scribbled note
Scrumpled note	Buruşuk not	name	item	Scrumpled note
Sketch	Taslak	name	item	Sketch
Gold bowl	Altın kase	name	item	Gold bowl
Blessed gold bowl	Kutsanmış altın kase	name	item	Blessed gold bowl
Golden bowl	Altın kase	name	item	Golden bowl
Hollow reed	İçi boş kamış	name	item	Hollow reed
Shaman's tome	Şamanın kitabı	name	item	Shaman's tome
Binding book	Ciltli kitap	name	item	Binding book
Enchanted vial	Büyülü şişe	name	item	Enchanted vial
Holy water	Kutsal su	name	item	Holy water
Smashed glass	Kırık cam	name	item	Smashed glass
Yommi tree seeds	Yommi ağacı tohumları	name	item	Yommi tree seeds
Snakeweed mixture	Yılan otu karışımı	name	item	Snakeweed mixture
Ardrigal mixture	Ardrigal karışımı	name	item	Ardrigal mixture
Bravery potion	Cesaret iksiri	name	item	Bravery potion
Chunk of crystal	Kristal parçası	name	item	Chunk of crystal
Hunk of crystal	Kristal parçası	name	item	Hunk of crystal
Lump of crystal	Kristal parçası	name	item	Lump of crystal
Heart crystal	Kalp kristali	name	item	Heart crystal
Dark dagger	Karanlık hançer	name	item	Dark dagger
Glowing dagger	Parlayan hançer	name	item	Glowing dagger
Holy force	Kutsal kuvvet	name	item	Holy force
Yommi totem	Yommi totemi	name	item	Yommi totem
Gilded totem	Yaldızlı totem	name	item	Gilded totem
Gnomeball	Cüce topu	name	item	Gnomeball
Cadava berries	Kadavra meyveleri	name	item	Cadava berries
Message	Mesaj	name	item	Message
Cadava potion	Kadavra iksiri	name	item	Cadava potion
Book	Kitap	name	item	Book
Phoenix hq key	Phoenix genel merkez anahtarı	name	item	Phoenix hq key
Weapon store key	Silah deposu anahtarı	name	item	Weapon store key
Intel report	Intel raporu	name	item	Intel report
Falador shield	Falador kalkanı	name	item	Falador shield
Broken shield	Kırık kalkan	name	item	Broken shield
Coal bag	Kömür torbası	name	item	Coal bag
Gem bag	Mücevher çantası	name	item	Gem bag
Phoenix crossbow	Phoenix tatar yayı	name	item	Phoenix crossbow
Certificate	Sertifika	name	item	Certificate
Ardougne cloak	Ardougne pelerini	name	item	Ardougne cloak
Dramen branch	Dramen şubesi	name	item	Dramen branch
Dramen staff	Dramen personeli	name	item	Dramen staff
'perfect' ring	'mükemmel' yüzük	name	item	'perfect' ring
'perfect' necklace	'mükemmel' kolye	name	item	'perfect' necklace
Cooking gauntlets	Yemek pişirme eldivenleri	name	item	Cooking gauntlets
Goldsmith gauntlets	Kuyumcu eldivenleri	name	item	Goldsmith gauntlets
Chaos gauntlets	Kaos eldivenleri	name	item	Chaos gauntlets
Steel gauntlets	Çelik eldivenler	name	item	Steel gauntlets
Crest part	Tepe kısmı	name	item	Crest part
Family crest	Aile arması	name	item	Family crest
Bark sample	Kabuk örneği	name	item	Bark sample
Translation book	Çeviri kitabı	name	item	Translation book
Glough's journal	Glough'un günlüğü	name	item	Glough's journal
Hazelmere's scroll	Hazelmere'in parşömeni	name	item	Hazelmere's scroll
Lumber order	Kereste siparişi	name	item	Lumber order
Glough's key	Glough'un anahtarı	name	item	Glough's key
Twigs	Dallar	name	item	Twigs
Daconia rock	Daconia kayası	name	item	Daconia rock
Invasion plans	İstila planları	name	item	Invasion plans
War ship	Savaş gemisi	name	item	War ship
Bronze thrownaxe	Bronz atılmış balta	name	item	Bronze thrownaxe
Iron thrownaxe	Demir atılmış balta	name	item	Iron thrownaxe
Steel thrownaxe	Çelik fırlatılmış balta	name	item	Steel thrownaxe
Mithril thrownaxe	Mithril atılmış balta	name	item	Mithril thrownaxe
Adamant thrownaxe	Adamant atılmış balta	name	item	Adamant thrownaxe
Rune thrownaxe	Rün atılmış balta	name	item	Rune thrownaxe
