english	translation	category	sub_category	source
Grimy guam leaf	汚れたグアム	name	item	Grimy guam leaf
Grimy marrentill	汚れたマレンテル	name	item	Grimy marrentill
Grimy tarromin	汚れたタロミン	name	item	Grimy tarromin
Grimy harralander	汚れたハラランダー	name	item	Grimy harralander
Grimy ranarr weed	汚れたラナー	name	item	Grimy ranarr weed
Grimy irit leaf	汚れたアイリット	name	item	Grimy irit leaf
Grimy avantoe	汚れたアバント―	name	item	Grimy avantoe
Grimy kwuarm	汚れたクワーム	name	item	Grimy kwuarm
Grimy cadantine	汚れたカンダタイン	name	item	Grimy cadantine
Grimy dwarf weed	汚れたドワーフ草	name	item	Grimy dwarf weed
Grimy torstol	汚れたトーストル	name	item	Grimy torstol
Eye of newt	イモリの目	name	item	Eye of newt
Red spiders' eggs	赤いクモの卵	name	item	Red spiders' eggs
Limpwurt root	リンプワートの根	name	item	Limpwurt root
Vial of water	水入り試薬瓶	name	item	Vial of water
Vial	試薬瓶	name	item	Vial
Snape grass	スネイプ草	name	item	Snape grass
Pestle and mortar	杵と臼	name	item	Pestle and mortar
Unicorn horn dust	ユニコーンの角の粉	name	item	Unicorn horn dust
Unicorn horn	ユニコーンの角	name	item	Unicorn horn
White berries	白いベリー	name	item	White berries
Dragon scale dust	ドラゴンの鱗の粉	name	item	Dragon scale dust
Blue dragon scale	青竜の鱗	name	item	Blue dragon scale
Wine of zamorak	ザモラックのワイン	name	item	Wine of zamorak
Jangerberries	ジャンガベリー	name	item	Jangerberries
Guam leaf	グアム	name	item	Guam leaf
Marrentill	マレンテル	name	item	Marrentill
Tarromin	タロミン	name	item	Tarromin
Harralander	ハラランダー	name	item	Harralander
Ranarr weed	ラナー	name	item	Ranarr weed
Irit leaf	アイリット	name	item	Irit leaf
Avantoe	アバント―	name	item	Avantoe
Kwuarm	クワーム	name	item	Kwuarm
Cadantine	カンダタイン	name	item	Cadantine
Dwarf weed	ドワーフ草	name	item	Dwarf weed
Torstol	トーストル	name	item	Torstol
Pressure gauge	圧力計	name	item	Pressure gauge
Fish food	魚のエサ	name	item	Fish food
Poison	毒	name	item	Poison
Poisoned fish food	毒された魚のエサ	name	item	Poisoned fish food
Key	カギ	name	item	Key
Rubber tube	ゴムの管	name	item	Rubber tube
Oil can	油差し	name	item	Oil can
Cattleprod	牛追い棒	name	item	Cattleprod
Sheep feed	羊のエサ	name	item	Sheep feed
Sheep bones (1)	羊の骨（１）	name	item	Sheep bones (1)
Sheep bones (2)	羊の骨（２）	name	item	Sheep bones (2)
Sheep bones (3)	羊の骨（３）	name	item	Sheep bones (3)
Sheep bones (4)	羊の骨（４）	name	item	Sheep bones (4)
Plague jacket	疫病のジャケット	name	item	Plague jacket
Plague trousers	疫病のズボン	name	item	Plague trousers
Orange goblin mail	オレンジゴブリンの帷子	name	item	Orange goblin mail
Blue goblin mail	青いゴブリンの帷子	name	item	Blue goblin mail
Goblin mail	ゴブリンの帷子	name	item	Goblin mail
Research package	研究荷物	name	item	Research package
Research notes	研究の記録	name	item	Research notes
Book on baxtorian	バクストリアンに関する本	name	item	Book on baxtorian
Glarial's pebble	グラリアルの小石	name	item	Glarial's pebble
Glarial's amulet	グラリアルのアミュレット	name	item	Glarial's amulet
Glarial's urn	グラリアルの壺	name	item	Glarial's urn
Glarial's urn (empty)	グラリアルの壺（空）	name	item	Glarial's urn (empty)
Mithril seeds	ミスリルの種	name	item	Mithril seeds
Rat's tail	ネズミの尻尾	name	item	Rat's tail
Lobster pot	ロブスターのカゴ	name	item	Lobster pot
Small fishing net	小さい漁網	name	item	Small fishing net
Big fishing net	大きい漁網	name	item	Big fishing net
Fishing rod	釣り竿	name	item	Fishing rod
Fly fishing rod	フライロッド	name	item	Fly fishing rod
Harpoon	銛	name	item	Harpoon
Fishing bait	釣りエサ	name	item	Fishing bait
Feather	羽	name	item	Feather
Shrimps	エビ	name	item	Shrimps
Raw shrimps	生エビ	name	item	Raw shrimps
Anchovies	アンチョビ	name	item	Anchovies
Raw anchovies	生のアンチョビ	name	item	Raw anchovies
Burnt fish	焦げた魚	name	item	Burnt fish
Sardine	イワシ	name	item	Sardine
Raw sardine	生のイワシ	name	item	Raw sardine
Salmon	サケ	name	item	Salmon
Raw salmon	生のサケ	name	item	Raw salmon
Trout	マス	name	item	Trout
Raw trout	生のマス	name	item	Raw trout
Giant carp	巨大な鯉	name	item	Giant carp
Raw giant carp	生の巨大な鯉	name	item	Raw giant carp
Cod	タラ	name	item	Cod
Raw cod	生のタラ	name	item	Raw cod
Raw herring	生のニシン	name	item	Raw herring
Herring	ニシン	name	item	Herring
Raw pike	生のパイク	name	item	Raw pike
Pike	パイク	name	item	Pike
Raw mackerel	生のサバ	name	item	Raw mackerel
Mackerel	サバ	name	item	Mackerel
Raw tuna	生のマグロ	name	item	Raw tuna
Tuna	マグロ	name	item	Tuna
Raw bass	生のバス	name	item	Raw bass
Bass	バス	name	item	Bass
Raw swordfish	生のカジキ	name	item	Raw swordfish
Swordfish	カジキ	name	item	Swordfish
Burnt swordfish	焦げたカジキ	name	item	Burnt swordfish
Raw lobster	生のロブスター	name	item	Raw lobster
Lobster	ロブスター	name	item	Lobster
Burnt lobster	焦げたロブスター	name	item	Burnt lobster
Raw shark	生のサメ	name	item	Raw shark
Shark	サメ	name	item	Shark
Burnt shark	焦げたサメ	name	item	Burnt shark
Raw manta ray	生のマンタ	name	item	Raw manta ray
Manta ray	マンタ	name	item	Manta ray
Burnt manta ray	焦げたマンタ	name	item	Burnt manta ray
Raw sea turtle	生のウミガメ	name	item	Raw sea turtle
Sea turtle	ウミガメ	name	item	Sea turtle
Burnt sea turtle	焦げたウミガメ	name	item	Burnt sea turtle
Seaweed	海藻	name	item	Seaweed
Edible seaweed	食用海藻	name	item	Edible seaweed
Casket	木箱	name	item	Casket
Oyster	カキ	name	item	Oyster
Empty oyster	空のカキ	name	item	Empty oyster
Oyster pearl	カキの真珠	name	item	Oyster pearl
Oyster pearls	カキの真珠	name	item	Oyster pearls
Ethenea	エテネア	name	item	Ethenea
Liquid honey	液状はちみつ	name	item	Liquid honey
Sulphuric broline	硫酸ブロリン	name	item	Sulphuric broline
Plague sample	ペストのサンプル	name	item	Plague sample
Touch paper	点火用紙	name	item	Touch paper
Distillator	蒸留器	name	item	Distillator
Lathas' amulet	ラサスのアミュレット	name	item	Lathas' amulet
Bird feed	鳥のエサ	name	item	Bird feed
Pigeon cage	鳩の檻	name	item	Pigeon cage
Priest gown	僧衣	name	item	Priest gown
Medical gown	医療用ガウン	name	item	Medical gown
Karamjan rum	カラムジャのラム酒	name	item	Karamjan rum
Chest key	宝箱のカギ	name	item	Chest key
Pirate message	海賊のメッセージ	name	item	Pirate message
Clay	粘土	name	item	Clay
Copper ore	銅鉱石	name	item	Copper ore
Tin ore	スズ鉱石	name	item	Tin ore
Iron ore	鉄鉱石	name	item	Iron ore
Silver ore	銀鉱石	name	item	Silver ore
Gold ore	金鉱石	name	item	Gold ore
'perfect' gold ore	「完璧」な金鉱石	name	item	'perfect' gold ore
Mithril ore	ミスリル鉱石	name	item	Mithril ore
Adamantite ore	アダマンタイト鉱石	name	item	Adamantite ore
Runite ore	ルーナイト鉱石	name	item	Runite ore
Coal	石炭	name	item	Coal
Barcrawl card	バークロールのカード	name	item	Barcrawl card
Scorpion cage	サソリの檻	name	item	Scorpion cage
Strange fruit	奇妙な果物	name	item	Strange fruit
Pickaxe handle	ツルハシの柄	name	item	Pickaxe handle
Broken pickaxe	壊れたツルハシ	name	item	Broken pickaxe
Bronze pick head	青銅のツルハシのヘッド	name	item	Bronze pick head
Iron pick head	鉄のツルハシのヘッド	name	item	Iron pick head
Steel pick head	鋼鉄のツルハシのヘッド	name	item	Steel pick head
Mithril pick head	ミスリルのツルハシのヘッド	name	item	Mithril pick head
Adamant pick head	アダマントのツルハシのヘッド	name	item	Adamant pick head
Rune pick head	ルーンのツルハシのヘッド	name	item	Rune pick head
Axe handle	斧の柄	name	item	Axe handle
Broken axe	壊れた斧	name	item	Broken axe
Bronze axe head	青銅の斧の金属部分	name	item	Bronze axe head
Iron axe head	鉄の斧の金属部分	name	item	Iron axe head
Steel axe head	鋼鉄の斧の金属部分	name	item	Steel axe head
Black axe head	黒鉄の斧の金属部分	name	item	Black axe head
Mithril axe head	ミスリルの斧の金属部分	name	item	Mithril axe head
Adamant axe head	アダマントの斧の金属部分	name	item	Adamant axe head
Rune axe head	ルーンの斧の金属部分	name	item	Rune axe head
Enchanted beef	魔法の牛肉	name	item	Enchanted beef
Enchanted rat	魔法のネズミ肉	name	item	Enchanted rat
Enchanted bear	魔法の熊肉	name	item	Enchanted bear
Enchanted chicken	魔法の鶏肉	name	item	Enchanted chicken
Bones	骨	name	item	Bones
Burnt bones	焦げた骨	name	item	Burnt bones
Bat bones	コウモリの骨	name	item	Bat bones
Big bones	大きい骨	name	item	Big bones
Babydragon bones	幼い竜の骨	name	item	Babydragon bones
Dragon bones	竜の骨	name	item	Dragon bones
Druid's robe	ドルイドのローブ下	name	item	Druid's robe
Druid's robe top	ドルイドのローブ上	name	item	Druid's robe top
Monk's robe	僧侶のローブ下	name	item	Monk's robe
Monk's robe top	僧侶のローブ上	name	item	Monk's robe top
Shade robe top	影のローブ上	name	item	Shade robe top
Shade robe	影のローブ下	name	item	Shade robe
Newcomer map	初心者用の地図	name	item	Newcomer map
Ghostspeak amulet	霊語のアミュレット	name	item	Ghostspeak amulet
Ghost's skull	幽霊の頭蓋骨	name	item	Ghost's skull
Fire rune	火のルーン	name	item	Fire rune
Water rune	水のルーン	name	item	Water rune
Air rune	大気のルーン	name	item	Air rune
Earth rune	土のルーン	name	item	Earth rune
Mind rune	心のルーン	name	item	Mind rune
Body rune	体のルーン	name	item	Body rune
Death rune	死のルーン	name	item	Death rune
Nature rune	自然のルーン	name	item	Nature rune
Chaos rune	混沌のルーン	name	item	Chaos rune
Law rune	法のルーン	name	item	Law rune
Cosmic rune	宇宙のルーン	name	item	Cosmic rune
Blood rune	血のルーン	name	item	Blood rune
Soul rune	魂のルーン	name	item	Soul rune
Unpowered orb	無効力のオーブ	name	item	Unpowered orb
Fire orb	火のオーブ	name	item	Fire orb
Water orb	水のオーブ	name	item	Water orb
Air orb	大気のオーブ	name	item	Air orb
Earth orb	土のオーブ	name	item	Earth orb
Blue wizard robe	青い魔法使いのローブ	name	item	Blue wizard robe
Blue wizard hat	青い魔法使いの帽子	name	item	Blue wizard hat
Black robe	黒いローブ	name	item	Black robe
Bailing bucket	排水バケツ	name	item	Bailing bucket
Orb of protection	防御のオーブ	name	item	Orb of protection
Orbs of protection	防御のオーブ	name	item	Orbs of protection
Gnome amulet	ノームのアミュレット	name	item	Gnome amulet
Tinderbox	火打石の箱	name	item	Tinderbox
Ashes	灰	name	item	Ashes
Lit torch	点火された松明	name	item	Lit torch
Torch	松明	name	item	Torch
Unlit torch	未点火の松明	name	item	Unlit torch
Bronze fire arrow	青銅の火矢	name	item	Bronze fire arrow
Astronomy book	天文学の本	name	item	Astronomy book
Goblin kitchen key	ゴブリンの台所のカギ	name	item	Goblin kitchen key
Lens mould	レンズの鋳型	name	item	Lens mould
Observatory lens	天文台のレンズ	name	item	Observatory lens
Bone shard	骨の破片	name	item	Bone shard
Bone key	骨のカギ	name	item	Bone key
Stone-plaque	石板	name	item	Stone-plaque
Tattered scroll	ぼろぼろの巻き物	name	item	Tattered scroll
Crumpled scroll	くしゃくしゃの巻物	name	item	Crumpled scroll
Rashiliyia corpse	ラシリーアの死体	name	item	Rashiliyia corpse
Zadimus corpse	ザジマスの死体	name	item	Zadimus corpse
Locating crystal	定位の水晶	name	item	Locating crystal
Beads of the dead	死者の玉	name	item	Beads of the dead
Coins	コイン	name	item	Coins
Bone beads	骨の玉	name	item	Bone beads
Paramaya ticket	パラマヤのチケット	name	item	Paramaya ticket
Ship ticket	船のチケット	name	item	Ship ticket
Sword pommel	剣の柄頭	name	item	Sword pommel
Bervirius notes	ベルビリウスのメモ	name	item	Bervirius notes
Wampum belt	ワムパムの帯	name	item	Wampum belt
Pink boots	ピンク色の靴	name	item	Pink boots
Green boots	緑色の靴	name	item	Green boots
Blue boots	青色の靴	name	item	Blue boots
Cream boots	クリーム色の靴	name	item	Cream boots
Turquoise boots	トルコ石色の靴	name	item	Turquoise boots
Pink robe top	ピンク色のローブ上	name	item	Pink robe top
Green robe top	緑色のローブ上	name	item	Green robe top
Blue robe top	青色のローブ上	name	item	Blue robe top
Cream robe top	クリーム色のローブ上	name	item	Cream robe top
Turquoise robe top	トルコ石色のローブ上	name	item	Turquoise robe top
Pink robe bottoms	ピンク色のローブ下	name	item	Pink robe bottoms
Green robe bottoms	緑色のローブ下	name	item	Green robe bottoms
Blue robe bottoms	青色のローブ下	name	item	Blue robe bottoms
Cream robe bottoms	クリーム色のローブ下	name	item	Cream robe bottoms
Turquoise robe bottoms	トルコ石色のローブ下	name	item	Turquoise robe bottoms
Pink hat	ピンク色の帽子	name	item	Pink hat
Green hat	緑色の帽子	name	item	Green hat
Blue hat	青色の帽子	name	item	Blue hat
Cream hat	クリーム色の帽子	name	item	Cream hat
Turquoise hat	トルコ石色の帽子	name	item	Turquoise hat
Portrait	肖像画	name	item	Portrait
Blurite sword	ブルライトの剣	name	item	Blurite sword
Blurite ore	ブルタイト鉱石	name	item	Blurite ore
Specimen jar	標本瓶	name	item	Specimen jar
Specimen brush	標本のブラシ	name	item	Specimen brush
Animal skull	動物の頭蓋骨	name	item	Animal skull
Special cup	特別なコップ	name	item	Special cup
Teddy	ぬいぐるみ	name	item	Teddy
Cracked sample	ひび割れたサンプル	name	item	Cracked sample
Rock pick	ツルハシ	name	item	Rock pick
Trowel	こて	name	item	Trowel
Panning tray	パントレイ	name	item	Panning tray
Nuggets	金属の一塊	name	item	Nuggets
Ancient talisman	古代のタリスマン	name	item	Ancient talisman
Unstamped letter	切手のない手紙	name	item	Unstamped letter
Sealed letter	封印された手紙	name	item	Sealed letter
Belt buckle	バックル	name	item	Belt buckle
Old boot	古い靴	name	item	Old boot
Rusty sword	錆びた剣	name	item	Rusty sword
Broken arrow	折れた矢	name	item	Broken arrow
Buttons	ボタン	name	item	Buttons
Broken staff	折れた杖	name	item	Broken staff
Broken glass	割れたグラス	name	item	Broken glass
Level 1 certificate	レベル１証明書	name	item	Level 1 certificate
Level 2 certificate	レベル２証明書	name	item	Level 2 certificate
Level 3 certificate	レベル３証明書	name	item	Level 3 certificate
Ceramic remains	陶器の遺物	name	item	Ceramic remains
Old tooth	古い歯	name	item	Old tooth
Invitation letter	招待状	name	item	Invitation letter
Damaged armour	破損した鎧	name	item	Damaged armour
Broken armour	壊れた胸甲	name	item	Broken armour
Stone tablet	石板	name	item	Stone tablet
Chemical powder	化学粉末	name	item	Chemical powder
Ammonium nitrate	硝酸アンモニウム	name	item	Ammonium nitrate
Unidentified liquid	未確認の液体	name	item	Unidentified liquid
Nitroglycerin	ニトログリセリン	name	item	Nitroglycerin
Ground charcoal	ひかれた炭	name	item	Ground charcoal
Mixed chemicals	混合した化学物質	name	item	Mixed chemicals
Chemical compound	化合物	name	item	Chemical compound
Arcenia root	アルセニアの根	name	item	Arcenia root
Vase	花瓶	name	item	Vase
Book on chemicals	化学に関する本	name	item	Book on chemicals
Cup of tea	紅茶一杯	name	item	Cup of tea
Clue scroll	宝探しの巻物	name	item	Clue scroll
Radimus notes	ラジマスのメモ	name	item	Radimus notes
Bullroarer	うなり木	name	item	Bullroarer
Scrawled note	殴り書きのメモ	name	item	Scrawled note
A scribbled note	落書きのメモ	name	item	A scribbled note
Scrumpled note	しわくちゃのメモ	name	item	Scrumpled note
Sketch	スケッチ	name	item	Sketch
Gold bowl	金のボール	name	item	Gold bowl
Blessed gold bowl	祝福の金のボール	name	item	Blessed gold bowl
Golden bowl	金のボール	name	item	Golden bowl
Hollow reed	空洞のアシ	name	item	Hollow reed
Shaman's tome	シャーマンの書	name	item	Shaman's tome
Binding book	束縛の本	name	item	Binding book
Enchanted vial	魔法の試薬瓶	name	item	Enchanted vial
Holy water	聖なる水	name	item	Holy water
Smashed glass	割れたガラス	name	item	Smashed glass
Yommi tree seeds	ヨミー木の種	name	item	Yommi tree seeds
Snakeweed mixture	スネーク草の混合物	name	item	Snakeweed mixture
Ardrigal mixture	アードリガルの混合物	name	item	Ardrigal mixture
Bravery potion	勇気の増強薬	name	item	Bravery potion
Chunk of crystal	水晶のかたまり	name	item	Chunk of crystal
Hunk of crystal	水晶の塊	name	item	Hunk of crystal
Lump of crystal	水晶の一塊	name	item	Lump of crystal
Heart crystal	ハートの水晶	name	item	Heart crystal
Dark dagger	暗黒の短剣	name	item	Dark dagger
Glowing dagger	光る短剣	name	item	Glowing dagger
Holy force	聖なる力	name	item	Holy force
Yommi totem	ヨミーのトーテム	name	item	Yommi totem
Gilded totem	金色のトーテム	name	item	Gilded totem
Gnomeball	ノームボール	name	item	Gnomeball
Cadava berries	カダバベリー	name	item	Cadava berries
Message	手紙	name	item	Message
Cadava potion	カダバの薬液	name	item	Cadava potion
Book	本	name	item	Book
Phoenix hq key	フェニックス本部のカギ	name	item	Phoenix hq key
Weapon store key	武器庫のカギ	name	item	Weapon store key
Intel report	報告書	name	item	Intel report
Falador shield	ファラドーの盾	name	item	Falador shield
Broken shield	割れた盾	name	item	Broken shield
Coal bag	石炭の袋	name	item	Coal bag
Gem bag	宝石の袋	name	item	Gem bag
Phoenix crossbow	フェニックスの洋弓銃	name	item	Phoenix crossbow
Certificate	証明書	name	item	Certificate
Ardougne cloak	アルドインのマント	name	item	Ardougne cloak
Dramen branch	ドラメンの枝	name	item	Dramen branch
Dramen staff	ドラメンの杖	name	item	Dramen staff
'perfect' ring	「完璧」な指輪	name	item	'perfect' ring
'perfect' necklace	「完璧」なネックレス	name	item	'perfect' necklace
Cooking gauntlets	料理用手袋	name	item	Cooking gauntlets
Goldsmith gauntlets	金細工師の手袋	name	item	Goldsmith gauntlets
Chaos gauntlets	混沌の手袋	name	item	Chaos gauntlets
Steel gauntlets	鋼鉄の籠手	name	item	Steel gauntlets
Crest part	家紋の一部	name	item	Crest part
Family crest	家紋	name	item	Family crest
Bark sample	樹皮のサンプル	name	item	Bark sample
Translation book	翻訳の本	name	item	Translation book
Glough's journal	グローの日記	name	item	Glough's journal
Hazelmere's scroll	ヘイゼルミアの巻物	name	item	Hazelmere's scroll
Lumber order	木材の注文	name	item	Lumber order
Glough's key	グローのカギ	name	item	Glough's key
Twigs	小枝	name	item	Twigs
Daconia rock	ダコニアの石	name	item	Daconia rock
Invasion plans	侵攻の計画	name	item	Invasion plans
War ship	軍艦	name	item	War ship
Bronze thrownaxe	青銅の投げ斧	name	item	Bronze thrownaxe
Iron thrownaxe	鉄の投げ斧	name	item	Iron thrownaxe
Steel thrownaxe	鋼鉄の投げ斧	name	item	Steel thrownaxe
Mithril thrownaxe	ミスリルの投げ斧	name	item	Mithril thrownaxe
Adamant thrownaxe	アダマントの投げ斧	name	item	Adamant thrownaxe
Rune thrownaxe	ルーンの投げ斧	name	item	Rune thrownaxe
Bronze dart	青銅のダーツ	name	item	Bronze dart
Iron dart	鉄のダーツ	name	item	Iron dart
Steel dart	鋼鉄のダーツ	name	item	Steel dart
Mithril dart	ミスリルのダーツ	name	item	Mithril dart
Adamant dart	アダマントのダーツ	name	item	Adamant dart
Rune dart	ルーンのダーツ	name	item	Rune dart
Bronze dart(p)	青銅のダーツ（毒）	name	item	Bronze dart(p)
Iron dart (p)	鉄のダーツ（毒）	name	item	Iron dart (p)
Steel dart(p)	鋼鉄のダーツ（毒）	name	item	Steel dart(p)
Mithril dart(p)	ミスリルのダーツ（毒）	name	item	Mithril dart(p)
Adamant dart(p)	アダマントのダーツ（毒）	name	item	Adamant dart(p)
Rune dart(p)	ルーンのダーツ（毒）	name	item	Rune dart(p)
Poisoned dart(p)	毒のダーツ（毒）	name	item	Poisoned dart(p)
Bronze dart tip	青銅のダーツの先端	name	item	Bronze dart tip
Iron dart tip	鉄のダーツの先端	name	item	Iron dart tip
Steel dart tip	鋼鉄のダーツの先端	name	item	Steel dart tip
Mithril dart tip	ミスリルのダーツの先端	name	item	Mithril dart tip
Adamant dart tip	アダマントのダーツの先端	name	item	Adamant dart tip
Rune dart tip	ルーンのダーツの先端	name	item	Rune dart tip
