english	translation	category	sub_category	source
Uncharge	Descarregar	inventoryActions	item	Broodoo shield (10)
Scan	Escanear	inventoryActions	item	Commorb
Contact	Contatar	inventoryActions	item	Commorb
Playback	Reproduzir	inventoryActions	item	Commorb
Talk-At	Falar-com	inventoryActions	item	Fishbowl
Play-With	Brincar-Com	inventoryActions	item	Fishbowl
Feed	Alimentar	inventoryActions	item	Fishbowl
Untangle		inventoryActions	item	Fishbowl and net
Check-charge	Verificar-cargas	inventoryActions	item	Camulet
Display	Exibir 	inventoryActions	item	Zombie head
Question		inventoryActions	item	Zombie head
Chant	Entoar	inventoryActions	item	Demonic sigil
Feel	Sentir	inventoryActions	item	Enchanted key
Remove-rat		inventoryActions	item	Rat pole
Jump		inventoryActions	item	Blue marionette
Bow		inventoryActions	item	Blue marionette
Talk-to	Falar-com	inventoryActions	item	Progress hat
Return		inventoryActions	item	Prison key
Smell		inventoryActions	item	Spicy stew
Release-all	Libertar-todos	inventoryActions	item	Balloon toad
Wind		inventoryActions	item	Toy soldier
Separate		inventoryActions	item	Kbd heads
Unstuff		inventoryActions	item	Stuffed crawling hand
Varrock	Varrock	inventoryActions	item	Varrock teleport
Grand Exchange	Mercado Geral (GE)	inventoryActions	item	Varrock teleport
Camelot	Camelot	inventoryActions	item	Camelot teleport
Seers' Village	Aldeia dos Videntes	inventoryActions	item	Camelot teleport
Watchtower	Torre de Vigia	inventoryActions	item	Watchtower teleport
Yanille	Yanille	inventoryActions	item	Watchtower teleport
Inside	Interior	inventoryActions	item	Teleport to house
Outside	Exterior	inventoryActions	item	Teleport to house
Group	Grupo	inventoryActions	item	Teleport to house
Info		inventoryActions	item	Enchant sapphire or opal
Dust-hands		inventoryActions	item	Ground ashes
Talk-To	Falar-Com	inventoryActions	item	Monkey
Invoke	Invocar	inventoryActions	item	Skull sceptre
Divine		inventoryActions	item	Skull sceptre
Convert		inventoryActions	item	Pharaoh's sceptre
Launch		inventoryActions	item	Grand seed pod
Squash		inventoryActions	item	Grand seed pod
Pour		inventoryActions	item	Mixed blizzard
Add-ingreds		inventoryActions	item	Mixed saturday
Unpack		inventoryActions	item	Proselyte harness m
Shape-Earth		inventoryActions	item	Page 1
Shape-Air		inventoryActions	item	Page 1
Shape-Fire		inventoryActions	item	Page 2
Shape-Water		inventoryActions	item	Page 2
Shape-Mind		inventoryActions	item	Page 3
Teleport	Teleportar	inventoryActions	item	Strength cape
Toggle Effect	Alternar Efeito	inventoryActions	item	Defence cape
Toggle Respawn	Alternar Renascimento	inventoryActions	item	Defence cape
Commune		inventoryActions	item	Ranging cape
Spellbook	Livro de feitiços	inventoryActions	item	Magic cape
Stamina Boost		inventoryActions	item	Agility cape
Tele to POH	Teleporte para a POH	inventoryActions	item	Construct. cape
Fishing Guild	Guilda dos Pescadores	inventoryActions	item	Fishing cape
Otto's Grotto	Gruta do Otto	inventoryActions	item	Fishing cape
Trim		inventoryActions	item	Quest point cape
Load		inventoryActions	item	White destabiliser
Split		inventoryActions	item	Cap and goggles
Lay		inventoryActions	item	Bird snare
Check totals		inventoryActions	item	Butterfly net
Bank		inventoryActions	item	Imp-in-a-box(2)
Translate		inventoryActions	item	Research notes
Write-Role		inventoryActions	item	Scroll
Clear		inventoryActions	item	Scroll
Tell-red		inventoryActions	item	Attacker horn
Tell-green		inventoryActions	item	Attacker horn
Tell-blue		inventoryActions	item	Attacker horn
Medic		inventoryActions	item	Attacker horn
Look-in		inventoryActions	item	Collection bag
Tell-tofu		inventoryActions	item	Healer horn
Tell-crackers		inventoryActions	item	Healer horn
Tell-worms		inventoryActions	item	Healer horn
Tell-meat		inventoryActions	item	Defender horn
Tell-controlled		inventoryActions	item	Collector horn
Tell-accurate		inventoryActions	item	Collector horn
Tell-aggressive		inventoryActions	item	Collector horn
Tell-defensive		inventoryActions	item	Collector horn
Check tax		inventoryActions	item	Empty tax bag
Check taxes		inventoryActions	item	Bulging taxbag
Pray-over		inventoryActions	item	Blessed lamp
Recite-prayer		inventoryActions	item	Prayer book
Operate		inventoryActions	item	Beacon ring
Gem Mine		inventoryActions	item	Karamja gloves 3
Loot		inventoryActions	item	Baby impling jar
Impling-jar		inventoryActions	item	Jar generator
Butterfly-jar		inventoryActions	item	Jar generator
Toggle-view		inventoryActions	item	Impling scroll
Copy to log		inventoryActions	item	Ancient page
Discard		inventoryActions	item	Anti-dragon shield (nz)
Take-one		inventoryActions	item	Herb box
Bank-all		inventoryActions	item	Herb box
Refund		inventoryActions	item	Scroll of redirection
Revert		inventoryActions	item	Rimmington teleport
Dismantle		inventoryActions	item	Armadyl godsword
Disassemble		inventoryActions	item	Slayer helmet
Deposit		inventoryActions	item	Looting bag
Settings		inventoryActions	item	Looting bag
Spawn Item		inventoryActions	item	Holiday tool
Dissolve		inventoryActions	item	Abyssal tentacle
Check completion		inventoryActions	item	Challenge scroll (elite)
Check rank		inventoryActions	item	Druidic wreath
Configure		inventoryActions	item	Annakarl teleport
Extract		inventoryActions	item	Nest box (empty)
Unload		inventoryActions	item	Toxic blowpipe
Untrim		inventoryActions	item	Quest point cape (t)
Duradel		inventoryActions	item	Karamja gloves 4
Ecto Teleport		inventoryActions	item	Morytania legs 1
Burgh Teleport		inventoryActions	item	Morytania legs 3
Activity		inventoryActions	item	Bonecrusher
Recharge-prayer		inventoryActions	item	Falador shield 1
Monastery Teleport		inventoryActions	item	Ardougne cloak 1
Farm Teleport		inventoryActions	item	Ardougne cloak 2
Energy	Energia de corrida	inventoryActions	item	Explorer's ring 1
Alchemy	Alquimia	inventoryActions	item	Explorer's ring 1
Functions	Funções	inventoryActions	item	Explorer's ring 2
Nardah	Nardah	inventoryActions	item	Desert amulet 4
Kalphite cave	Caverna Kalphita	inventoryActions	item	Desert amulet 4
Emote	Ação	inventoryActions	item	Diango's claws
Redeem	Resgatar	inventoryActions	item	Old school bond
Restore		inventoryActions	item	Tanzanite helm (uncharged)
Scramble	Mexido	inventoryActions	item	Rotten egg
Poach		inventoryActions	item	Rotten egg
Fry	Frito	inventoryActions	item	Rotten egg
Pickle		inventoryActions	item	Rotten egg
Consume		inventoryActions	item	Saradomin's light
Teleports		inventoryActions	item	Max cape
Metamorphosis		inventoryActions	item	Beaver
Chew		inventoryActions	item	Rotten onion
Take-grubs		inventoryActions	item	Bucket of sandworms
Pack		inventoryActions	item	Shayzien supply crate
Check charges		inventoryActions	item	Chronicle
Transform		inventoryActions	item	Monkey
Lap-count		inventoryActions	item	Monkey
Combine		inventoryActions	item	Torn clue scroll (part 1)
Recoil settings		inventoryActions	item	Ring of suffering (r)
Pages		inventoryActions	item	Tome of fire
Invigorate		inventoryActions	item	Imbued heart
Look at		inventoryActions	item	Snow globe
Snow		inventoryActions	item	Snow globe
Options		inventoryActions	item	Amulet of chemistry
Change-style		inventoryActions	item	Rainbow scarf
Chill		inventoryActions	item	Hand fan
Remove default		inventoryActions	item	Master scroll book
Throw-water		inventoryActions	item	Heat-proof vessel
Throw-water direction		inventoryActions	item	Heat-proof vessel
Check-level		inventoryActions	item	Heat-proof vessel
Roll		inventoryActions	item	Hoop snake
Channel		inventoryActions	item	Merfolk trident
Puff		inventoryActions	item	Pufferfish
Take fish		inventoryActions	item	Bowl of fish
Reminisce		inventoryActions	item	Kharedst's memoirs
Toggle-absorption		inventoryActions	item	Bracelet of ethereum
Elite		inventoryActions	item	Useful rock
Master		inventoryActions	item	Useful rock
Assessment		inventoryActions	item	Useful rock
Control		inventoryActions	item	Rotten cabbage
Spectate		inventoryActions	item	Rotten cabbage
Charge		inventoryActions	item	Sanguinesti staff
Scry		inventoryActions	item	Oculus orb
Bloom		inventoryActions	item	Ivandis flail
Ver Sinhaza		inventoryActions	item	Drakan's medallion
Darkmeyer		inventoryActions	item	Drakan's medallion
Slepe		inventoryActions	item	Drakan's medallion
Tele		inventoryActions	item	Rotten carrot
Kill Bot		inventoryActions	item	Rotten carrot
Kill Area		inventoryActions	item	Rotten carrot
Change		inventoryActions	item	Sinhaza shroud tier 1
Auto-afk		inventoryActions	item	Escape crystal
Open-all		inventoryActions	item	Coin pouch
Swap		inventoryActions	item	Thammaron's sceptre (u)
Close		inventoryActions	item	Looting bag
Weiss		inventoryActions	item	Icy basalt
Troll Stronghold		inventoryActions	item	Stony basalt
Fletch		inventoryActions	item	Celastrus bark
Kourend Woodland		inventoryActions	item	Rada's blessing 1
Mount Karuulm		inventoryActions	item	Rada's blessing 3
Check/Uncharge		inventoryActions	item	Bonecrusher necklace
Take		inventoryActions	item	Seed pack
Take-all		inventoryActions	item	Seed pack
Fill/Check		inventoryActions	item	Bottomless compost bucket
Easter dance		inventoryActions	item	Giant easter egg
Cut-open		inventoryActions	item	Giant egg sac(full)
Check-eggs		inventoryActions	item	Giant egg sac(full)
Remove-eggs		inventoryActions	item	Giant egg sac
Scrutinise		inventoryActions	item	Guthixian icon
Chase		inventoryActions	item	Cat ears
Last-destination		inventoryActions	item	Fairy mushroom
Teleport-back		inventoryActions	item	Crystal of memories
Check-memories		inventoryActions	item	Crystal of memories
Withdraw		inventoryActions	item	Extradimensional bag
Settings/Destroy		inventoryActions	item	Extradimensional bag
League Setup		inventoryActions	item	League tomato
League 2 Debug		inventoryActions	item	League tomato
League 3 Debug		inventoryActions	item	League tomato
Toggle-colour		inventoryActions	item	Soul cape
Scatter		inventoryActions	item	Fiendish ashes
Trollheim		inventoryActions	item	Ghommal's hilt 1
Mor Ul Rek		inventoryActions	item	Ghommal's hilt 4
Unattune		inventoryActions	item	Sigil of resilience
Attune		inventoryActions	item	Sigil of resilience
Make scary noise		inventoryActions	item	Jered's empty wine bottle
Reverse		inventoryActions	item	Ugly halloween jumper (orange)
Wake-ghost		inventoryActions	item	Haunted wine bottle
Read-tag		inventoryActions	item	Secret santa present (red)
Change-colour		inventoryActions	item	Secret santa present (red)
Dismantle kit		inventoryActions	item	Abyssal whip (or)
Change Spellbook		inventoryActions	item	Arcane grimoire
Previous Spellbook		inventoryActions	item	Arcane grimoire
Check Previous		inventoryActions	item	Arcane grimoire
Unimbue		inventoryActions	item	Wristbands of the arena (i)
Last Destination		inventoryActions	item	Ring of the elements
Last-Teleport		inventoryActions	item	Pharaoh's sceptre
Attach		inventoryActions	item	Cursed phalanx
Place		inventoryActions	item	Mirror
Withdraw 1		inventoryActions	item	Supplies
Withdraw All		inventoryActions	item	Supplies
Resupply		inventoryActions	item	Supplies
Apply		inventoryActions	item	Silk dressing (2)
Crack		inventoryActions	item	Blessed crystal scarab (2)
Crush		inventoryActions	item	Smelling salts (2)
Take-from		inventoryActions	item	Infinite money bag
Help		inventoryActions	item	Fresh start helper
Sniff		inventoryActions	item	Smelly sock
Destinations		inventoryActions	item	Ghommal's avernic defender 5
Craft		inventoryActions	item	Secateurs blade
History		inventoryActions	item	Mulch
Recall		inventoryActions	item	Blackstone fragment
Squeeze		inventoryActions	item	Detonator
Set-off		inventoryActions	item	Stink bomb
Fairy-ring		inventoryActions	item	Trinket of fairies
Spirit-tree		inventoryActions	item	Trinket of fairies
Summon		inventoryActions	item	Trinket of undead
Nexus		inventoryActions	item	Globetrotter pendant
Jewellery		inventoryActions	item	Globetrotter pendant
Note-Quantity		inventoryActions	item	Banker's note
Un-note-Quantity		inventoryActions	item	Banker's note
Dismiss		inventoryActions	item	Guardian horn
Toggle-modes		inventoryActions	item	Guardian horn
Change-outfit		inventoryActions	item	Guardian horn
Change Prayerbook		inventoryActions	item	Ruinous powers
Toggle-activity		inventoryActions	item	Echo boots
Signal		inventoryActions	item	Basic quetzal whistle
Rumour		inventoryActions	item	Basic quetzal whistle
Break-down		inventoryActions	item	Blessed bone statuette
Edgeville	Fronteiriça (Edgeville)	inventoryActions	item	Amulet of glory(1)
Karamja	Karamja	inventoryActions	item	Amulet of glory(1)
Draynor Village	Vila Draynor	inventoryActions	item	Amulet of glory(1)
Al Kharid	Al-Kharid	inventoryActions	item	Amulet of glory(1)
Tan Leather		inventoryActions	item	Leather
Recharge Dragonstone		inventoryActions	item	Dead orb
Emir's Arena	Arena do Emir	inventoryActions	item	Ring of dueling(8)
Castle Wars	Guerra das Cidadelas (CW)	inventoryActions	item	Ring of dueling(8)
Ferox Enclave	Enclave Ferox	inventoryActions	item	Ring of dueling(8)
Fortis Colosseum	Fortis Colosseum	inventoryActions	item	Ring of dueling(8)
Bloom		inventoryActions	item	Silver sickle (b)
Rellekka	Rellekka	inventoryActions	item	Enchanted lyre(1)
Waterbirth Island	Ilha da Natividade (Waterbirth)	inventoryActions	item	Enchanted lyre(1)
Neitiznot	Nénão (Neitiznot)	inventoryActions	item	Enchanted lyre(1)
Jatiszo	Éssim (Jatiszo)	inventoryActions	item	Enchanted lyre(1)
Burthorpe	Burthorpe 	inventoryActions	item	Games necklace(8)
Barbarian Outpost	Posto Bárbaro	inventoryActions	item	Games necklace(8)
Corporeal Beast	Fera Corpórea 	inventoryActions	item	Games necklace(8)
Tears of Guthix	Lágrimas de Guthix	inventoryActions	item	Games necklace(8)
Wintertodt Camp	Acampamento Wintertodt	inventoryActions	item	Games necklace(8)
Surrender		inventoryActions	item	Saradomin cloak
Fling		inventoryActions	item	Easter basket
Teleport	Teleporte	inventoryActions	item	Camulet
Geomancy	Geomancia	inventoryActions	item	Watering can
Boost		inventoryActions	item	Attack cape
Warriors' Guild	Guilda dos Guerreiros	inventoryActions	item	Strength cape
Lunar	Lunar	inventoryActions	item	Magic cape
Arceuus	Arceuus	inventoryActions	item	Magic cape
Standard	Padrão	inventoryActions	item	Magic cape
Ancient	Antigo (Ancient)	inventoryActions	item	Magic cape
Brimhaven	Brimhaven 	inventoryActions	item	Construct. cape
Home	Casa	inventoryActions	item	Construct. cape
Rimmington	Rimmington 	inventoryActions	item	Construct. cape
Taverley	Taverley 	inventoryActions	item	Construct. cape
Pollnivneach	Pollnivneach 	inventoryActions	item	Construct. cape
Hosidius	Hosidius	inventoryActions	item	Construct. cape
Aldarin	Aldarin	inventoryActions	item	Construct. cape
Hunter Guild	Guilda de Caça	inventoryActions	item	Hunter cape
Carnivorous Chinchompas	Chinchompas Carnivoras	inventoryActions	item	Hunter cape
Black Chinchompas	Chinchompas Negras	inventoryActions	item	Hunter cape
Check Totals	Verificar quantidade	inventoryActions	item	Butterfly net
Prance		inventoryActions	item	Reindeer hat
Farming Guild	Guilda de Agricultura 	inventoryActions	item	Skills necklace(4)
Mining Guild	Guilda dos Mineradores	inventoryActions	item	Skills necklace(4)
Crafting Guild	Guilda dos Artesãos (Crafting Guild)	inventoryActions	item	Skills necklace(4)
Cooking Guild	Guilda dos Cozinheiros (Cooking Guild)	inventoryActions	item	Skills necklace(4)
Woodcutting Guild	Guilda dos Lenhadores (WC Guild)	inventoryActions	item	Skills necklace(4)
Champions' Guild	Guilda dos Campeões (CG)	inventoryActions	item	Combat bracelet(4)
Monastery	Monastério	inventoryActions	item	Combat bracelet(4)
Ranging Guild	Guilda do Arqueiro (Ranging Guild)	inventoryActions	item	Combat bracelet(4)
Fossil Island		inventoryActions	item	Digsite pendant (1)
Lithkren Dungeon	Masmorra Lithkren	inventoryActions	item	Digsite pendant (1)
Digsite	Sítio de Escavação 	inventoryActions	item	Digsite pendant (1)
Fremennik Dungeon	Masmorra Fremennik	inventoryActions	item	Slayer ring (8)
Dark Beasts	Feras Sombrias	inventoryActions	item	Slayer ring (8)
Master	Mestre	inventoryActions	item	Slayer ring (8)
Stronghold	Fortaleza	inventoryActions	item	Slayer ring (8)
Slayer Tower	Torre dos Exterminadores (ST)	inventoryActions	item	Slayer ring (8)
Tarn's Lair	Covil de Tarn	inventoryActions	item	Slayer ring (8)
Miscellania	Miscelânea 	inventoryActions	item	Ring of wealth (5)
Falador	Faladore	inventoryActions	item	Ring of wealth (5)
Dondakan	Dondakan	inventoryActions	item	Ring of wealth (5)
Boss Log		inventoryActions	item	Ring of wealth (5)
Coin Collection		inventoryActions	item	Ring of wealth (5)
Tip		inventoryActions	item	Fedora
Basic Reanimation	Reanimação Básica	inventoryActions	item	Easter
Check Rank		inventoryActions	item	Druidic wreath
Karamja (Shilo)	Karamja (Shilo)	inventoryActions	item	Achievement diary cape (t)
Western Provinces	Províncias Ocidentais (WP)	inventoryActions	item	Achievement diary cape (t)
Karamja (Jungle)	Karamja (Selva)	inventoryActions	item	Achievement diary cape (t)
Twiggy O'Korn		inventoryActions	item	Achievement diary cape (t)
Karamja (Mor Ul Rek)		inventoryActions	item	Achievement diary cape (t)
Ardougne	Ardonha 	inventoryActions	item	Achievement diary cape (t)
Desert	Deserto	inventoryActions	item	Achievement diary cape (t)
Kourend & Kebos	Kourend & Kebos	inventoryActions	item	Achievement diary cape (t)
Lumbridge & Draynor	Lumbridge & Draynor	inventoryActions	item	Achievement diary cape (t)
Fremennik	Fremennik	inventoryActions	item	Achievement diary cape (t)
Morytania	Moritânia	inventoryActions	item	Achievement diary cape (t)
Kandarin	Kandarin	inventoryActions	item	Achievement diary cape (t)
Wilderness	Terra Selvagem	inventoryActions	item	Achievement diary cape (t)
Slayer Master	Mestre de Extermínio	inventoryActions	item	Karamja gloves 4
Ectofuntus Pit		inventoryActions	item	Morytania legs 1
Burgh de Rott	Rottemburgo (Burgh de Rott)	inventoryActions	item	Morytania legs 3
Recharge Prayer	Recarregar Oração	inventoryActions	item	Falador shield 1
Kandarin Monastery	Monastério de Kandarin	inventoryActions	item	Ardougne cloak 1
Ardougne Farm	Ardonha: Lotes de Agricultura	inventoryActions	item	Ardougne cloak 2
POH Portals	Portais POH	inventoryActions	item	Max cape
Carnivorous chinchompas	Chinchompas Carnivoras	inventoryActions	item	Max cape
Ring of Life	Anel da Vida	inventoryActions	item	Max cape
Black chinchompas	Chinchompas Negras	inventoryActions	item	Max cape
Warrior's Guild	Guilda do Guerreiro	inventoryActions	item	Max cape
Guild Teleports	Teleportes de Guildas	inventoryActions	item	Max cape
Skilling Areas	Áreas de Treinamento (Skilling)	inventoryActions	item	Max cape
Xeric's Lookout	Mirante Xeric (Xeric's Lookout)	inventoryActions	item	Xeric's talisman
Xeric's Glade	Paz de Xeric	inventoryActions	item	Xeric's talisman
Xeric's Inferno	Inferno de Xeric	inventoryActions	item	Xeric's talisman
Xeric's Heart	Coração de Xeric	inventoryActions	item	Xeric's talisman
Xeric's Honour	Honra de Xeric	inventoryActions	item	Xeric's talisman
Check Charges	Verificar cargas	inventoryActions	item	Chronicle
Teleport to Target	Teleportar ao Alvo	inventoryActions	item	Dead orb
Recoil Settings	Configurar Recuo	inventoryActions	item	Ring of suffering (r)
Swap	Trocar	inventoryActions	item	Bruma torch
The Outpost	O Posto Avançado	inventoryActions	item	Necklace of passage(5)
Eagles' Eyrie	Pico das Águias (Piscatoris)	inventoryActions	item	Necklace of passage(5)
Wizards' Tower	Torre dos Magos	inventoryActions	item	Necklace of passage(5)
Bandit Camp	Acampamento dos Bandidos	inventoryActions	item	Burning amulet(5)
Lava Maze	Labirinto de Lava	inventoryActions	item	Burning amulet(5)
Chaos Temple	Templo do Caos	inventoryActions	item	Burning amulet(5)
Throw-water north		inventoryActions	item	Heat-proof vessel
Throw-water east		inventoryActions	item	Heat-proof vessel
Throw-water south		inventoryActions	item	Heat-proof vessel
Throw-water west		inventoryActions	item	Heat-proof vessel
Recharge	Recarregar 	inventoryActions	item	Ancient wyvern shield
Lunch by the Lancalliums		inventoryActions	item	Kharedst's memoirs
The Fisher's Flute		inventoryActions	item	Kharedst's memoirs
History and Hearsay		inventoryActions	item	Kharedst's memoirs
Jewellery of Jubilation	Joalheria da Jubilação	inventoryActions	item	Kharedst's memoirs
A Dark Disposition	Disposição Sombria	inventoryActions	item	Kharedst's memoirs
Toggle absorption		inventoryActions	item	Bracelet of ethereum
Slash	Dilacerar	inventoryActions	item	Prop sword
Collections overview		inventoryActions	item	Collection log
Collections Overview		inventoryActions	item	Collection log
Collection Log	Coleção	inventoryActions	item	Collection log
Trophy Emote		inventoryActions	item	Twisted dragon trophy
Twisted Relic Emote		inventoryActions	item	Twisted cane
Use	Usar	inventoryActions	item	Plank sack
Open-All	Abrir-Tudo	inventoryActions	item	Supply crate
Trailblazer Relic Emote	Emote Relíquia Desbravadora (Trailblazer)	inventoryActions	item	Trailblazer cane
Trailblazer Area Emote		inventoryActions	item	Trailblazer cane
Change-Style		inventoryActions	item	Infernal harpoon (or)
Fairy-Ring		inventoryActions	item	Fairy mushroom
Spirit-tree		inventoryActions	item	Fairy mushroom
Tool-leprechauns		inventoryActions	item	Fairy mushroom
Teleport-back		inventoryActions	item	Crystal of echoes
Check-memories		inventoryActions	item	Crystal of echoes
Save-memory		inventoryActions	item	Crystal of echoes
League Debug		inventoryActions	item	League tomato
Setups		inventoryActions	item	League tomato
Skill Emote		inventoryActions	item	Shattered cane
Boss Emote		inventoryActions	item	Shattered cane
Quest Emote		inventoryActions	item	Shattered cane
Fragment Emote		inventoryActions	item	Shattered cane
Air Altar	Altar do Ar	inventoryActions	item	Ring of the elements
Water Altar	Altar da Água	inventoryActions	item	Ring of the elements
Earth Altar	Altar da Terra	inventoryActions	item	Ring of the elements
Fire Altar	Altar do Fogo	inventoryActions	item	Ring of the elements
Jalsavrah	Jalsavrah	inventoryActions	item	Pharaoh's sceptre
Jaleustrophos	Jaleustrophos	inventoryActions	item	Pharaoh's sceptre
Jaldraocht	Pirâmide de Jaldraocht	inventoryActions	item	Pharaoh's sceptre
Jaltevas	Jaltevas	inventoryActions	item	Pharaoh's sceptre
Accept trick-or-treat		inventoryActions	item	Treat cauldron
Forestry kit	Kit do Silvicultor (Forestry)	inventoryActions	item	Forestry basket
Log basket		inventoryActions	item	Forestry basket
Empty basket	Cesto vazio	inventoryActions	item	Forestry basket
Ancient Vault	Cofre Antigo	inventoryActions	item	Ring of shadows
Ghorrock Dungeon	Masmorra de Ghorrock	inventoryActions	item	Ring of shadows
The Scar	A Cicatriz	inventoryActions	item	Ring of shadows
Lassar Undercity	Cidade Inferior Lassar	inventoryActions	item	Ring of shadows
The Stranglewood	Floresta do Estrângulo (Stranglewood)	inventoryActions	item	Ring of shadows
Darkfrost	Darkfrost	inventoryActions	item	Pendant of ates
Twilight Temple	Templo Crepuscular	inventoryActions	item	Pendant of ates
Ralos' Rise		inventoryActions	item	Pendant of ates
North Aldarin	Norte de Aldarin	inventoryActions	item	Pendant of ates
Kastori	Kastori	inventoryActions	item	Pendant of ates
Nemus Retreat	Retiro Nemus	inventoryActions	item	Pendant of ates
Colour		inventoryActions	item	Beige pumpkin (disgusted)
Carve		inventoryActions	item	Beige pumpkin (disgusted)
Withdraw-all		inventoryActions	item	Forager's pouch
Withdraw-last		inventoryActions	item	Forager's pouch
Current-step	Passo-atual	inventoryActions	item	Clue compass
Collect	Coletar	inventoryActions	item	Pocket kingdom
Manage-kingdom	Administrar-Reino	inventoryActions	item	Pocket kingdom
Relic Emote		inventoryActions	item	Raging echoes cane
Area Emote		inventoryActions	item	Raging echoes cane
Detach		inventoryActions	item	Echo venator bow
Detatch		inventoryActions	item	Echo ahrim's robeskirt 75
Create-book		inventoryActions	item	Bronze staff of collection
