english	translation	category	sub_category	source
An amulet made by Lucien.	En amulett laget av Lucien.	examine	item	Pendant of lucien
Worn by followers of Armadyl.	Båret av tilhengere av Armadyl.	examine	item	Armadyl pendant
Magic boots that make you lighter than normal.	Magiske støvler som gjør deg lettere enn normalt.	examine	item	Boots of lightness
It's very soft!	Den er veldig myk!	examine	item	Child's blanket
I need another ingredient to finish this Guam potion.	Jeg trenger en annen ingrediens for å fullføre denne Guam-drikken.	examine	item	Guam potion (unf)
I need another ingredient to finish this Marrentill potion.	Jeg trenger en annen ingrediens for å fullføre denne Marrentill-drikken.	examine	item	Marrentill potion (unf)
I need another ingredient to finish this Tarromin potion.	Jeg trenger en annen ingrediens for å fullføre denne Tarromin-drikken.	examine	item	Tarromin potion (unf)
I need another ingredient to finish this Harralander potion.	Jeg trenger en annen ingrediens for å fullføre denne Harralander-drikken.	examine	item	Harralander potion (unf)
I need another ingredient to finish this Ranarr potion.	Jeg trenger en annen ingrediens for å fullføre denne Ranarr-drikken.	examine	item	Ranarr potion (unf)
I need another ingredient to finish this Irit potion.	Jeg trenger en annen ingrediens for å fullføre denne Irit-drikken.	examine	item	Irit potion (unf)
I need another ingredient to finish this Avantoe potion.	Jeg trenger en annen ingrediens for å fullføre denne Avantoe-drikken.	examine	item	Avantoe potion (unf)
I need another ingredient to finish this Kwuarm potion.	Jeg trenger en annen ingrediens for å fullføre denne Kwuarm-drikken.	examine	item	Kwuarm potion (unf)
I need another ingredient to finish this Cadantine potion.	Jeg trenger en annen ingrediens for å fullføre denne Cadantine-drikken.	examine	item	Cadantine potion (unf)
I need another ingredient to finish this Dwarf Weed potion.	Jeg trenger en annen ingrediens for å fullføre denne Dwarf Weed-drikken.	examine	item	Dwarf weed potion (unf)
I need another ingredient to finish this Torstol potion.	Jeg trenger en annen ingrediens for å fullføre denne Torstol-drikken.	examine	item	Torstol potion (unf)
4 doses of Strength potion.	4 doser styrkedrikk.	examine	item	Strength potion(4)
3 doses of Strength potion.	3 doser styrkedrikk.	examine	item	Strength potion(3)
2 doses of Strength potion.	2 doser styrkedrikk.	examine	item	Strength potion(2)
1 dose of Strength potion.	1 dose styrkedrikk.	examine	item	Strength potion(1)
3 doses of Attack potion.	3 doser angrepsdrikk.	examine	item	Attack potion(3)
2 doses of Attack potion.	2 doser angrepsdrikk.	examine	item	Attack potion(2)
1 dose of Attack potion.	1 dose angrepsdrikk.	examine	item	Attack potion(1)
3 doses of restore potion.	3 doser gjenopprettingsdrikk.	examine	item	Restore potion(3)
2 doses of restore potion.	2 doser gjenopprettingsdrikk.	examine	item	Restore potion(2)
1 dose of restore potion.	1 dose gjenopprettingsdrikk.	examine	item	Restore potion(1)
3 doses of Defence potion.	3 doser Defense potion.	examine	item	Defence potion(3)
2 doses of Defence potion.	2 doser Defense potion.	examine	item	Defence potion(2)
1 dose of Defence potion.	1 dose Defense potion.	examine	item	Defence potion(1)
3 doses of Prayer restore potion.	3 doser med bønngjenopprettingsdrikk.	examine	item	Prayer potion(3)
2 doses of Prayer restore potion.	2 doser med bønngjenopprettingsdrikk.	examine	item	Prayer potion(2)
1 dose of Prayer restore potion.	1 dose med bønngjenopprettingsdrikk.	examine	item	Prayer potion(1)
3 doses of super Attack potion.	3 doser super Attack-drikk.	examine	item	Super attack(3)
2 doses of super Attack potion.	2 doser super Attack-drikk.	examine	item	Super attack(2)
1 dose of super Attack potion.	1 dose super Attack-drikk.	examine	item	Super attack(1)
3 doses of Fishing potion.	3 doser fiskedrikk.	examine	item	Fishing potion(3)
2 doses of Fishing potion.	2 doser fiskedrikk.	examine	item	Fishing potion(2)
1 dose of Fishing potion.	1 dose fiskedrikk.	examine	item	Fishing potion(1)
3 doses of super Strength potion.	3 doser super styrkedrikk.	examine	item	Super strength(3)
2 doses of super Strength potion.	2 doser superstyrkedrikk.	examine	item	Super strength(2)
1 dose of super Strength potion.	1 dose superstyrkedrikk.	examine	item	Super strength(1)
3 doses of super Defence potion.	3 doser super Defense potion.	examine	item	Super defence(3)
2 doses of super Defence potion.	2 doser super Defense potion.	examine	item	Super defence(2)
1 dose of super Defence potion.	1 dose super Defense potion.	examine	item	Super defence(1)
3 doses of ranging potion.	3 doser avstandsdrikk.	examine	item	Ranging potion(3)
2 doses of ranging potion.	2 doser avstandsdrikk.	examine	item	Ranging potion(2)
1 dose of ranging potion.	1 dose avstandsdrikk.	examine	item	Ranging potion(1)
3 doses of antipoison potion.	3 doser anti-giftdrikk.	examine	item	Antipoison(3)
2 doses of antipoison potion.	2 doser anti-giftdrikk.	examine	item	Antipoison(2)
1 dose of antipoison potion.	1 dose antigiftdrikk.	examine	item	Antipoison(1)
3 doses of super antipoison potion.	3 doser super anti-giftdrikk.	examine	item	Superantipoison(3)
2 doses of super antipoison potion.	2 doser super antigiftdrikk.	examine	item	Superantipoison(2)
1 dose of super antipoison potion.	1 dose super antigiftdrikk.	examine	item	Superantipoison(1)
For use on daggers and projectiles.	For bruk på dolker og prosjektiler.	examine	item	Weapon poison
3 doses of Zamorak brew.	3 doser Zamorak-brygg.	examine	item	Zamorak brew(3)
2 doses of Zamorak brew.	2 doser Zamorak-brygg.	examine	item	Zamorak brew(2)
1 dose of Zamorak brew.	1 dose Zamorak-brygg.	examine	item	Zamorak brew(1)
This is meant to be good for spots.	Dette er ment å være bra for flekker.	examine	item	Potion
A cup of a strange brew...	En kopp med et merkelig brygg...	examine	item	Poison chalice
It needs cleaning.	Den trenger rengjøring.	examine	item	Grimy guam leaf
It seems to be looking at me.	Det ser ut til å se på meg.	examine	item	Eye of newt
Ewww!	Ewww!	examine	item	Red spiders' eggs
The root of a limpwurt plant.	Roten til en limpwurtplante.	examine	item	Limpwurt root
A glass vial containing water.	Et hetteglass som inneholder vann.	examine	item	Vial of water
An empty glass vial.	Et tomt hetteglass.	examine	item	Vial
Strange spiky grass.	Merkelig piggete gress.	examine	item	Snape grass
I can grind things for potions in this.	Jeg kan male ting for eliksirer i dette.	examine	item	Pestle and mortar
Finely ground horn of Unicorn.	Finmalt horn av enhjørning.	examine	item	Unicorn horn dust
This horn has restorative properties.	Dette hornet har gjenopprettende egenskaper.	examine	item	Unicorn horn
Sour berries, used in potions.	Syrlige bær, brukt i trylledrikker.	examine	item	White berries
Finely ground scale of Dragon.	Finmalt skala av Dragon.	examine	item	Dragon scale dust
A large shiny scale.	En stor skinnende skala.	examine	item	Blue dragon scale
An evil wine for an evil god.	En ond vin for en ond gud.	examine	item	Wine of zamorak
They don't look very ripe.	De ser ikke veldig modne ut.	examine	item	Jangerberries
A bitter green herb.	En bitter grønn urt.	examine	item	Guam leaf
A herb used in poison cures.	En urt som brukes i giftkurer.	examine	item	Marrentill
A useful herb.	En nyttig urt.	examine	item	Tarromin
A powerful herb.	En kraftig urt.	examine	item	Kwuarm
It looks like part of a machine.	Det ser ut som en del av en maskin.	examine	item	Pressure gauge
Keeps your pet fish strong and healthy.	Holder kjæledyrfisken din sterk og sunn.	examine	item	Fish food
This stuff looks nasty.	Dette ser ekkelt ut.	examine	item	Poison
Doesn't seem very nice to the poor fishes.	Virker ikke særlig hyggelig for de stakkars fiskene.	examine	item	Poisoned fish food
A slightly smelly key (Used in the Ernest the Chicken quest).	En litt stinkende nøkkel (Brukt i Ernest the Chicken-oppdraget).	examine	item	Key
It's slightly charred.	Den er litt forkullet.	examine	item	Rubber tube
It's pretty full.	Det er ganske fullt.	examine	item	Oil can
A sharp cattleprod.	En skarp storfe.	examine	item	Cattleprod
Councillor Halgrive gave me this to kill some sheep.	Rådmann Halgrive ga meg denne for å drepe noen sauer.	examine	item	Sheep feed
The suspicious-looking remains of a suspicious-looking sheep.	De mistenkelig utseende restene av en sau som ser mistenkelig ut.	examine	item	Sheep bones (1)
This should protect me from the plague, I hope!	Dette burde beskytte meg mot pesten, håper jeg!	examine	item	Plague jacket
These should protect me from the plague, I hope!	Disse skal beskytte meg mot pesten, håper jeg!	examine	item	Plague trousers
Some orange armour designed to fit goblins.	Noe oransje rustning designet for å passe nisser.	examine	item	Orange goblin mail
Some blue armour designed to fit goblins.	Noen blå rustninger designet for å passe nisser.	examine	item	Blue goblin mail
Some brown armour designed to fit goblins.	Noen brune rustninger designet for å passe nisser.	examine	item	Goblin mail
This contains some vital research.	Dette inneholder en del viktig forskning.	examine	item	Research package
They seem to be written in some kind of code.	De ser ut til å være skrevet i en slags kode.	examine	item	Research notes
A book on elven history in northern Gielinor.	En bok om alvehistorie i nordlige Gielinor.	examine	item	Book on baxtorian
I found this in a cave beneath the Tree Gnome Village (used in the Waterfall Quest).	Jeg fant dette i en hule under Tree Gnome Village (brukt i Waterfall Quest).	examine	item	Key
A small pebble with elven inscription.	En liten rullestein med alveinnskrift.	examine	item	Glarial's pebble
A bright green gem set in a necklace.	En knallgrønn perle satt i et halskjede.	examine	item	Glarial's amulet
An urn containing Glarial's ashes.	En urne som inneholder Glarials aske.	examine	item	Glarial's urn
An empty urn made for Glarial's ashes.	En tom urne laget for Glarials aske.	examine	item	Glarial's urn (empty)
I found this within Baxtorian Falls (used in the Waterfall Quest).	Jeg fant dette i Baxtorian Falls (brukt i Waterfall Quest).	examine	item	Key
Magical seeds in a mithril case.	Magiske frø i en mithril-kasse.	examine	item	Mithril seeds
A bit of rat.	Litt rotte.	examine	item	Rat's tail
Useful for catching lobsters.	Nyttig for å fange hummer.	examine	item	Lobster pot
Useful for catching small fish.	Nyttig for å fange småfisk.	examine	item	Small fishing net
Useful for catching lots of fish.	Nyttig for å fange mye fisk.	examine	item	Big fishing net
Useful for catching sardine or herring.	Nyttig for å fange sardiner eller sild.	examine	item	Fishing rod
Useful for catching salmon or trout.	Nyttig for fangst av laks eller ørret.	examine	item	Fly fishing rod
Useful for catching really big fish.	Nyttig for å fange virkelig stor fisk.	examine	item	Harpoon
For use with a fishing rod.	Til bruk med fiskestang.	examine	item	Fishing bait
Used for fly fishing.	Brukes til fluefiske.	examine	item	Feather
Some nicely cooked shrimp.	Noen pent kokte reker.	examine	item	Shrimps
I should try cooking this.	Jeg burde prøve å lage dette.	examine	item	Raw shrimps
Some nicely cooked anchovies.	Noen pent kokte ansjoser.	examine	item	Anchovies
Oops!	Oops!	examine	item	Burnt fish
Some nicely cooked sardines.	Noen pent kokte sardiner.	examine	item	Sardine
Some nicely cooked salmon.	Noe pent kokt laks.	examine	item	Salmon
Some nicely cooked trout.	Noen pent tilberedt ørret.	examine	item	Trout
Some nicely cooked giant carp.	Noen pent kokte kjempekarpe.	examine	item	Giant carp
Some nicely cooked cod.	Noen pent tilberedt torsk.	examine	item	Cod
Some nicely cooked herring.	Noe pent kokt sild.	examine	item	Herring
Some nicely cooked pike.	Noen pent kokte gjedder.	examine	item	Pike
Some nicely cooked mackerel.	Noe pent kokt makrell.	examine	item	Mackerel
Wow, this is a big fish.	Wow, dette er en stor fisk.	examine	item	Tuna
I'd better be careful eating this!	Jeg bør være forsiktig med å spise dette!	examine	item	Swordfish
This looks tricky to eat.	Dette ser vanskelig ut å spise.	examine	item	Lobster
I'd better be careful eating this.	Jeg bør være forsiktig med å spise dette.	examine	item	Shark
A rare catch.	En sjelden fangst.	examine	item	Raw manta ray
Tasty!	Velsmakende!	examine	item	Sea turtle
Slightly damp seaweed.	Litt fuktig tang.	examine	item	Seaweed
I hope there's treasure in it.	Jeg håper det er en skatt i det.	examine	item	Casket
Maybe there are pearls inside?	Kanskje det er perler inni?	examine	item	Oyster
Aww, it's empty.	Aww, det er tomt.	examine	item	Empty oyster
I could work wonders with a chisel on this pearl.	Jeg kunne gjort underverker med en meisel på denne perlen.	examine	item	Oyster pearl
I could work wonders with a chisel on these pearls.	Jeg kunne gjort underverker med en meisel på disse perlene.	examine	item	Oyster pearls
An expensive colourless liquid.	En dyr fargeløs væske.	examine	item	Ethenea
This isn't worth much.	Dette er ikke mye verdt.	examine	item	Liquid honey
It's highly poisonous.	Det er svært giftig.	examine	item	Sulphuric broline
Probably best I don't keep this too long.	Det er nok best jeg ikke holder dette for lenge.	examine	item	Plague sample
A special kind of paper.	En spesiell type papir.	examine	item	Touch paper
Apparently it distills.	Tilsynelatende destillerer det.	examine	item	Distillator
Yup. It's an amulet.	Ja. Det er en amulett.	examine	item	Lathas' amulet
Birds love this stuff!	Fugler elsker dette!	examine	item	Bird feed
Opens things (Used in the Biohazard quest).	Åpner ting (Brukes i Biohazard-oppdraget).	examine	item	Key
It's full of pigeons.	Det er fullt av duer.	examine	item	Pigeon cage
It's empty...	Det er tomt...	examine	item	Pigeon cage
Top half of a priest suit.	Øverste halvdel av en prestedrakt.	examine	item	Priest gown
Bottom half of a priest suit.	Nederste halvdel av en prestedrakt.	examine	item	Priest gown
Medical looking.	Medisinsk utseende.	examine	item	Medical gown
A very strong spirit brewed on Karamja.	En veldig sterk sprit brygget på Karamja.	examine	item	Karamjan rum
A key to One-Eyed Hector's chest (Used in the Pirate's Treasure quest).	En nøkkel til One-Eyed Hectors kiste (Brukt i Pirate&#39;s Treasure-oppdraget).	examine	item	Chest key
Pirates don't have the best handwriting...	Pirater har ikke den beste håndskriften...	examine	item	Pirate message
Some hard dry clay.	Noe hard tørr leire.	examine	item	Clay
This needs refining.	Dette må finpusses.	examine	item	Copper ore
Hmm a non-renewable energy source!	Hmm en ikke-fornybar energikilde!	examine	item	Coal
The official Alfred Grimhand bar crawl card.	Det offisielle Alfred Grimhand barkrypkortet.	examine	item	Barcrawl card
It's empty!	Det er tomt!	examine	item	Scorpion cage
There is 1 scorpion inside.	Det er 1 skorpion inni.	examine	item	Scorpion cage
There are 2 scorpions inside.	Det er 2 skorpioner inni.	examine	item	Scorpion cage
There are 3 scorpions inside.	Det er 3 skorpioner inni.	examine	item	Scorpion cage
I wonder what this tastes like?	Jeg lurer på hvordan dette smaker?	examine	item	Strange fruit
Useless without the head.	Ubrukelig uten hodet.	examine	item	Pickaxe handle
Nurmof can fix this for me.	Nurmof kan fikse dette for meg.	examine	item	Broken pickaxe
It's missing a handle.	Den mangler et håndtak.	examine	item	Bronze pick head
Bob can fix this for me.	Bob kan fikse dette for meg.	examine	item	Broken axe
I don't fancy eating this now.	Jeg har ikke lyst til å spise dette nå.	examine	item	Enchanted beef
Bones are for burying!	Bein er til å begrave!	examine	item	Bones
Ew it's a pile of bones.	Det er en haug med bein.	examine	item	Bat bones
These would feed a dog for months!	Disse ville mate en hund i flere måneder!	examine	item	Dragon bones
Keeps a druid's knees nice and warm.	Holder en druides knær gode og varme.	examine	item	Druid's robe
I feel closer to the gods when I am wearing this.	Jeg føler meg nærmere gudene når jeg har på meg dette.	examine	item	Druid's robe top
Keeps a monk's knees nice and warm.	Holder munkens knær gode og varme.	examine	item	Monk's robe
If a shade had knees, this would keep them nice and warm.	Hvis en nyanse hadde knær, ville dette holde dem gode og varme.	examine	item	Shade robe
Issued to all new citizens of Gielinor.	Utstedt til alle nye innbyggere i Gielinor.	examine	item	Newcomer map
It lets me talk to ghosts.	Den lar meg snakke med spøkelser.	examine	item	Ghostspeak amulet
Ooooh spooky!	Åååå skummelt!	examine	item	Ghost's skull
One of the 4 basic elemental Runes.	En av de 4 grunnleggende elementarrunene.	examine	item	Fire rune
Used for basic level missile spells.	Brukes for grunnleggende rakettformularer.	examine	item	Mind rune
Used for curse spells.	Brukes til forbannelsesformler.	examine	item	Body rune
Used for medium level missile spells.	Brukes for middels nivå missil staver.	examine	item	Death rune
Used for alchemy spells.	Brukes til alkymi-trollformler.	examine	item	Nature rune
Used for low level missile spells.	Brukes til lavnivå-raketter.	examine	item	Chaos rune
Used for teleport spells.	Brukes til teleport-trollformler.	examine	item	Law rune
Used for enchant spells.	Brukes til fortryllende trollformler.	examine	item	Cosmic rune
Used for high level missile spells.	Brukes til rakettformler på høyt nivå.	examine	item	Blood rune
Used for high level curse spells.	Brukes for forbannelsesformler på høyt nivå.	examine	item	Soul rune
I'd prefer it if it was powered.	Jeg foretrekker den hvis den var drevet.	examine	item	Unpowered orb
A magic glowing orb.	En magisk glødende kule.	examine	item	Fire orb
I can do magic better in this.	Jeg kan magi bedre i dette.	examine	item	Blue wizard robe
A silly pointed hat.	En dum spiss lue.	examine	item	Blue wizard hat
It's a bailing bucket.	Det er en bøtte.	examine	item	Bailing bucket
It's a bailing bucket full of salty water.	Det er en bøtte full av saltvann.	examine	item	Bailing bucket
A strange glowing green orb.	En merkelig glødende grønn kule.	examine	item	Orb of protection
Two strange glowing green orbs.	To merkelige glødende grønne kuler.	examine	item	Orbs of protection
It's an amulet of protection given to me by the gnomes.	Det er en beskyttelsesamulett gitt til meg av nissene.	examine	item	Gnome amulet
Useful for lighting a fire.	Nyttig for å tenne bål.	examine	item	Tinderbox
A heap of ashes.	En haug med aske.	examine	item	Ashes
A lit home-made torch.	En tent hjemmelaget lommelykt.	examine	item	Lit torch
An unlit home-made torch.	En ubelyst hjemmelaget lommelykt.	examine	item	Unlit torch
Arrows with bronze heads wrapped in oily cloth.	Piler med bronsehoder pakket inn i oljet tøy.	examine	item	Bronze fire arrow
A book on the history of astronomy.	En bok om astronomiens historie.	examine	item	Astronomy book
A small key for a large door (Allows access to the goblin kitchen in the Observatory Dungeon).	En liten nøkkel for en stor dør (Gir tilgang til goblin-kjøkkenet i Observatory Dungeon).	examine	item	Goblin kitchen key
An unusual mould in the shape of a disc.	En uvanlig form i form av en skive.	examine	item	Lens mould
A perfectly circular disc of glass.	En perfekt sirkulær skive av glass.	examine	item	Observatory lens
A slender bone shard given to you by Zadimus.	En slank beinskår gitt til deg av Zadimus.	examine	item	Bone shard
A bone key fashioned from a shard of bone (Provides access to Rashiliyia's Tomb).	En beinnøkkel laget av et beinskår (gir tilgang til Rashiliyias grav).	examine	item	Bone key
A stone plaque with carved letters in it.	En steinplakett med utskårne bokstaver i.	examine	item	Stone-plaque
An ancient tattered scroll.	En gammel fillete rulle.	examine	item	Tattered scroll
An ancient crumpled scroll.	En gammel sammenkrøllet rulle.	examine	item	Crumpled scroll
The remains of the Zombie Queen.	Restene av zombiedronningen.	examine	item	Rashiliyia corpse
The remains of Zadimus.	Restene av Zadimus.	examine	item	Zadimus corpse
A magical crystal sphere.	En magisk krystallkule.	examine	item	Locating crystal
A curious looking neck ornament.	En nysgjerrig halspynt.	examine	item	Beads of the dead
Lovely money!	Herlige penger!	examine	item	Coins
Beads carved out of a bone.	Perler skåret ut av et bein.	examine	item	Bone beads
Allows you to rest in the luxurious Paramayer Inn.	Lar deg hvile i det luksuriøse Paramayer Inn.	examine	item	Paramaya ticket
Allows you passage on the 'Lady of the waves' ship.	Lar deg passere på &#39;Lady of the waves&#39;-skipet.	examine	item	Ship ticket
An ivory sword pommel.	En elfenbenssverdstang.	examine	item	Sword pommel
Notes taken from the tomb of Bervirius.	Notater hentet fra graven til Bervirius.	examine	item	Bervirius notes
A decorated belt used to trade information between distant villages.	Et dekorert belte som brukes til å handle informasjon mellom fjerne landsbyer.	examine	item	Wampum belt
They're soft, silky and pink.	De er myke, silkeaktige og rosa.	examine	item	Pink boots
They're soft, silky and green.	De er myke, silkeaktige og grønne.	examine	item	Green boots
They're soft, silky and blue.	De er myke, silkeaktige og blå.	examine	item	Blue boots
They're soft, silky and cream.	De er myke, silkeaktige og kremaktige.	examine	item	Cream boots
They're soft, silky and turquoise.	De er myke, silkeaktige og turkise.	examine	item	Turquoise boots
The ultimate in gnome design, now in pink!	Det ultimate innen nissedesign, nå i rosa!	examine	item	Pink robe top
The ultimate in gnome design, now in green!	Det ultimate innen nissedesign, nå i grønt!	examine	item	Green robe top
The ultimate in gnome design, now in blue!	Det ultimate innen nissedesign, nå i blått!	examine	item	Blue robe top
The ultimate in gnome design, now in cream!	Det ultimate innen nissedesign, nå i krem!	examine	item	Cream robe top
The ultimate in gnome design, now in turquoise!	Det ultimate innen nissedesign, nå i turkis!	examine	item	Turquoise robe top
Made by Tree Gnomes with a thing for pink.	Laget av Tree Gnomes med en ting for rosa.	examine	item	Pink robe bottoms
Made by Tree Gnomes with a thing for green.	Laget av Tree Gnomes med en ting for grønt.	examine	item	Green robe bottoms
Made by Tree Gnomes with a thing for blue.	Laget av Tree Gnomes med en ting for blått.	examine	item	Blue robe bottoms
Made by Tree Gnomes with a thing for cream.	Laget av Tree Gnomes med en ting for krem.	examine	item	Cream robe bottoms
Made by Tree Gnomes with a thing for turquoise.	Laget av Tree Gnomes med en ting for turkis.	examine	item	Turquoise robe bottoms
A silly pink pointed hat.	En dum rosa spiss lue.	examine	item	Pink hat
A silly green pointed hat.	En dum grønn spiss lue.	examine	item	Green hat
A silly blue pointed hat.	En dum blå spiss lue.	examine	item	Blue hat
A silly cream pointed hat.	En dum kremhatt.	examine	item	Cream hat
A silly turquoise pointed hat.	En dum turkis spiss lue.	examine	item	Turquoise hat
Picture of a posing Paladin.	Bilde av en poserende Paladin.	examine	item	Portrait
A Faladian Knight's sword.	Et Faladian Knights sverd.	examine	item	Blurite sword
Definitely blue.	Definitivt blå.	examine	item	Blurite ore
A receptacle for specimens!	En beholder for prøver!	examine	item	Specimen jar
A small brush used to clean rock samples.	En liten børste som brukes til å rense steinprøver.	examine	item	Specimen brush
A carefully-kept-safe skull sample.	En nøye oppbevart hodeskalleprøve.	examine	item	Animal skull
A special cup.	En spesiell kopp.	examine	item	Special cup
A lucky mascot.	En heldig maskot.	examine	item	Teddy
A roughly shaped piece of rock.	Et grovt formet steinstykke.	examine	item	Cracked sample
A small pick for digging.	En liten hakke for graving.	examine	item	Rock pick
Used for digging!	Brukes til graving!	examine	item	Trowel
An empty tray for panning.	Et tomt brett for panorering.	examine	item	Panning tray
This tray contains gold.	Dette brettet inneholder gull.	examine	item	Panning tray
This tray contains mud.	Dette brettet inneholder gjørme.	examine	item	Panning tray
Pure, lovely gold!	Rent, nydelig gull!	examine	item	Nuggets
An unusual symbol as yet unidentified by the archaeological expert.	Et uvanlig symbol som ennå ikke er identifisert av den arkeologiske eksperten.	examine	item	Ancient talisman
A letter waiting to be stamped.	Et brev som venter på å bli stemplet.	examine	item	Unstamped letter
A sealed letter of recommendation.	Et forseglet anbefalingsbrev.	examine	item	Sealed letter
Used to hold up trousers!	Brukes til å holde opp bukser!	examine	item	Belt buckle
Phew!	Puh!	examine	item	Old boot
A decent-enough weapon gone rusty.	Et anstendig nok våpen har blitt rustent.	examine	item	Rusty sword
This must have been shot at high speed.	Denne skal ha blitt skutt i høy hastighet.	examine	item	Broken arrow
Not Dick Whittington's helper at all!	Ikke Dick Whittingtons hjelper i det hele tatt!	examine	item	Buttons
I pity the poor person beaten with this!	Jeg synes synd på den stakkaren som ble slått med dette!	examine	item	Broken staff
Watch those feet!	Pass på de føttene!	examine	item	Broken glass
